dataset,example_id,partition,seed,node_id,selector,selected_facet,selected_scale,target_rank,R_at_1,R_at_2,R_at_4,R_at_8,target_used_during_selection
musique,3hop1__103180_214799_259594,validation,23,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop1__103180_214799_259594,validation,23,1,validation_most_common_scale,20,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,23,1,validation_linear_scale,20,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,37,1,global,0,global,15,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,37,1,earliest,1,1,5,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,37,1,latest,25,1,9,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,37,1,highest_hidden_norm,20,1,8,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,37,1,highest_parent_margin,24,1,13,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,37,1,lowest_parent_entropy,9,1,16,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,37,1,validation_most_common_scale,20,1,8,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,37,1,validation_linear_scale,20,1,8,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,53,1,global,0,global,3,0,0,1,1,0
musique,3hop1__103180_214799_259594,validation,53,1,earliest,1,1,11,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,53,1,latest,25,1,9,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,53,1,highest_hidden_norm,20,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,53,1,highest_parent_margin,25,1,9,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,53,1,lowest_parent_entropy,0,global,3,0,0,1,1,0
musique,3hop1__103180_214799_259594,validation,53,1,validation_most_common_scale,20,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,53,1,validation_linear_scale,20,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,71,1,global,0,global,10,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,71,1,earliest,1,1,4,0,0,1,1,0
musique,3hop1__103180_214799_259594,validation,71,1,latest,25,1,6,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,71,1,highest_hidden_norm,20,1,12,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,71,1,highest_parent_margin,48,2,7,0,0,0,1,0
musique,3hop1__103180_214799_259594,validation,71,1,lowest_parent_entropy,0,global,10,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,71,1,validation_most_common_scale,20,1,12,0,0,0,0,0
musique,3hop1__103180_214799_259594,validation,71,1,validation_linear_scale,20,1,12,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,11,1,global,0,global,6,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,11,1,earliest,1,1,16,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,11,1,latest,23,1,15,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,11,1,highest_hidden_norm,19,1,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,11,1,highest_parent_margin,19,1,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,11,1,lowest_parent_entropy,0,global,6,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,11,1,validation_most_common_scale,19,1,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,11,1,validation_linear_scale,19,1,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,global,0,global,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,earliest,1,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,latest,23,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,highest_hidden_norm,19,1,2,0,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,highest_parent_margin,61,4,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,validation_most_common_scale,19,1,2,0,1,1,1,0
musique,3hop1__103197_214799_259594,test,23,1,validation_linear_scale,19,1,2,0,1,1,1,0
musique,3hop1__103197_214799_259594,test,37,1,global,0,global,10,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,37,1,earliest,1,1,1,1,1,1,1,0
musique,3hop1__103197_214799_259594,test,37,1,latest,23,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,37,1,highest_hidden_norm,19,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,37,1,highest_parent_margin,44,2,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,37,1,lowest_parent_entropy,0,global,10,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,37,1,validation_most_common_scale,19,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,37,1,validation_linear_scale,19,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,53,1,global,0,global,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,53,1,earliest,1,1,14,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,53,1,latest,23,1,14,0,0,0,0,0
musique,3hop1__103197_214799_259594,test,53,1,highest_hidden_norm,19,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,53,1,highest_parent_margin,0,global,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,53,1,lowest_parent_entropy,0,global,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,53,1,validation_most_common_scale,19,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,53,1,validation_linear_scale,19,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,71,1,global,0,global,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,71,1,earliest,1,1,2,0,1,1,1,0
musique,3hop1__103197_214799_259594,test,71,1,latest,23,1,3,0,0,1,1,0
musique,3hop1__103197_214799_259594,test,71,1,highest_hidden_norm,19,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,71,1,highest_parent_margin,11,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,71,1,lowest_parent_entropy,0,global,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,71,1,validation_most_common_scale,19,1,5,0,0,0,1,0
musique,3hop1__103197_214799_259594,test,71,1,validation_linear_scale,19,1,5,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,11,1,global,0,global,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,11,1,earliest,1,1,14,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,11,1,latest,25,1,14,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,11,1,highest_hidden_norm,6,1,8,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,11,1,highest_parent_margin,56,4,14,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,11,1,lowest_parent_entropy,0,global,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,11,1,validation_most_common_scale,6,1,8,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,11,1,validation_linear_scale,6,1,8,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,23,1,global,0,global,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,23,1,earliest,1,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,23,1,latest,25,1,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,23,1,highest_hidden_norm,6,1,4,0,0,1,1,0
musique,3hop1__103254_214799_259594,test,23,1,highest_parent_margin,23,1,5,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,23,1,lowest_parent_entropy,0,global,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,23,1,validation_most_common_scale,6,1,4,0,0,1,1,0
musique,3hop1__103254_214799_259594,test,23,1,validation_linear_scale,6,1,4,0,0,1,1,0
musique,3hop1__103254_214799_259594,test,37,1,global,0,global,12,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,earliest,1,1,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,latest,25,1,8,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,37,1,highest_hidden_norm,6,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,highest_parent_margin,18,1,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,lowest_parent_entropy,0,global,12,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,validation_most_common_scale,6,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,37,1,validation_linear_scale,6,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,global,0,global,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,earliest,1,1,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,latest,25,1,12,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,highest_hidden_norm,6,1,6,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,53,1,highest_parent_margin,0,global,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,lowest_parent_entropy,0,global,11,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,53,1,validation_most_common_scale,6,1,6,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,53,1,validation_linear_scale,6,1,6,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,71,1,global,0,global,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,earliest,1,1,13,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,latest,25,1,7,0,0,0,1,0
musique,3hop1__103254_214799_259594,test,71,1,highest_hidden_norm,6,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,highest_parent_margin,18,1,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,lowest_parent_entropy,0,global,9,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,validation_most_common_scale,6,1,10,0,0,0,0,0
musique,3hop1__103254_214799_259594,test,71,1,validation_linear_scale,6,1,10,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,11,1,global,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,11,1,earliest,1,1,23,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,11,1,latest,25,1,7,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,11,1,highest_hidden_norm,10,1,15,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,11,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,11,1,lowest_parent_entropy,25,1,7,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,11,1,validation_most_common_scale,10,1,15,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,11,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,global,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,earliest,1,1,6,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,23,1,latest,25,1,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,highest_hidden_norm,10,1,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,validation_most_common_scale,10,1,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,23,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,37,1,global,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,37,1,earliest,1,1,6,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,37,1,latest,25,1,14,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,37,1,highest_hidden_norm,10,1,6,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,37,1,highest_parent_margin,19,1,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,37,1,lowest_parent_entropy,25,1,14,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,37,1,validation_most_common_scale,10,1,6,0,0,0,1,0
musique,3hop1__103440_443779_52195,validation,37,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,53,1,global,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,53,1,earliest,1,1,16,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,53,1,latest,25,1,2,0,1,1,1,0
musique,3hop1__103440_443779_52195,validation,53,1,highest_hidden_norm,10,1,10,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,53,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,53,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,53,1,validation_most_common_scale,10,1,10,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,53,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop1__103440_443779_52195,validation,71,1,global,0,global,2,0,1,1,1,0
musique,3hop1__103440_443779_52195,validation,71,1,earliest,1,1,18,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,71,1,latest,25,1,2,0,1,1,1,0
musique,3hop1__103440_443779_52195,validation,71,1,highest_hidden_norm,10,1,11,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,71,1,highest_parent_margin,25,1,2,0,1,1,1,0
musique,3hop1__103440_443779_52195,validation,71,1,lowest_parent_entropy,0,global,2,0,1,1,1,0
musique,3hop1__103440_443779_52195,validation,71,1,validation_most_common_scale,10,1,11,0,0,0,0,0
musique,3hop1__103440_443779_52195,validation,71,1,validation_linear_scale,0,global,2,0,1,1,1,0
musique,3hop2__101809_30152_20999,test,11,1,global,0,global,2,0,1,1,1,0
musique,3hop2__101809_30152_20999,test,11,1,earliest,1,1,22,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,1,latest,25,1,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,1,highest_hidden_norm,19,1,21,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,1,highest_parent_margin,22,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,11,1,lowest_parent_entropy,0,global,2,0,1,1,1,0
musique,3hop2__101809_30152_20999,test,11,1,validation_most_common_scale,19,1,21,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,1,validation_linear_scale,0,global,2,0,1,1,1,0
musique,3hop2__101809_30152_20999,test,11,2,global,0,global,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,2,earliest,1,1,6,0,0,0,1,0
musique,3hop2__101809_30152_20999,test,11,2,latest,25,1,8,0,0,0,1,0
musique,3hop2__101809_30152_20999,test,11,2,highest_hidden_norm,19,1,14,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,2,highest_parent_margin,22,1,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,2,lowest_parent_entropy,0,global,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,2,validation_most_common_scale,19,1,14,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,11,2,validation_linear_scale,0,global,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,23,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,1,latest,25,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,1,highest_hidden_norm,19,1,22,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,23,1,highest_parent_margin,22,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,1,validation_most_common_scale,19,1,22,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,23,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,global,0,global,4,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,earliest,1,1,4,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,latest,25,1,3,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,highest_hidden_norm,19,1,14,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,23,2,highest_parent_margin,22,1,4,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,lowest_parent_entropy,0,global,4,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,23,2,validation_most_common_scale,19,1,14,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,23,2,validation_linear_scale,0,global,4,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,latest,25,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,highest_hidden_norm,19,1,10,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,1,highest_parent_margin,25,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,lowest_parent_entropy,25,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,1,validation_most_common_scale,19,1,10,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,37,2,global,0,global,7,0,0,0,1,0
musique,3hop2__101809_30152_20999,test,37,2,earliest,1,1,19,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,latest,25,1,16,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,highest_hidden_norm,19,1,15,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,highest_parent_margin,25,1,16,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,lowest_parent_entropy,25,1,16,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,validation_most_common_scale,19,1,15,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,37,2,validation_linear_scale,0,global,7,0,0,0,1,0
musique,3hop2__101809_30152_20999,test,53,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,53,1,earliest,1,1,19,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,1,latest,25,1,3,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,53,1,highest_hidden_norm,19,1,21,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,1,highest_parent_margin,22,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,53,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,53,1,validation_most_common_scale,19,1,21,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,53,2,global,0,global,11,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,earliest,1,1,12,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,latest,25,1,13,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,highest_hidden_norm,19,1,17,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,highest_parent_margin,22,1,13,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,lowest_parent_entropy,0,global,11,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,validation_most_common_scale,19,1,17,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,53,2,validation_linear_scale,0,global,11,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,71,1,earliest,1,1,3,0,0,1,1,0
musique,3hop2__101809_30152_20999,test,71,1,latest,25,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,71,1,highest_hidden_norm,19,1,11,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,1,highest_parent_margin,13,1,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,71,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,71,1,validation_most_common_scale,19,1,11,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101809_30152_20999,test,71,2,global,0,global,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,earliest,1,1,10,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,latest,25,1,12,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,highest_hidden_norm,19,1,10,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,highest_parent_margin,13,1,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,lowest_parent_entropy,0,global,9,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,validation_most_common_scale,19,1,10,0,0,0,0,0
musique,3hop2__101809_30152_20999,test,71,2,validation_linear_scale,0,global,9,0,0,0,0,0
musique,3hop2__101905_30152_20999,validation,11,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,1,latest,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,1,highest_hidden_norm,7,1,7,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,11,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,1,validation_most_common_scale,7,1,7,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,11,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,global,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,earliest,1,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,latest,24,1,7,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,11,2,highest_hidden_norm,7,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,highest_parent_margin,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,lowest_parent_entropy,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,validation_most_common_scale,7,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,11,2,validation_linear_scale,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,latest,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,highest_hidden_norm,7,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,validation_most_common_scale,7,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,23,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,global,0,global,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,earliest,1,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,latest,24,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,highest_hidden_norm,7,1,10,0,0,0,0,0
musique,3hop2__101905_30152_20999,validation,23,2,highest_parent_margin,0,global,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,lowest_parent_entropy,0,global,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,23,2,validation_most_common_scale,7,1,10,0,0,0,0,0
musique,3hop2__101905_30152_20999,validation,23,2,validation_linear_scale,0,global,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,latest,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,highest_hidden_norm,7,1,7,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,37,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,lowest_parent_entropy,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,1,validation_most_common_scale,7,1,7,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,37,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,2,global,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,37,2,earliest,1,1,10,0,0,0,0,0
musique,3hop2__101905_30152_20999,validation,37,2,latest,24,1,6,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,37,2,highest_hidden_norm,7,1,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,2,highest_parent_margin,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,37,2,lowest_parent_entropy,24,1,6,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,37,2,validation_most_common_scale,7,1,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,37,2,validation_linear_scale,0,global,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,earliest,1,1,2,0,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,latest,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,highest_hidden_norm,7,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,validation_most_common_scale,7,1,3,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,53,1,validation_linear_scale,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,53,2,global,0,global,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,earliest,1,1,4,0,0,1,1,0
musique,3hop2__101905_30152_20999,validation,53,2,latest,24,1,6,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,highest_hidden_norm,7,1,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,highest_parent_margin,0,global,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,lowest_parent_entropy,0,global,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,validation_most_common_scale,7,1,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,53,2,validation_linear_scale,0,global,5,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,71,1,global,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,71,1,earliest,1,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,71,1,latest,24,1,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,71,1,highest_hidden_norm,7,1,6,0,0,0,1,0
musique,3hop2__101905_30152_20999,validation,71,1,highest_parent_margin,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,71,1,lowest_parent_entropy,0,global,1,1,1,1,1,0
musique,3hop2__101905_30152_20999,validation,71,1,validation_most_common_scale,7,1,6,0,0,0,1,0
