dataset,example_id,partition,annotated_hops,layer,chunk_size,minimum_native_depth,complete_recovery,node_recall,parent_count
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,0,256,0,1,1.0,6
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,12,32,1,1,1.0,43
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,12,128,1,1,1.0,11
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,12,256,0,1,1.0,6
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,27,32,1,1,1.0,43
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,27,128,1,1,1.0,11
2wikimultihopqa,00fc38720bb011ebab90acde48001122,test,2,27,256,0,1,1.0,6
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,0,32,,0,0.75,30
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,0,128,1,1,1.0,8
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,0,256,1,1,1.0,4
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,12,32,2,1,1.0,30
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,12,128,1,1,1.0,8
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,12,256,1,1,1.0,4
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,27,32,2,1,1.0,30
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,27,128,1,1,1.0,8
2wikimultihopqa,00fe8ebc08e311ebbda4ac1f6bf848b6,test,2,27,256,1,1,1.0,4
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,0,32,1,1,1.0,38
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,0,128,1,1,1.0,10
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,0,256,1,1,1.0,5
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,12,32,2,1,1.0,38
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,12,128,1,1,1.0,10
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,12,256,1,1,1.0,5
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,27,32,2,1,1.0,38
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,27,128,1,1,1.0,10
2wikimultihopqa,01057cde0bb011ebab90acde48001122,test,2,27,256,1,1,1.0,5
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,0,32,1,1,1.0,57
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,0,128,2,1,1.0,15
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,0,256,1,1,1.0,8
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,12,32,1,1,1.0,57
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,12,128,1,1,1.0,15
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,12,256,1,1,1.0,8
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,27,32,1,1,1.0,57
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,27,128,1,1,1.0,15
2wikimultihopqa,0105fd120bb011ebab90acde48001122,validation,2,27,256,1,1,1.0,8
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,0,32,1,1,1.0,35
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,0,128,1,1,1.0,9
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,0,256,1,1,1.0,5
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,12,32,2,1,1.0,35
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,12,128,1,1,1.0,9
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,12,256,1,1,1.0,5
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,27,32,1,1,1.0,35
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,27,128,1,1,1.0,9
2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,validation,2,27,256,1,1,1.0,5
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,0,32,,0,0.75,24
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,0,128,1,1,1.0,6
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,0,256,1,1,1.0,3
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,12,32,2,1,1.0,24
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,12,128,1,1,1.0,6
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,12,256,1,1,1.0,3
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,27,32,1,1,1.0,24
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,27,128,1,1,1.0,6
2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,validation,2,27,256,1,1,1.0,3
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,0,32,0,1,1.0,18
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,0,128,0,1,1.0,5
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,0,256,0,1,1.0,3
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,12,32,0,1,1.0,18
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,12,128,0,1,1.0,5
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,12,256,0,1,1.0,3
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,27,32,0,1,1.0,18
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,27,128,0,1,1.0,5
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,1,27,256,0,1,1.0,3
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,0,32,1,1,1.0,41
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,0,128,1,1,1.0,11
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,0,256,1,1,1.0,6
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,12,32,2,1,1.0,41
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,12,128,1,1,1.0,11
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,12,256,1,1,1.0,6
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,27,32,2,1,1.0,41
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,27,128,1,1,1.0,11
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,2,27,256,1,1,1.0,6
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,0,32,0,1,1.0,30
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,0,128,0,1,1.0,8
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,0,256,0,1,1.0,4
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,12,32,0,1,1.0,30
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,12,128,0,1,1.0,8
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,12,256,0,1,1.0,4
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,27,32,0,1,1.0,30
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,27,128,0,1,1.0,8
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,1,27,256,0,1,1.0,4
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,0,32,1,1,1.0,54
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,0,128,1,1,1.0,14
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,0,256,1,1,1.0,7
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,12,32,,0,0.5,54
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,12,128,1,1,1.0,14
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,12,256,1,1,1.0,7
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,27,32,,0,0.5,54
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,27,128,1,1,1.0,14
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,2,27,256,1,1,1.0,7
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,0,32,,0,0.5,43
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,0,128,1,1,1.0,11
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,0,256,1,1,1.0,6
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,12,32,1,1,1.0,43
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,12,128,1,1,1.0,11
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,12,256,1,1,1.0,6
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,27,32,1,1,1.0,43
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,27,128,1,1,1.0,11
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,2,27,256,1,1,1.0,6
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,0,32,,0,0.5,55
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,0,128,1,1,1.0,14
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,0,256,1,1,1.0,7
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,12,32,1,1,1.0,55
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,12,128,1,1,1.0,14
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,12,256,1,1,1.0,7
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,27,32,1,1,1.0,55
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,27,128,1,1,1.0,14
2wikimultihopqa,024761e80bb011ebab90acde48001122,test,2,27,256,1,1,1.0,7
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,0,32,1,1,1.0,63
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,0,128,2,1,1.0,16
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,0,256,1,1,1.0,8
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,12,32,1,1,1.0,63
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,12,128,1,1,1.0,16
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,12,256,1,1,1.0,8
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,27,32,1,1,1.0,63
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,27,128,1,1,1.0,16
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,2,27,256,1,1,1.0,8
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,0,32,1,1,1.0,45
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,0,128,1,1,1.0,12
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,0,256,1,1,1.0,6
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,12,32,,0,0.5,45
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,12,128,1,1,1.0,12
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,12,256,1,1,1.0,6
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,27,32,,0,0.5,45
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,27,128,1,1,1.0,12
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,2,27,256,1,1,1.0,6
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,0,32,,0,0.5,70
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,0,128,1,1,1.0,18
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,0,256,2,1,1.0,9
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,12,32,,0,0.5,70
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,12,128,1,1,1.0,18
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,12,256,1,1,1.0,9
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,27,32,,0,0.5,70
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,27,128,1,1,1.0,18
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,2,27,256,1,1,1.0,9
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,0,32,2,0,0.8,33
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,0,128,1,1,1.0,9
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,0,256,1,1,1.0,5
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,12,32,,0,0.8,33
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,12,128,1,1,1.0,9
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,12,256,1,1,1.0,5
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,27,32,,0,0.8,33
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,27,128,1,1,1.0,9
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,2,27,256,1,1,1.0,5
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,0,32,1,1,1.0,27
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,0,128,1,1,1.0,7
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,0,256,1,1,1.0,4
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,12,32,,0,0.8,27
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,12,128,1,1,1.0,7
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,12,256,1,1,1.0,4
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,27,32,,0,0.8,27
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,27,128,1,1,1.0,7
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,2,27,256,1,1,1.0,4
musique,2hop__10017_18974,validation,2,0,32,,0,0.5,76
musique,2hop__10017_18974,validation,2,0,128,1,1,1.0,19
musique,2hop__10017_18974,validation,2,0,256,1,1,1.0,10
musique,2hop__10017_18974,validation,2,12,32,2,1,1.0,76
musique,2hop__10017_18974,validation,2,12,128,2,1,1.0,19
musique,2hop__10017_18974,validation,2,12,256,1,1,1.0,10
musique,2hop__10017_18974,validation,2,27,32,1,1,1.0,76
musique,2hop__10017_18974,validation,2,27,128,2,1,1.0,19
musique,2hop__10017_18974,validation,2,27,256,1,1,1.0,10
musique,2hop__10114_599630,test,2,0,32,3,1,1.0,84
musique,2hop__10114_599630,test,2,0,128,1,1,1.0,21
musique,2hop__10114_599630,test,2,0,256,1,1,1.0,11
musique,2hop__10114_599630,test,2,12,32,1,1,1.0,84
musique,2hop__10114_599630,test,2,12,128,1,1,1.0,21
musique,2hop__10114_599630,test,2,12,256,1,1,1.0,11
musique,2hop__10114_599630,test,2,27,32,1,1,1.0,84
musique,2hop__10114_599630,test,2,27,128,2,1,1.0,21
musique,2hop__10114_599630,test,2,27,256,1,1,1.0,11
musique,2hop__10122_18974,validation,2,0,32,1,1,1.0,99
musique,2hop__10122_18974,validation,2,0,128,2,0,0.5,25
musique,2hop__10122_18974,validation,2,0,256,1,1,1.0,13
musique,2hop__10122_18974,validation,2,12,32,1,1,1.0,99
musique,2hop__10122_18974,validation,2,12,128,1,1,1.0,25
musique,2hop__10122_18974,validation,2,12,256,1,1,1.0,13
musique,2hop__10122_18974,validation,2,27,32,,0,0.5,99
musique,2hop__10122_18974,validation,2,27,128,2,1,1.0,25
musique,2hop__10122_18974,validation,2,27,256,2,1,1.0,13
musique,2hop__103889_86452,test,2,0,32,2,1,1.0,72
musique,2hop__103889_86452,test,2,0,128,1,1,1.0,18
musique,2hop__103889_86452,test,2,0,256,1,1,1.0,9
musique,2hop__103889_86452,test,2,12,32,1,1,1.0,72
musique,2hop__103889_86452,test,2,12,128,1,1,1.0,18
musique,2hop__103889_86452,test,2,12,256,1,1,1.0,9
musique,2hop__103889_86452,test,2,27,32,1,1,1.0,72
musique,2hop__103889_86452,test,2,27,128,1,1,1.0,18
musique,2hop__103889_86452,test,2,27,256,1,1,1.0,9
musique,2hop__104095_40501,test,2,0,32,,0,0.5,88
musique,2hop__104095_40501,test,2,0,128,,0,0.5,22
musique,2hop__104095_40501,test,2,0,256,2,1,1.0,11
musique,2hop__104095_40501,test,2,12,32,1,1,1.0,88
musique,2hop__104095_40501,test,2,12,128,2,1,1.0,22
musique,2hop__104095_40501,test,2,12,256,2,1,1.0,11
musique,2hop__104095_40501,test,2,27,32,1,1,1.0,88
musique,2hop__104095_40501,test,2,27,128,1,1,1.0,22
musique,2hop__104095_40501,test,2,27,256,1,1,1.0,11
musique,2hop__104095_40502,test,2,0,32,3,1,1.0,72
musique,2hop__104095_40502,test,2,0,128,1,1,1.0,18
musique,2hop__104095_40502,test,2,0,256,1,1,1.0,9
musique,2hop__104095_40502,test,2,12,32,1,1,1.0,72
musique,2hop__104095_40502,test,2,12,128,1,1,1.0,18
musique,2hop__104095_40502,test,2,12,256,1,1,1.0,9
musique,2hop__104095_40502,test,2,27,32,1,1,1.0,72
musique,2hop__104095_40502,test,2,27,128,1,1,1.0,18
musique,2hop__104095_40502,test,2,27,256,1,1,1.0,9
musique,2hop__10515_21567,validation,2,0,32,1,1,1.0,109
musique,2hop__10515_21567,validation,2,0,128,,0,0.5,28
musique,2hop__10515_21567,validation,2,0,256,2,1,1.0,14
musique,2hop__10515_21567,validation,2,12,32,,0,0.5,109
musique,2hop__10515_21567,validation,2,12,128,4,1,1.0,28
musique,2hop__10515_21567,validation,2,12,256,2,1,1.0,14
musique,2hop__10515_21567,validation,2,27,32,2,1,1.0,109
musique,2hop__10515_21567,validation,2,27,128,1,1,1.0,28
musique,2hop__10515_21567,validation,2,27,256,1,1,1.0,14
musique,2hop__10620_49084,test,2,0,32,2,1,1.0,68
musique,2hop__10620_49084,test,2,0,128,2,1,1.0,17
musique,2hop__10620_49084,test,2,0,256,1,1,1.0,9
musique,2hop__10620_49084,test,2,12,32,2,1,1.0,68
musique,2hop__10620_49084,test,2,12,128,1,1,1.0,17
musique,2hop__10620_49084,test,2,12,256,1,1,1.0,9
musique,2hop__10620_49084,test,2,27,32,1,1,1.0,68
musique,2hop__10620_49084,test,2,27,128,1,1,1.0,17
musique,2hop__10620_49084,test,2,27,256,1,1,1.0,9
musique,2hop__10620_79092,validation,2,0,32,1,1,1.0,87
musique,2hop__10620_79092,validation,2,0,128,1,1,1.0,22
musique,2hop__10620_79092,validation,2,0,256,1,1,1.0,11
musique,2hop__10620_79092,validation,2,12,32,1,1,1.0,87
musique,2hop__10620_79092,validation,2,12,128,2,1,1.0,22
musique,2hop__10620_79092,validation,2,12,256,2,1,1.0,11
musique,2hop__10620_79092,validation,2,27,32,2,1,1.0,87
musique,2hop__10620_79092,validation,2,27,128,2,1,1.0,22
musique,2hop__10620_79092,validation,2,27,256,1,1,1.0,11
musique,2hop__106864_80460,validation,2,0,32,1,1,1.0,75
musique,2hop__106864_80460,validation,2,0,128,2,1,1.0,19
musique,2hop__106864_80460,validation,2,0,256,2,1,1.0,10
musique,2hop__106864_80460,validation,2,12,32,,0,0.5,75
musique,2hop__106864_80460,validation,2,12,128,1,1,1.0,19
musique,2hop__106864_80460,validation,2,12,256,1,1,1.0,10
musique,2hop__106864_80460,validation,2,27,32,,0,0.5,75
musique,2hop__106864_80460,validation,2,27,128,1,1,1.0,19
musique,2hop__106864_80460,validation,2,27,256,2,1,1.0,10
musique,2hop__107185_64006,validation,2,0,32,3,1,1.0,133
musique,2hop__107185_64006,validation,2,0,128,0,1,1.0,34
musique,2hop__107185_64006,validation,2,0,256,0,1,1.0,17
musique,2hop__107185_64006,validation,2,12,32,1,1,1.0,133
musique,2hop__107185_64006,validation,2,12,128,0,1,1.0,34
musique,2hop__107185_64006,validation,2,12,256,0,1,1.0,17
musique,2hop__107185_64006,validation,2,27,32,3,1,1.0,133
musique,2hop__107185_64006,validation,2,27,128,0,1,1.0,34
musique,2hop__107185_64006,validation,2,27,256,0,1,1.0,17
musique,2hop__107238_64918,test,2,0,32,,0,0.5,110
musique,2hop__107238_64918,test,2,0,128,1,1,1.0,28
musique,2hop__107238_64918,test,2,0,256,1,1,1.0,14
musique,2hop__107238_64918,test,2,12,32,,0,0.5,110
musique,2hop__107238_64918,test,2,12,128,2,1,1.0,28
musique,2hop__107238_64918,test,2,12,256,1,1,1.0,14
musique,2hop__107238_64918,test,2,27,32,1,1,1.0,110
musique,2hop__107238_64918,test,2,27,128,1,1,1.0,28
musique,2hop__107238_64918,test,2,27,256,1,1,1.0,14
musique,3hop1__102087_214799_259594,test,3,0,32,,0,0.6666666666666666,61
musique,3hop1__102087_214799_259594,test,3,0,128,1,1,1.0,16
musique,3hop1__102087_214799_259594,test,3,0,256,0,1,1.0,8
musique,3hop1__102087_214799_259594,test,3,12,32,,0,0.6666666666666666,61
musique,3hop1__102087_214799_259594,test,3,12,128,1,1,1.0,16
musique,3hop1__102087_214799_259594,test,3,12,256,0,1,1.0,8
musique,3hop1__102087_214799_259594,test,3,27,32,,0,0.6666666666666666,61
musique,3hop1__102087_214799_259594,test,3,27,128,1,1,1.0,16
musique,3hop1__102087_214799_259594,test,3,27,256,0,1,1.0,8
musique,3hop1__102461_24918_24991,validation,3,0,32,,0,0.6666666666666666,87
musique,3hop1__102461_24918_24991,validation,3,0,128,2,1,1.0,22
musique,3hop1__102461_24918_24991,validation,3,0,256,1,1,1.0,11
musique,3hop1__102461_24918_24991,validation,3,12,32,,0,0.3333333333333333,87
musique,3hop1__102461_24918_24991,validation,3,12,128,2,1,1.0,22
musique,3hop1__102461_24918_24991,validation,3,12,256,1,1,1.0,11
musique,3hop1__102461_24918_24991,validation,3,27,32,,0,0.6666666666666666,87
musique,3hop1__102461_24918_24991,validation,3,27,128,2,1,1.0,22
musique,3hop1__102461_24918_24991,validation,3,27,256,1,1,1.0,11
musique,3hop1__103180_214799_259594,validation,3,0,32,,0,0.6666666666666666,75
musique,3hop1__103180_214799_259594,validation,3,0,128,,0,0.6666666666666666,19
musique,3hop1__103180_214799_259594,validation,3,0,256,2,1,1.0,10
musique,3hop1__103180_214799_259594,validation,3,12,32,,0,0.6666666666666666,75
musique,3hop1__103180_214799_259594,validation,3,12,128,2,1,1.0,19
musique,3hop1__103180_214799_259594,validation,3,12,256,2,1,1.0,10
musique,3hop1__103180_214799_259594,validation,3,27,32,,0,0.6666666666666666,75
musique,3hop1__103180_214799_259594,validation,3,27,128,1,1,1.0,19
musique,3hop1__103180_214799_259594,validation,3,27,256,1,1,1.0,10
musique,3hop1__103197_214799_259594,test,3,0,32,,0,0.6666666666666666,62
musique,3hop1__103197_214799_259594,test,3,0,128,1,1,1.0,16
musique,3hop1__103197_214799_259594,test,3,0,256,2,1,1.0,8
musique,3hop1__103197_214799_259594,test,3,12,32,,0,0.3333333333333333,62
musique,3hop1__103197_214799_259594,test,3,12,128,2,1,1.0,16
musique,3hop1__103197_214799_259594,test,3,12,256,1,1,1.0,8
musique,3hop1__103197_214799_259594,test,3,27,32,,0,0.3333333333333333,62
musique,3hop1__103197_214799_259594,test,3,27,128,2,1,1.0,16
musique,3hop1__103197_214799_259594,test,3,27,256,1,1,1.0,8
musique,3hop1__103254_214799_259594,test,3,0,32,,0,0.6666666666666666,64
musique,3hop1__103254_214799_259594,test,3,0,128,1,1,1.0,16
musique,3hop1__103254_214799_259594,test,3,0,256,1,1,1.0,8
musique,3hop1__103254_214799_259594,test,3,12,32,,0,0.6666666666666666,64
musique,3hop1__103254_214799_259594,test,3,12,128,1,1,1.0,16
musique,3hop1__103254_214799_259594,test,3,12,256,2,1,1.0,8
musique,3hop1__103254_214799_259594,test,3,27,32,,0,0.6666666666666666,64
musique,3hop1__103254_214799_259594,test,3,27,128,1,1,1.0,16
musique,3hop1__103254_214799_259594,test,3,27,256,1,1,1.0,8
musique,3hop1__103440_443779_52195,validation,3,0,32,2,1,1.0,95
musique,3hop1__103440_443779_52195,validation,3,0,128,2,1,1.0,24
musique,3hop1__103440_443779_52195,validation,3,0,256,1,1,1.0,12
musique,3hop1__103440_443779_52195,validation,3,12,32,1,1,1.0,95
musique,3hop1__103440_443779_52195,validation,3,12,128,1,1,1.0,24
musique,3hop1__103440_443779_52195,validation,3,12,256,1,1,1.0,12
musique,3hop1__103440_443779_52195,validation,3,27,32,1,1,1.0,95
musique,3hop1__103440_443779_52195,validation,3,27,128,1,1,1.0,24
musique,3hop1__103440_443779_52195,validation,3,27,256,1,1,1.0,12
musique,3hop2__101809_30152_20999,test,3,0,32,,0,0.6666666666666666,90
musique,3hop2__101809_30152_20999,test,3,0,128,2,1,1.0,23
musique,3hop2__101809_30152_20999,test,3,0,256,1,1,1.0,12
musique,3hop2__101809_30152_20999,test,3,12,32,,0,0.6666666666666666,90
musique,3hop2__101809_30152_20999,test,3,12,128,1,1,1.0,23
musique,3hop2__101809_30152_20999,test,3,12,256,1,1,1.0,12
musique,3hop2__101809_30152_20999,test,3,27,32,,0,0.6666666666666666,90
musique,3hop2__101809_30152_20999,test,3,27,128,,0,0.6666666666666666,23
musique,3hop2__101809_30152_20999,test,3,27,256,2,1,1.0,12
musique,3hop2__101905_30152_20999,validation,3,0,32,1,1,1.0,83
musique,3hop2__101905_30152_20999,validation,3,0,128,1,1,1.0,21
musique,3hop2__101905_30152_20999,validation,3,0,256,1,1,1.0,11
musique,3hop2__101905_30152_20999,validation,3,12,32,2,1,1.0,83
musique,3hop2__101905_30152_20999,validation,3,12,128,1,1,1.0,21
musique,3hop2__101905_30152_20999,validation,3,12,256,1,1,1.0,11
musique,3hop2__101905_30152_20999,validation,3,27,32,1,1,1.0,83
musique,3hop2__101905_30152_20999,validation,3,27,128,1,1,1.0,21
musique,3hop2__101905_30152_20999,validation,3,27,256,1,1,1.0,11
musique,3hop2__103871_20335_9331,validation,3,0,32,1,1,1.0,104
musique,3hop2__103871_20335_9331,validation,3,0,128,2,1,1.0,26
musique,3hop2__103871_20335_9331,validation,3,0,256,1,1,1.0,13
musique,3hop2__103871_20335_9331,validation,3,12,32,1,1,1.0,104
musique,3hop2__103871_20335_9331,validation,3,12,128,1,1,1.0,26
musique,3hop2__103871_20335_9331,validation,3,12,256,1,1,1.0,13
musique,3hop2__103871_20335_9331,validation,3,27,32,1,1,1.0,104
musique,3hop2__103871_20335_9331,validation,3,27,128,1,1,1.0,26
musique,3hop2__103871_20335_9331,validation,3,27,256,1,1,1.0,13
musique,3hop2__103889_30152_20999,validation,3,0,32,1,1,1.0,96
musique,3hop2__103889_30152_20999,validation,3,0,128,1,1,1.0,24
musique,3hop2__103889_30152_20999,validation,3,0,256,1,1,1.0,12
musique,3hop2__103889_30152_20999,validation,3,12,32,,0,0.6666666666666666,96
musique,3hop2__103889_30152_20999,validation,3,12,128,1,1,1.0,24
