case_id,seed,k,probe_breadth,required_action_rank,hypothesis_recall,address_recall,trigger_materialized,probe_count,expansion_count,false_positive_expansions,expansion_precision,materialized_bytes,search_latency_seconds
action-quarantine,53,8,2,5,0,0,0,2,2,2,0.0,1048,0.0029114000499248505
action-quarantine,53,8,4,5,0,0,0,4,4,4,0.0,2091,0.006225100019946694
action-quarantine,53,8,8,5,1,1,1,8,8,7,0.125,4675,0.009810400195419788
action-quarantine,53,16,1,11,0,0,0,1,1,1,0.0,525,0.0024349999148398638
action-quarantine,53,16,2,11,0,0,0,2,2,2,0.0,1045,0.006513500120490789
action-quarantine,53,16,4,11,0,0,0,4,4,4,0.0,2091,0.010426899883896112
action-quarantine,53,16,16,11,1,1,1,16,16,15,0.0625,8958,0.0653419999871403
action-quarantine,71,4,1,1,1,1,1,1,1,0,1.0,1013,0.0008310000412166119
action-quarantine,71,4,2,1,1,1,1,2,2,1,0.5,1535,0.002035799901932478
action-quarantine,71,4,4,1,1,1,1,4,4,3,0.25,2579,0.002970099914819002
action-quarantine,71,8,1,2,0,0,0,1,1,1,0.0,525,0.0012320999521762133
action-quarantine,71,8,2,2,1,1,1,2,2,1,0.5,1538,0.003091600025072694
action-quarantine,71,8,4,2,1,1,1,4,4,3,0.25,2583,0.005169600015506148
action-quarantine,71,8,8,2,1,1,1,8,8,7,0.125,4675,0.012549899984151125
action-quarantine,71,16,1,14,0,0,0,1,1,1,0.0,524,0.003149600001052022
action-quarantine,71,16,2,14,0,0,0,2,2,2,0.0,1047,0.007127800025045872
action-quarantine,71,16,4,14,0,0,0,4,4,4,0.0,2092,0.011398299830034375
action-quarantine,71,16,16,14,1,1,1,16,16,15,0.0625,8958,0.052511499961838126
state-pending-deletion,11,4,1,1,1,1,1,1,1,0,1.0,1482,0.0008018000517040491
state-pending-deletion,11,4,2,1,1,1,1,2,2,1,0.5,2008,0.001778600038960576
state-pending-deletion,11,4,4,1,1,1,1,4,4,3,0.25,3063,0.0022182001266628504
state-pending-deletion,11,8,1,2,0,0,0,1,1,1,0.0,526,0.001766399946063757
state-pending-deletion,11,8,2,2,1,1,1,2,2,1,0.5,2008,0.0037978000473231077
state-pending-deletion,11,8,4,2,1,1,1,4,4,3,0.25,3065,0.005711599951609969
state-pending-deletion,11,8,8,2,1,1,1,8,8,7,0.125,5179,0.012411100091412663
state-pending-deletion,11,16,1,15,0,0,0,1,1,1,0.0,527,0.0026845999527722597
state-pending-deletion,11,16,2,15,0,0,0,2,2,2,0.0,1058,0.006633400218561292
state-pending-deletion,11,16,4,15,0,0,0,4,4,4,0.0,2111,0.00923810014501214
state-pending-deletion,11,16,16,15,1,1,1,16,16,15,0.0625,9502,0.05111230001784861
state-pending-deletion,23,4,1,4,0,0,0,1,1,1,0.0,527,0.0006874001119285822
state-pending-deletion,23,4,2,4,0,0,0,2,2,2,0.0,1053,0.001441699918359518
state-pending-deletion,23,4,4,4,1,1,1,4,4,3,0.25,3063,0.002607200061902404
state-pending-deletion,23,8,1,6,0,0,0,1,1,1,0.0,531,0.0016634000930935144
state-pending-deletion,23,8,2,6,0,0,0,2,2,2,0.0,1057,0.004857300082221627
state-pending-deletion,23,8,4,6,0,0,0,4,4,4,0.0,2112,0.005682199960574508
state-pending-deletion,23,8,8,6,1,1,1,8,8,7,0.125,5179,0.008594699902459979
state-pending-deletion,23,16,1,16,0,0,0,1,1,1,0.0,529,0.00248480006121099
state-pending-deletion,23,16,2,16,0,0,0,2,2,2,0.0,1060,0.0057691000401973724
state-pending-deletion,23,16,4,16,0,0,0,4,4,4,0.0,2112,0.01186780002899468
state-pending-deletion,23,16,16,16,1,1,1,16,16,15,0.0625,9502,0.038836400024592876
state-pending-deletion,37,4,1,4,0,0,0,1,1,1,0.0,526,0.0006744000129401684
state-pending-deletion,37,4,2,4,0,0,0,2,2,2,0.0,1053,0.0013089999556541443
state-pending-deletion,37,4,4,4,1,1,1,4,4,3,0.25,3063,0.002979600103572011
state-pending-deletion,37,8,1,3,0,0,0,1,1,1,0.0,528,0.0015058000572025776
state-pending-deletion,37,8,2,3,0,0,0,2,2,2,0.0,1054,0.0033104000613093376
state-pending-deletion,37,8,4,3,1,1,1,4,4,3,0.25,3065,0.005265000043436885
state-pending-deletion,37,8,8,3,1,1,1,8,8,7,0.125,5179,0.010880599962547421
state-pending-deletion,37,16,1,5,0,0,0,1,1,1,0.0,529,0.003230900038033724
state-pending-deletion,37,16,2,5,0,0,0,2,2,2,0.0,1056,0.006799099966883659
state-pending-deletion,37,16,4,5,0,0,0,4,4,4,0.0,2112,0.011410200037062168
state-pending-deletion,37,16,16,5,1,1,1,16,16,15,0.0625,9502,0.04821719997562468
state-pending-deletion,53,4,1,4,0,0,0,1,1,1,0.0,526,0.0006490000523626804
state-pending-deletion,53,4,2,4,0,0,0,2,2,2,0.0,1054,0.0014245000202208757
state-pending-deletion,53,4,4,4,1,1,1,4,4,3,0.25,3063,0.0026642000302672386
state-pending-deletion,53,8,1,3,0,0,0,1,1,1,0.0,526,0.0015310000162571669
state-pending-deletion,53,8,2,3,0,0,0,2,2,2,0.0,1056,0.0030785000417381525
state-pending-deletion,53,8,4,3,1,1,1,4,4,3,0.25,3069,0.004646599991247058
state-pending-deletion,53,8,8,3,1,1,1,8,8,7,0.125,5179,0.01546810008585453
state-pending-deletion,53,16,1,2,0,0,0,1,1,1,0.0,531,0.0025191998574882746
state-pending-deletion,53,16,2,2,1,1,1,2,2,1,0.5,2013,0.006631100084632635
state-pending-deletion,53,16,4,2,1,1,1,4,4,3,0.25,3064,0.012653300072997808
state-pending-deletion,53,16,16,2,1,1,1,16,16,15,0.0625,9502,0.05040310020558536
state-pending-deletion,71,4,1,4,0,0,0,1,1,1,0.0,527,0.0007801000028848648
state-pending-deletion,71,4,2,4,0,0,0,2,2,2,0.0,1055,0.001829399960115552
state-pending-deletion,71,4,4,4,1,1,1,4,4,3,0.25,3063,0.0020014001056551933
state-pending-deletion,71,8,1,4,0,0,0,1,1,1,0.0,531,0.0013407999649643898
state-pending-deletion,71,8,2,4,0,0,0,2,2,2,0.0,1061,0.0028976001776754856
state-pending-deletion,71,8,4,4,1,1,1,4,4,3,0.25,3071,0.005518699996173382
state-pending-deletion,71,8,8,4,1,1,1,8,8,7,0.125,5179,0.011225800029933453
state-pending-deletion,71,16,1,16,0,0,0,1,1,1,0.0,525,0.003254899987950921
state-pending-deletion,71,16,2,16,0,0,0,2,2,2,0.0,1054,0.005309099797159433
state-pending-deletion,71,16,4,16,0,0,0,4,4,4,0.0,2116,0.012097700033336878
state-pending-deletion,71,16,16,16,1,1,1,16,16,15,0.0625,9502,0.05453729978762567
permission-read-only,11,4,1,3,0,0,0,1,1,1,0.0,524,0.0009969000238925219
permission-read-only,11,4,2,3,0,0,0,2,2,2,0.0,1049,0.0021259000059217215
permission-read-only,11,4,4,3,1,1,1,4,4,3,0.25,2374,0.002768999896943569
permission-read-only,11,8,1,4,0,0,0,1,1,1,0.0,527,0.001720299944281578
permission-read-only,11,8,2,4,0,0,0,2,2,2,0.0,1052,0.002685900079086423
permission-read-only,11,8,4,4,1,1,1,4,4,3,0.25,2380,0.006622700020670891
permission-read-only,11,8,8,4,1,1,1,8,8,7,0.125,4482,0.015256799990311265
permission-read-only,11,16,1,2,0,0,0,1,1,1,0.0,525,0.004088500048965216
permission-read-only,11,16,2,2,1,1,1,2,2,1,0.5,1324,0.007623399840667844
permission-read-only,11,16,4,2,1,1,1,4,4,3,0.25,2375,0.014632700011134148
permission-read-only,11,16,16,2,1,1,1,16,16,15,0.0625,8789,0.040101399878039956
permission-read-only,23,4,1,3,0,0,0,1,1,1,0.0,525,0.0007962000090628862
permission-read-only,23,4,2,3,0,0,0,2,2,2,0.0,1049,0.001568299951031804
permission-read-only,23,4,4,3,1,1,1,4,4,3,0.25,2374,0.0026682999450713396
permission-read-only,23,8,1,3,0,0,0,1,1,1,0.0,527,0.0016260999254882336
permission-read-only,23,8,2,3,0,0,0,2,2,2,0.0,1051,0.0026406999677419662
permission-read-only,23,8,4,3,1,1,1,4,4,3,0.25,2375,0.003913900116458535
permission-read-only,23,8,8,3,1,1,1,8,8,7,0.125,4482,0.011699199909344316
permission-read-only,23,16,1,12,0,0,0,1,1,1,0.0,524,0.0021597000304609537
permission-read-only,23,16,2,12,0,0,0,2,2,2,0.0,1051,0.006012600148096681
permission-read-only,23,16,4,12,0,0,0,4,4,4,0.0,2103,0.012584999902173877
permission-read-only,23,16,16,12,1,1,1,16,16,15,0.0625,8789,0.05143720004707575
permission-read-only,37,4,1,3,0,0,0,1,1,1,0.0,525,0.000704500125721097
permission-read-only,37,4,2,3,0,0,0,2,2,2,0.0,1049,0.001358299981802702
permission-read-only,37,4,4,3,1,1,1,4,4,3,0.25,2374,0.003289500018581748
permission-read-only,37,8,1,4,0,0,0,1,1,1,0.0,524,0.0016550999134778976
permission-read-only,37,8,2,4,0,0,0,2,2,2,0.0,1052,0.002557000145316124
permission-read-only,37,8,4,4,1,1,1,4,4,3,0.25,2377,0.006646899972110987
permission-read-only,37,8,8,4,1,1,1,8,8,7,0.125,4482,0.011398000176995993
permission-read-only,37,16,1,13,0,0,0,1,1,1,0.0,525,0.0029877000488340855
permission-read-only,37,16,2,13,0,0,0,2,2,2,0.0,1047,0.006061399821192026
permission-read-only,37,16,4,13,0,0,0,4,4,4,0.0,2105,0.010169800138100982
permission-read-only,37,16,16,13,1,1,1,16,16,15,0.0625,8789,0.04165400005877018
permission-read-only,53,4,1,2,0,0,0,1,1,1,0.0,526,0.0007615999784320593
permission-read-only,53,4,2,2,1,1,1,2,2,1,0.5,1325,0.002043199958279729
permission-read-only,53,4,4,2,1,1,1,4,4,3,0.25,2374,0.003020999953150749
permission-read-only,53,8,1,5,0,0,0,1,1,1,0.0,524,0.0021510999649763107
permission-read-only,53,8,2,5,0,0,0,2,2,2,0.0,1053,0.0029474999755620956
permission-read-only,53,8,4,5,0,0,0,4,4,4,0.0,2106,0.0042119999416172504
permission-read-only,53,8,8,5,1,1,1,8,8,7,0.125,4482,0.00835309992544353
permission-read-only,53,16,1,5,0,0,0,1,1,1,0.0,527,0.0026513999328017235
permission-read-only,53,16,2,5,0,0,0,2,2,2,0.0,1049,0.008863799972459674
permission-read-only,53,16,4,5,0,0,0,4,4,4,0.0,2103,0.010930199874565005
permission-read-only,53,16,16,5,1,1,1,16,16,15,0.0625,8789,0.045876999851316214
permission-read-only,71,4,1,3,0,0,0,1,1,1,0.0,524,0.00073640001937747
permission-read-only,71,4,2,3,0,0,0,2,2,2,0.0,1049,0.001581300050020218
permission-read-only,71,4,4,3,1,1,1,4,4,3,0.25,2374,0.0031259998213499784
permission-read-only,71,8,1,2,0,0,0,1,1,1,0.0,524,0.001583100063726306
permission-read-only,71,8,2,2,1,1,1,2,2,1,0.5,1323,0.004238799912855029
permission-read-only,71,8,4,2,1,1,1,4,4,3,0.25,2372,0.006582899950444698
permission-read-only,71,8,8,2,1,1,1,8,8,7,0.125,4482,0.01321330014616251
permission-read-only,71,16,1,16,0,0,0,1,1,1,0.0,525,0.002596900099888444
permission-read-only,71,16,2,16,0,0,0,2,2,2,0.0,1054,0.005079899914562702
permission-read-only,71,16,4,16,0,0,0,4,4,4,0.0,2102,0.010650400072336197
permission-read-only,71,16,16,16,1,1,1,16,16,15,0.0625,8789,0.04248230019584298
dependency-libcrypto,11,4,1,2,0,0,0,1,1,1,0.0,524,0.0008467000443488359
dependency-libcrypto,11,4,2,2,1,1,1,2,2,1,0.5,1274,0.0018881000578403473
dependency-libcrypto,11,4,4,2,1,1,1,4,4,3,0.25,2325,0.0030976999551057816
dependency-libcrypto,11,8,1,8,0,0,0,1,1,1,0.0,524,0.0020401999354362488
dependency-libcrypto,11,8,2,8,0,0,0,2,2,2,0.0,1053,0.00290570012293756
dependency-libcrypto,11,8,4,8,0,0,0,4,4,4,0.0,2105,0.0066905999556183815
dependency-libcrypto,11,8,8,8,1,1,1,8,8,7,0.125,4433,0.010709099937230349
dependency-libcrypto,11,16,1,3,0,0,0,1,1,1,0.0,529,0.003086599987000227
dependency-libcrypto,11,16,2,3,0,0,0,2,2,2,0.0,1053,0.006581299938261509
dependency-libcrypto,11,16,4,3,1,1,1,4,4,3,0.25,2332,0.011566600063815713
dependency-libcrypto,11,16,16,3,1,1,1,16,16,15,0.0625,8740,0.04944700002670288
dependency-libcrypto,23,4,1,1,1,1,1,1,1,0,1.0,750,0.0008526998572051525
dependency-libcrypto,23,4,2,1,1,1,1,2,2,1,0.5,1276,0.0015332999173551798
dependency-libcrypto,23,4,4,1,1,1,1,4,4,3,0.25,2325,0.005511200055480003
dependency-libcrypto,23,8,1,7,0,0,0,1,1,1,0.0,524,0.001591299893334508
dependency-libcrypto,23,8,2,7,0,0,0,2,2,2,0.0,1049,0.00399450003169477
dependency-libcrypto,23,8,4,7,0,0,0,4,4,4,0.0,2102,0.005361500196158886
dependency-libcrypto,23,8,8,7,1,1,1,8,8,7,0.125,4433,0.011571499984711409
dependency-libcrypto,23,16,1,14,0,0,0,1,1,1,0.0,527,0.0027668001130223274
dependency-libcrypto,23,16,2,14,0,0,0,2,2,2,0.0,1054,0.00450089992955327
dependency-libcrypto,23,16,4,14,0,0,0,4,4,4,0.0,2103,0.011491900077089667
dependency-libcrypto,23,16,16,14,1,1,1,16,16,15,0.0625,8740,0.0533056000713259
dependency-libcrypto,37,4,1,1,1,1,1,1,1,0,1.0,750,0.0006941999308764935
dependency-libcrypto,37,4,2,1,1,1,1,2,2,1,0.5,1275,0.0018352000042796135
dependency-libcrypto,37,4,4,1,1,1,1,4,4,3,0.25,2325,0.004537600092589855
dependency-libcrypto,37,8,1,5,0,0,0,1,1,1,0.0,526,0.0014581999275833368
dependency-libcrypto,37,8,2,5,0,0,0,2,2,2,0.0,1050,0.0033418999519199133
dependency-libcrypto,37,8,4,5,0,0,0,4,4,4,0.0,2107,0.005156999919563532
dependency-libcrypto,37,8,8,5,1,1,1,8,8,7,0.125,4433,0.013435399858281016
dependency-libcrypto,37,16,1,4,0,0,0,1,1,1,0.0,527,0.002718999981880188
dependency-libcrypto,37,16,2,4,0,0,0,2,2,2,0.0,1055,0.005882299970835447
dependency-libcrypto,37,16,4,4,1,1,1,4,4,3,0.25,2331,0.01327080000191927
dependency-libcrypto,37,16,16,4,1,1,1,16,16,15,0.0625,8740,0.052802300080657005
dependency-libcrypto,53,4,1,1,1,1,1,1,1,0,1.0,750,0.0007015001028776169
dependency-libcrypto,53,4,2,1,1,1,1,2,2,1,0.5,1275,0.0016983000095933676
dependency-libcrypto,53,4,4,1,1,1,1,4,4,3,0.25,2325,0.004083200125023723
dependency-libcrypto,53,8,1,1,1,1,1,1,1,0,1.0,750,0.001508199842646718
dependency-libcrypto,53,8,2,1,1,1,1,2,2,1,0.5,1275,0.0032486000563949347
dependency-libcrypto,53,8,4,1,1,1,1,4,4,3,0.25,2326,0.006041999906301498
dependency-libcrypto,53,8,8,1,1,1,1,8,8,7,0.125,4433,0.008860299829393625
dependency-libcrypto,53,16,1,2,0,0,0,1,1,1,0.0,528,0.0020729999523609877
dependency-libcrypto,53,16,2,2,1,1,1,2,2,1,0.5,1278,0.005957799963653088
dependency-libcrypto,53,16,4,2,1,1,1,4,4,3,0.25,2329,0.011754600098356605
dependency-libcrypto,53,16,16,2,1,1,1,16,16,15,0.0625,8740,0.04378200019709766
dependency-libcrypto,71,4,1,4,0,0,0,1,1,1,0.0,524,0.0009737999644130468
dependency-libcrypto,71,4,2,4,0,0,0,2,2,2,0.0,1049,0.002904200227931142
dependency-libcrypto,71,4,4,4,1,1,1,4,4,3,0.25,2325,0.0036455001682043076
dependency-libcrypto,71,8,1,4,0,0,0,1,1,1,0.0,526,0.001413100166246295
dependency-libcrypto,71,8,2,4,0,0,0,2,2,2,0.0,1053,0.0026045998092740774
dependency-libcrypto,71,8,4,4,1,1,1,4,4,3,0.25,2331,0.0060050999745726585
dependency-libcrypto,71,8,8,4,1,1,1,8,8,7,0.125,4433,0.012233200017362833
dependency-libcrypto,71,16,1,4,0,0,0,1,1,1,0.0,529,0.0034930999390780926
dependency-libcrypto,71,16,2,4,0,0,0,2,2,2,0.0,1057,0.006799400085583329
dependency-libcrypto,71,16,4,4,1,1,1,4,4,3,0.25,2334,0.011627799831330776
dependency-libcrypto,71,16,16,4,1,1,1,16,16,15,0.0625,8740,0.044468099949881434
error-e7312,11,4,1,3,0,0,0,1,1,1,0.0,517,0.0006621999200433493
error-e7312,11,4,2,3,0,0,0,2,2,2,0.0,1033,0.0016267001628875732
error-e7312,11,4,4,3,1,1,1,4,4,3,0.25,2545,0.005283300066366792
error-e7312,11,8,1,6,0,0,0,1,1,1,0.0,515,0.0015989001840353012
error-e7312,11,8,2,6,0,0,0,2,2,2,0.0,1033,0.0028029999230057
error-e7312,11,8,4,6,0,0,0,4,4,4,0.0,2069,0.005744500085711479
error-e7312,11,8,8,6,1,1,1,8,8,7,0.125,4617,0.011638200143352151
error-e7312,11,16,1,2,0,0,0,1,1,1,0.0,519,0.0025989001151174307
error-e7312,11,16,2,2,1,1,1,2,2,1,0.5,1516,0.003540300065651536
error-e7312,11,16,4,2,1,1,1,4,4,3,0.25,2551,0.00932079995982349
error-e7312,11,16,16,2,1,1,1,16,16,15,0.0625,8852,0.05083379987627268
error-e7312,23,4,1,3,0,0,0,1,1,1,0.0,517,0.0008309998083859682
error-e7312,23,4,2,3,0,0,0,2,2,2,0.0,1033,0.001694799866527319
error-e7312,23,4,4,3,1,1,1,4,4,3,0.25,2545,0.0027161999605596066
error-e7312,23,8,1,5,0,0,0,1,1,1,0.0,520,0.002088399836793542
error-e7312,23,8,2,5,0,0,0,2,2,2,0.0,1035,0.0020257001742720604
error-e7312,23,8,4,5,0,0,0,4,4,4,0.0,2072,0.0065679000690579414
error-e7312,23,8,8,5,1,1,1,8,8,7,0.125,4617,0.013961799908429384
error-e7312,23,16,1,12,0,0,0,1,1,1,0.0,513,0.0028647000435739756
error-e7312,23,16,2,12,0,0,0,2,2,2,0.0,1031,0.006353899836540222
error-e7312,23,16,4,12,0,0,0,4,4,4,0.0,2064,0.011228699935600162
error-e7312,23,16,16,12,1,1,1,16,16,15,0.0625,8852,0.050926399882882833
error-e7312,37,4,1,4,0,0,0,1,1,1,0.0,517,0.0013417999725788832
error-e7312,37,4,2,4,0,0,0,2,2,2,0.0,1033,0.0014260001480579376
error-e7312,37,4,4,4,1,1,1,4,4,3,0.25,2545,0.0034107998944818974
error-e7312,37,8,1,7,0,0,0,1,1,1,0.0,516,0.0022227999288588762
error-e7312,37,8,2,7,0,0,0,2,2,2,0.0,1031,0.004694500006735325
error-e7312,37,8,4,7,0,0,0,4,4,4,0.0,2068,0.0049662000965327024
error-e7312,37,8,8,7,1,1,1,8,8,7,0.125,4617,0.012554700020700693
error-e7312,37,16,1,10,0,0,0,1,1,1,0.0,519,0.0024117999710142612
error-e7312,37,16,2,10,0,0,0,2,2,2,0.0,1037,0.0067369998432695866
error-e7312,37,16,4,10,0,0,0,4,4,4,0.0,2073,0.010728100081905723
error-e7312,37,16,16,10,1,1,1,16,16,15,0.0625,8852,0.0553760000038892
error-e7312,53,4,1,4,0,0,0,1,1,1,0.0,515,0.0008119000121951103
error-e7312,53,4,2,4,0,0,0,2,2,2,0.0,1031,0.0015893999952822924
error-e7312,53,4,4,4,1,1,1,4,4,3,0.25,2545,0.0032510999590158463
error-e7312,53,8,1,4,0,0,0,1,1,1,0.0,520,0.0013922997750341892
error-e7312,53,8,2,4,0,0,0,2,2,2,0.0,1038,0.00218990002758801
error-e7312,53,8,4,4,1,1,1,4,4,3,0.25,2552,0.0053235001396387815
error-e7312,53,8,8,4,1,1,1,8,8,7,0.125,4617,0.01224979991093278
error-e7312,53,16,1,11,0,0,0,1,1,1,0.0,515,0.0030454997904598713
error-e7312,53,16,2,11,0,0,0,2,2,2,0.0,1031,0.005827399902045727
error-e7312,53,16,4,11,0,0,0,4,4,4,0.0,2062,0.010759199969470501
error-e7312,53,16,16,11,1,1,1,16,16,15,0.0625,8852,0.04280990012921393
error-e7312,71,4,1,2,0,0,0,1,1,1,0.0,517,0.0014648998621851206
error-e7312,71,4,2,2,1,1,1,2,2,1,0.5,1514,0.0020399000495672226
error-e7312,71,4,4,2,1,1,1,4,4,3,0.25,2545,0.003203700063750148
error-e7312,71,8,1,3,0,0,0,1,1,1,0.0,520,0.0015690000727772713
error-e7312,71,8,2,3,0,0,0,2,2,2,0.0,1036,0.002853799844160676
error-e7312,71,8,4,3,1,1,1,4,4,3,0.25,2548,0.007119299843907356
error-e7312,71,8,8,3,1,1,1,8,8,7,0.125,4617,0.009594699833542109
error-e7312,71,16,1,5,0,0,0,1,1,1,0.0,517,0.00345660001039505
error-e7312,71,16,2,5,0,0,0,2,2,2,0.0,1035,0.005930399987846613
error-e7312,71,16,4,5,0,0,0,4,4,4,0.0,2073,0.012480200035497546
error-e7312,71,16,16,5,1,1,1,16,16,15,0.0625,8852,0.043343199882656336
backend-glacier,11,4,1,4,0,0,0,1,1,1,0.0,520,0.002467700047418475
backend-glacier,11,4,2,4,0,0,0,2,2,2,0.0,1041,0.001936499960720539
backend-glacier,11,4,4,4,1,1,1,4,4,3,0.25,2349,0.0029692999087274075
backend-glacier,11,8,1,1,1,1,1,1,1,0,1.0,789,0.0014216999989002943
backend-glacier,11,8,2,1,1,1,1,2,2,1,0.5,1308,0.0029077997896820307
backend-glacier,11,8,4,1,1,1,1,4,4,3,0.25,2353,0.004980099853128195
backend-glacier,11,8,8,1,1,1,1,8,8,7,0.125,4437,0.013858600053936243
backend-glacier,11,16,1,8,0,0,0,1,1,1,0.0,518,0.002855400089174509
backend-glacier,11,16,2,8,0,0,0,2,2,2,0.0,1038,0.004935899982228875
backend-glacier,11,16,4,8,0,0,0,4,4,4,0.0,2081,0.013189000077545643
backend-glacier,11,16,16,8,1,1,1,16,16,15,0.0625,8704,0.04411849984899163
backend-glacier,23,4,1,2,0,0,0,1,1,1,0.0,520,0.0008757000323385
backend-glacier,23,4,2,2,1,1,1,2,2,1,0.5,1309,0.0013258999679237604
backend-glacier,23,4,4,2,1,1,1,4,4,3,0.25,2349,0.002644499996677041
backend-glacier,23,8,1,1,1,1,1,1,1,0,1.0,789,0.0012536998838186264
backend-glacier,23,8,2,1,1,1,1,2,2,1,0.5,1312,0.003146599978208542
backend-glacier,23,8,4,1,1,1,1,4,4,3,0.25,2353,0.007170099997892976
backend-glacier,23,8,8,1,1,1,1,8,8,7,0.125,4437,0.010299099842086434
backend-glacier,23,16,1,2,0,0,0,1,1,1,0.0,517,0.0026340000331401825
backend-glacier,23,16,2,2,1,1,1,2,2,1,0.5,1306,0.006368400063365698
backend-glacier,23,16,4,2,1,1,1,4,4,3,0.25,2346,0.011987400008365512
backend-glacier,23,16,16,2,1,1,1,16,16,15,0.0625,8704,0.04828569991514087
backend-glacier,37,4,1,2,0,0,0,1,1,1,0.0,520,0.000712099950760603
backend-glacier,37,4,2,2,1,1,1,2,2,1,0.5,1309,0.0013660998083651066
backend-glacier,37,4,4,2,1,1,1,4,4,3,0.25,2349,0.002912200056016445
backend-glacier,37,8,1,1,1,1,1,1,1,0,1.0,789,0.001392400125041604
backend-glacier,37,8,2,1,1,1,1,2,2,1,0.5,1308,0.003361200215294957
backend-glacier,37,8,4,1,1,1,1,4,4,3,0.25,2353,0.005529999965801835
backend-glacier,37,8,8,1,1,1,1,8,8,7,0.125,4437,0.014265500009059906
backend-glacier,37,16,1,6,0,0,0,1,1,1,0.0,517,0.0027600999455899
backend-glacier,37,16,2,6,0,0,0,2,2,2,0.0,1036,0.0038429999258369207
backend-glacier,37,16,4,6,0,0,0,4,4,4,0.0,2080,0.011306399945169687
backend-glacier,37,16,16,6,1,1,1,16,16,15,0.0625,8704,0.04736690013669431
backend-glacier,53,4,1,4,0,0,0,1,1,1,0.0,520,0.0007995001506060362
backend-glacier,53,4,2,4,0,0,0,2,2,2,0.0,1039,0.0015694000758230686
backend-glacier,53,4,4,4,1,1,1,4,4,3,0.25,2349,0.0033027001190930605
backend-glacier,53,8,1,8,0,0,0,1,1,1,0.0,523,0.001265800092369318
backend-glacier,53,8,2,8,0,0,0,2,2,2,0.0,1043,0.0031897001899778843
backend-glacier,53,8,4,8,0,0,0,4,4,4,0.0,2086,0.0071350999642163515
backend-glacier,53,8,8,8,1,1,1,8,8,7,0.125,4437,0.011388899991288781
backend-glacier,53,16,1,12,0,0,0,1,1,1,0.0,521,0.0031927998643368483
backend-glacier,53,16,2,12,0,0,0,2,2,2,0.0,1038,0.005722899921238422
backend-glacier,53,16,4,12,0,0,0,4,4,4,0.0,2082,0.009158599888905883
backend-glacier,53,16,16,12,1,1,1,16,16,15,0.0625,8704,0.050976499915122986
backend-glacier,71,4,1,4,0,0,0,1,1,1,0.0,519,0.0006631999276578426
backend-glacier,71,4,2,4,0,0,0,2,2,2,0.0,1040,0.0013373999390751123
backend-glacier,71,4,4,4,1,1,1,4,4,3,0.25,2349,0.004021700005978346
backend-glacier,71,8,1,1,1,1,1,1,1,0,1.0,789,0.0018845000304281712
backend-glacier,71,8,2,1,1,1,1,2,2,1,0.5,1311,0.0033750999718904495
backend-glacier,71,8,4,1,1,1,1,4,4,3,0.25,2358,0.006335600046440959
backend-glacier,71,8,8,1,1,1,1,8,8,7,0.125,4437,0.01268710009753704
backend-glacier,71,16,1,4,0,0,0,1,1,1,0.0,517,0.0025231000036001205
backend-glacier,71,16,2,4,0,0,0,2,2,2,0.0,1039,0.00520500005222857
backend-glacier,71,16,4,4,1,1,1,4,4,3,0.25,2352,0.012437500059604645
backend-glacier,71,16,16,4,1,1,1,16,16,15,0.0625,8704,0.0466070999391377
schema-decimal-string,11,4,1,4,0,0,0,1,1,1,0.0,526,0.0006844000890851021
schema-decimal-string,11,4,2,4,0,0,0,2,2,2,0.0,1051,0.0013129001017659903
schema-decimal-string,11,4,4,4,1,1,1,4,4,3,0.25,3033,0.0021925000473856926
schema-decimal-string,11,8,1,5,0,0,0,1,1,1,0.0,528,0.0014784999657422304
schema-decimal-string,11,8,2,5,0,0,0,2,2,2,0.0,1053,0.0037559999618679285
schema-decimal-string,11,8,4,5,0,0,0,4,4,4,0.0,2109,0.010973199969157577
schema-decimal-string,11,8,8,5,1,1,1,8,8,7,0.125,5145,0.011629600077867508
schema-decimal-string,11,16,1,12,0,0,0,1,1,1,0.0,528,0.0025835998822003603
schema-decimal-string,11,16,2,12,0,0,0,2,2,2,0.0,1054,0.003752900054678321
schema-decimal-string,11,16,4,12,0,0,0,4,4,4,0.0,2112,0.01229440001770854
schema-decimal-string,11,16,16,12,1,1,1,16,16,15,0.0625,9460,0.04432759992778301
schema-decimal-string,23,4,1,4,0,0,0,1,1,1,0.0,527,0.0008042000699788332
schema-decimal-string,23,4,2,4,0,0,0,2,2,2,0.0,1052,0.001711399992927909
schema-decimal-string,23,4,4,4,1,1,1,4,4,3,0.25,3033,0.0017196000553667545
schema-decimal-string,23,8,1,5,0,0,0,1,1,1,0.0,525,0.0020149999763816595
schema-decimal-string,23,8,2,5,0,0,0,2,2,2,0.0,1052,0.002944100182503462
schema-decimal-string,23,8,4,5,0,0,0,4,4,4,0.0,2108,0.005492199910804629
schema-decimal-string,23,8,8,5,1,1,1,8,8,7,0.125,5145,0.011439699912443757
schema-decimal-string,23,16,1,4,0,0,0,1,1,1,0.0,525,0.002984799910336733
schema-decimal-string,23,16,2,4,0,0,0,2,2,2,0.0,1052,0.005915400106459856
schema-decimal-string,23,16,4,4,1,1,1,4,4,3,0.25,3030,0.011803800007328391
schema-decimal-string,23,16,16,4,1,1,1,16,16,15,0.0625,9460,0.046705099986866117
