active_native_kv_tokens,automatic_recovery_success,case_id,cheap_index_bytes,compact_only_success,compression_ratio,condition,dataset,final_success,native_index_bytes,original_tokens,recovery_mode,selected_region_tokens,visible_tokens
0,1,msmarco_1,0,1,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,1,0,833,official_visible_or_retrieve,0,833
0,1,msmarco_1,0,1,1.0,FULL_BACKING,msmarco,1,0,555,full_backing,555,555
0,0,msmarco_2,20740,0,0.4534412955465587,PRA_CURRENT_COMPACTOR,msmarco,0,0,494,unrecovered,0,224
0,0,msmarco_2,20740,0,0.09919028340080972,PRA_TYPE_AWARE,msmarco,0,0,494,unrecovered,0,49
0,0,msmarco_2,20740,0,0.09919028340080972,PRA_TYPE_AWARE_BM25,msmarco,0,0,494,unrecovered,209,49
0,0,msmarco_2,20740,0,0.09919028340080972,PRA_TYPE_AWARE_BM25_EMBED,msmarco,0,0,494,unrecovered,209,49
128,0,msmarco_2,20740,0,0.09919028340080972,PRA_FULL_HYBRID_ENVELOPE,msmarco,0,not_reported_by_frozen_run,494,availability_envelope_not_shared_fusion,128,49
0,0,msmarco_2,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,0,0,808,official_visible_or_retrieve,0,808
0,0,msmarco_2,0,0,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,0,0,808,official_visible_or_retrieve,0,808
0,0,msmarco_2,0,0,1.0,FULL_BACKING,msmarco,0,0,494,full_backing,494,494
0,0,msmarco_3,21481,0,0.41130604288499023,PRA_CURRENT_COMPACTOR,msmarco,0,0,513,unrecovered,0,211
0,0,msmarco_3,21481,0,0.11695906432748537,PRA_TYPE_AWARE,msmarco,0,0,513,unrecovered,0,60
0,0,msmarco_3,21481,0,0.11695906432748537,PRA_TYPE_AWARE_BM25,msmarco,0,0,513,unrecovered,239,60
0,0,msmarco_3,21481,0,0.11695906432748537,PRA_TYPE_AWARE_BM25_EMBED,msmarco,0,0,513,unrecovered,233,60
128,0,msmarco_3,21481,0,0.11695906432748537,PRA_FULL_HYBRID_ENVELOPE,msmarco,0,not_reported_by_frozen_run,513,availability_envelope_not_shared_fusion,128,60
0,0,msmarco_3,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,0,0,817,official_visible_or_retrieve,0,817
0,0,msmarco_3,0,0,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,0,0,817,official_visible_or_retrieve,0,817
0,0,msmarco_3,0,0,1.0,FULL_BACKING,msmarco,0,0,513,full_backing,513,513
0,0,msmarco_4,23878,0,0.4837758112094395,PRA_CURRENT_COMPACTOR,msmarco,0,0,678,unrecovered,0,328
0,0,msmarco_4,23878,0,0.014749262536873156,PRA_TYPE_AWARE,msmarco,0,0,678,unrecovered,0,10
0,0,msmarco_4,23878,0,0.014749262536873156,PRA_TYPE_AWARE_BM25,msmarco,0,0,678,unrecovered,309,10
0,0,msmarco_4,23878,0,0.014749262536873156,PRA_TYPE_AWARE_BM25_EMBED,msmarco,0,0,678,unrecovered,310,10
120,0,msmarco_4,23878,0,0.014749262536873156,PRA_FULL_HYBRID_ENVELOPE,msmarco,0,not_reported_by_frozen_run,678,availability_envelope_not_shared_fusion,120,10
0,0,msmarco_4,0,0,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,0,0,913,official_visible_or_retrieve,0,913
0,0,msmarco_4,0,0,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,0,0,913,official_visible_or_retrieve,0,913
0,0,msmarco_4,0,0,1.0,FULL_BACKING,msmarco,0,0,678,full_backing,678,678
0,1,msmarco_5,21499,1,0.4573170731707317,PRA_CURRENT_COMPACTOR,msmarco,1,0,492,none,0,225
0,0,msmarco_5,21499,0,0.1951219512195122,PRA_TYPE_AWARE,msmarco,0,0,492,unrecovered,0,96
206,1,msmarco_5,21499,0,0.1951219512195122,PRA_TYPE_AWARE_BM25,msmarco,1,0,492,automatic_local,206,96
239,1,msmarco_5,21499,0,0.1951219512195122,PRA_TYPE_AWARE_BM25_EMBED,msmarco,1,0,492,automatic_local,239,96
112,1,msmarco_5,21499,0,0.1951219512195122,PRA_FULL_HYBRID_ENVELOPE,msmarco,1,not_reported_by_frozen_run,492,availability_envelope_not_shared_fusion,112,96
0,1,msmarco_5,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,1,0,776,official_visible_or_retrieve,0,776
0,1,msmarco_5,0,1,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,1,0,776,official_visible_or_retrieve,0,776
0,1,msmarco_5,0,1,1.0,FULL_BACKING,msmarco,1,0,492,full_backing,492,492
0,1,msmarco_6,21593,1,0.4868651488616462,PRA_CURRENT_COMPACTOR,msmarco,1,0,571,none,0,278
0,0,msmarco_6,21593,0,0.1138353765323993,PRA_TYPE_AWARE,msmarco,0,0,571,unrecovered,0,65
0,0,msmarco_6,21593,0,0.1138353765323993,PRA_TYPE_AWARE_BM25,msmarco,0,0,571,unrecovered,206,65
275,1,msmarco_6,21593,0,0.1138353765323993,PRA_TYPE_AWARE_BM25_EMBED,msmarco,1,0,571,automatic_local,275,65
128,1,msmarco_6,21593,0,0.1138353765323993,PRA_FULL_HYBRID_ENVELOPE,msmarco,1,not_reported_by_frozen_run,571,availability_envelope_not_shared_fusion,128,65
0,1,msmarco_6,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,1,0,844,official_visible_or_retrieve,0,844
0,1,msmarco_6,0,1,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,1,0,844,official_visible_or_retrieve,0,844
0,1,msmarco_6,0,1,1.0,FULL_BACKING,msmarco,1,0,571,full_backing,571,571
0,0,msmarco_7,22163,0,0.43,PRA_CURRENT_COMPACTOR,msmarco,0,0,600,unrecovered,0,258
0,0,msmarco_7,22163,0,0.11666666666666667,PRA_TYPE_AWARE,msmarco,0,0,600,unrecovered,0,70
241,1,msmarco_7,22163,0,0.11666666666666667,PRA_TYPE_AWARE_BM25,msmarco,1,0,600,automatic_local,241,70
241,1,msmarco_7,22163,0,0.11666666666666667,PRA_TYPE_AWARE_BM25_EMBED,msmarco,1,0,600,automatic_local,241,70
120,1,msmarco_7,22163,0,0.11666666666666667,PRA_FULL_HYBRID_ENVELOPE,msmarco,1,not_reported_by_frozen_run,600,availability_envelope_not_shared_fusion,120,70
0,1,msmarco_7,0,1,1.0,HEADROOM_OFFICIAL_DEFAULT,msmarco,1,0,839,official_visible_or_retrieve,0,839
0,1,msmarco_7,0,1,1.0,HEADROOM_OFFICIAL_TUNED,msmarco,1,0,839,official_visible_or_retrieve,0,839
0,1,msmarco_7,0,1,1.0,FULL_BACKING,msmarco,1,0,600,full_backing,600,600
