window,seed,example_id,policy,evidence_condition,best_immediate_margin_gain,final_margin_gain,positive_immediate_gain,erased_by_final_layer,retained_fraction
w16,29,chain-100004-d1,iterative_matched,shuffle,3.795022487640381,3.772814989089966,1,0,0.9941482564009197
w16,29,chain-204733-d3,iterative_matched,shuffle,2.031268358230591,2.1839241981506348,1,0,1.0751529650434866
w16,29,chain-309462-d4,iterative_matched,shuffle,2.185624599456787,2.1600751876831055,1,0,0.9883102469746947
w16,29,chain-414191-d2,iterative_matched,shuffle,1.3715519905090332,1.070650577545166,1,0,0.7806124630738995
w16,29,chain-518920-d1,iterative_matched,shuffle,1.63493013381958,1.7105450630187988,1,0,1.046249639440289
w16,29,chain-623649-d1,iterative_matched,shuffle,4.271116256713867,4.357203006744385,1,0,1.02015556235333
w16,29,chain-728378-d2,iterative_matched,shuffle,-0.2580604553222656,-3.542971611022949,0,0,0.0
w16,29,chain-833107-d1,iterative_matched,shuffle,0.41493773460388184,0.16070175170898438,1,0,0.3872912447030094
w16,29,chain-937836-d1,iterative_matched,shuffle,2.8392162322998047,3.256469249725342,1,0,1.146960633951982
w16,29,chain-1042565-d1,iterative_matched,shuffle,0.4020977020263672,-1.351560354232788,1,1,-3.361273509949482
w16,29,chain-1147294-d2,iterative_matched,shuffle,1.68271803855896,2.0026283264160156,1,0,1.190115206782367
