complete_path_recovery,condition,correct,depth,examples,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,reference_recall,replay_count,seed,selected_reference_count,window
0.0,late_only,0.25,3,4,0.0,0.023715274961432442,20.0,selected_chunks,20.0,0.7407407407407407,0.887719988822937,0.0,0.0,0.9903010986178835,0.0,0.25,0.0,53,4.0,w128
0.0,late_only,0.0,4,3,0.0,0.021648266701959074,20.0,selected_chunks,20.0,0.7142857142857143,0.6118721961975098,0.0,0.0,0.9095806804977543,0.0,0.25,0.0,53,4.0,w128
0.0,late_only,0.1111111111111111,8,9,0.1111111111111111,0.024082633330383234,20.0,selected_chunks,20.0,0.625,0.6139297154214647,0.0,0.0,0.9031413848365722,0.0,0.20833333333333334,0.0,53,4.0,w128
0.0,local_sa_full_context,0.14285714285714285,1,7,0.0,0.014404414304798203,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_full_context,0.3333333333333333,2,9,0.0,0.013539555560176572,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_full_context,0.5,3,4,0.0,0.012519150011939928,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_full_context,0.3333333333333333,4,3,0.0,0.014039899959849814,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_full_context,0.4444444444444444,8,9,0.0,0.014285622216347191,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_query_only,0.0,1,7,0.0,0.013350314294387187,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
0.0,local_sa_query_only,0.3333333333333333,2,9,0.0,0.012722488893713389,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,w128
