window,seed,example_id,depth,policy,evidence_condition,stage_type,layer,margin_delta_vs_no_memory,probability_delta_vs_no_memory
w16,53,chain-414191-d2,2,one_shot,oracle,after_layer,1,-0.21472501754760742,-0.05904129147529602
w16,53,chain-414191-d2,2,one_shot,oracle,after_layer,2,-0.2260730266571045,-0.04047873616218567
w16,53,chain-414191-d2,2,one_shot,oracle,after_layer,3,-0.11912941932678223,-0.027979671955108643
w16,53,chain-414191-d2,2,one_shot,oracle,after_layer,4,-0.15245652198791504,-0.03983643651008606
w16,53,chain-414191-d2,2,one_shot,oracle,after_layer,5,0.0009479522705078125,-0.03643113374710083
w16,53,chain-518920-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-518920-d1,1,one_shot,oracle,after_pra,0,2.031561017036438,0.39434852451086044
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,0,2.2219585180282593,0.4361971244215965
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,1,3.4873037338256836,0.36039639823138714
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,2,2.7547919750213623,0.33947524055838585
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,3,2.7928247451782227,0.3048404958099127
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,4,2.9652040004730225,0.18655747547745705
w16,53,chain-518920-d1,1,one_shot,oracle,after_layer,5,3.835940361022949,0.11098779761232436
w16,53,chain-623649-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-623649-d1,1,one_shot,oracle,after_pra,0,3.18353271484375,0.45096322894096375
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,0,3.390498161315918,0.4689236506819725
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,1,2.4009039402008057,0.17697025835514069
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,2,1.8372018337249756,0.17418328672647476
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,3,1.9835236072540283,0.15515515208244324
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,4,2.024122953414917,0.08537563309073448
w16,53,chain-623649-d1,1,one_shot,oracle,after_layer,5,2.4708197116851807,0.041749998927116394
w16,53,chain-728378-d2,2,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-728378-d2,2,one_shot,oracle,after_pra,0,-2.0539931058883667,-0.06830142810940742
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,0,-1.7772048711776733,-0.06532001495361328
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,1,-2.3856749534606934,-0.14251363649964333
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,2,-2.782688856124878,-0.21920504420995712
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,3,-2.226006507873535,-0.23528426885604858
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,4,-1.1690483093261719,-0.20427492260932922
w16,53,chain-728378-d2,2,one_shot,oracle,after_layer,5,-1.133704662322998,-0.17567388713359833
w16,53,chain-833107-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-833107-d1,1,one_shot,oracle,after_pra,0,0.8512189388275146,0.06797055155038834
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,0,0.7879514694213867,0.07852771878242493
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,1,0.9874730110168457,0.09914600849151611
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,2,0.7731435298919678,0.0537026971578598
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,3,0.7246493101119995,0.042930930852890015
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,4,-0.07776045799255371,0.0028859004378318787
w16,53,chain-833107-d1,1,one_shot,oracle,after_layer,5,0.5567934513092041,0.007357928901910782
w16,53,chain-937836-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-937836-d1,1,one_shot,oracle,after_pra,0,0.4693957567214966,0.08243526518344879
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,0,0.4051429033279419,0.09195027500391006
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,1,2.177485942840576,0.11047559231519699
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,2,1.587005376815796,0.06655056029558182
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,3,1.4612114429473877,0.0488869808614254
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,4,1.3205134868621826,0.08354843035340309
w16,53,chain-937836-d1,1,one_shot,oracle,after_layer,5,1.499863862991333,0.08916988596320152
w16,53,chain-1042565-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1042565-d1,1,one_shot,oracle,after_pra,0,2.345025062561035,0.3598399758338928
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,0,2.1119513511657715,0.37557263672351837
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,1,1.8792526721954346,0.21726077049970627
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,2,1.6512727737426758,0.18475966900587082
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,3,1.4297678470611572,0.08424560725688934
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,4,1.3055205345153809,0.05322095938026905
w16,53,chain-1042565-d1,1,one_shot,oracle,after_layer,5,1.0848796367645264,0.006439674645662308
w16,53,chain-1147294-d2,2,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1147294-d2,2,one_shot,oracle,after_pra,0,0.4505438208580017,0.035776615142822266
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,0,0.12902069091796875,0.017805546522140503
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,1,1.010164499282837,0.05681738257408142
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,2,0.5198631286621094,0.001844942569732666
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,3,-0.007970809936523438,-0.026686877012252808
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,4,-0.21418309211730957,-0.0391082763671875
w16,53,chain-1147294-d2,2,one_shot,oracle,after_layer,5,0.22320890426635742,-0.0010781288146972656
w16,53,chain-1252023-d4,4,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1252023-d4,4,one_shot,oracle,after_pra,0,0.32302260398864746,0.03181001543998718
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,0,0.20469927787780762,0.05109010636806488
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,1,0.43384289741516113,0.02965673804283142
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,2,0.31867384910583496,0.021527491509914398
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,3,0.43147706985473633,0.016440924257040024
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,4,0.08711123466491699,0.001507297158241272
w16,53,chain-1252023-d4,4,one_shot,oracle,after_layer,5,0.03726005554199219,-0.0012603811919689178
w16,53,chain-1356752-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1356752-d1,1,one_shot,oracle,after_pra,0,0.9153673648834229,0.06499698013067245
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,0,0.9780821800231934,0.05711805820465088
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,1,0.9905219078063965,0.07678759843111038
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,2,0.9265050888061523,0.08062859624624252
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,3,1.1368815898895264,0.15720539540052414
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,4,1.6181697845458984,0.2660415917634964
w16,53,chain-1356752-d1,1,one_shot,oracle,after_layer,5,2.2097084522247314,0.27857042849063873
w16,53,chain-1461481-d2,2,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1461481-d2,2,one_shot,oracle,after_pra,0,2.5652005672454834,0.4101136103272438
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,0,2.3600058555603027,0.4245326593518257
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,1,3.069899559020996,0.3223081976175308
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,2,2.3035385608673096,0.28369538113474846
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,3,2.1558380126953125,0.2314412035048008
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,4,2.1610946655273438,0.11047453060746193
w16,53,chain-1461481-d2,2,one_shot,oracle,after_layer,5,2.696995735168457,0.05270006647333503
w16,53,chain-1566210-d2,2,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1566210-d2,2,one_shot,oracle,after_pra,0,1.7072423696517944,0.32085907459259033
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,0,1.8880388736724854,0.3661991059780121
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,1,2.570734977722168,0.4013470411300659
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,2,1.9709208011627197,0.3091718554496765
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,3,1.630535364151001,0.20026662945747375
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,4,1.0791683197021484,0.2881828844547272
w16,53,chain-1566210-d2,2,one_shot,oracle,after_layer,5,1.6227834224700928,0.3596218526363373
w16,53,chain-1670939-d1,1,one_shot,oracle,input,-1,0.0,0.0
w16,53,chain-1670939-d1,1,one_shot,oracle,after_pra,0,0.778167188167572,0.08081726729869843
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,0,0.7659294605255127,0.0712137371301651
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,1,1.2552590370178223,0.09723365306854248
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,2,0.9936933517456055,0.08279677480459213
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,3,0.9637184143066406,0.04956188425421715
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,4,1.2006051540374756,0.09162217378616333
w16,53,chain-1670939-d1,1,one_shot,oracle,after_layer,5,1.8368215560913086,0.18402311205863953
w16,53,chain-100004-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-100004-d1,1,one_shot,wrong,after_pra,0,0.15052634477615356,0.006021708250045776
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,0,-0.034892916679382324,0.0061759352684021
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,1,0.8572766780853271,0.015860553830862045
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,2,0.6887979507446289,0.017085693776607513
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,3,0.7161521911621094,0.01632603257894516
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,4,0.49523019790649414,0.0034394003450870514
w16,53,chain-100004-d1,1,one_shot,wrong,after_layer,5,1.086820125579834,0.0015650931745767593
w16,53,chain-204733-d3,3,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-204733-d3,3,one_shot,wrong,after_pra,0,0.10433685779571533,0.060516953468322754
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,0,0.15180397033691406,0.05328652262687683
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,1,-0.02375197410583496,0.005968570709228516
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,2,0.13101673126220703,0.024531841278076172
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,3,-0.4549286365509033,-0.05277535319328308
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,4,-1.461421251296997,-0.24519625306129456
w16,53,chain-204733-d3,3,one_shot,wrong,after_layer,5,-2.6621029376983643,-0.45576101541519165
w16,53,chain-309462-d4,4,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-309462-d4,4,one_shot,wrong,after_pra,0,-0.6143059730529785,-0.038118407130241394
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,0,-0.959000825881958,-0.06644248217344284
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,1,-0.2990550994873047,-0.021485745906829834
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,2,-0.3203563690185547,-0.017232313752174377
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,3,-0.8332977294921875,-0.034206241369247437
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,4,-1.7037689685821533,-0.05079745128750801
w16,53,chain-309462-d4,4,one_shot,wrong,after_layer,5,-2.088829517364502,-0.0587039440870285
w16,53,chain-414191-d2,2,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-414191-d2,2,one_shot,wrong,after_pra,0,-0.42883002758026123,-0.025502607226371765
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,0,-0.44689488410949707,-0.04101233184337616
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,1,-0.3050379753112793,-0.07156345248222351
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,2,-0.3077981472015381,-0.05300375819206238
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,3,-0.22840619087219238,-0.048069119453430176
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,4,-0.2884047031402588,-0.059027403593063354
w16,53,chain-414191-d2,2,one_shot,wrong,after_layer,5,-0.25807905197143555,-0.06936618685722351
w16,53,chain-518920-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-518920-d1,1,one_shot,wrong,after_pra,0,0.0819622278213501,0.04287663847208023
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,0,0.13351809978485107,0.05605258047580719
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,1,1.2641057968139648,0.033941106870770454
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,2,0.8997044563293457,0.03957059606909752
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,3,1.2152917385101318,0.049836067482829094
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,4,0.9392287731170654,0.017567019909620285
w16,53,chain-518920-d1,1,one_shot,wrong,after_layer,5,1.0020461082458496,0.005393223138526082
w16,53,chain-623649-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-623649-d1,1,one_shot,wrong,after_pra,0,1.166919469833374,0.10331729054450989
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,0,1.3281846046447754,0.11613292247056961
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,1,0.9553923606872559,0.04047364741563797
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,2,0.6795806884765625,0.0433618426322937
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,3,1.076972484588623,0.058652639389038086
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,4,1.0161397457122803,0.025543544441461563
w16,53,chain-623649-d1,1,one_shot,wrong,after_layer,5,1.0779693126678467,0.009844455868005753
w16,53,chain-728378-d2,2,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-728378-d2,2,one_shot,wrong,after_pra,0,-2.3245943784713745,-0.07898784801363945
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,0,-2.0684090852737427,-0.07703595608472824
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,1,-2.7041518688201904,-0.15122687444090843
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,2,-3.063453197479248,-0.2303861826658249
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,3,-2.5853075981140137,-0.2528848871588707
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,4,-1.503047227859497,-0.2444475069642067
w16,53,chain-728378-d2,2,one_shot,wrong,after_layer,5,-1.5203323364257812,-0.21269866824150085
w16,53,chain-833107-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-833107-d1,1,one_shot,wrong,after_pra,0,0.019333481788635254,-0.0026458390057086945
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,0,-0.4256877899169922,-0.007109329104423523
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,1,0.3567006587982178,-0.015403509140014648
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,2,0.07677435874938965,-0.02674417942762375
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,3,-0.5436052083969116,-0.034313302487134933
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,4,-1.2196526527404785,-0.037893589586019516
w16,53,chain-833107-d1,1,one_shot,wrong,after_layer,5,-0.5736632347106934,-0.028180547058582306
w16,53,chain-937836-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-937836-d1,1,one_shot,wrong,after_pra,0,-1.1142315864562988,-0.04301583766937256
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,0,-1.35189950466156,-0.04936987906694412
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,1,0.37617921829223633,-0.010391157120466232
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,2,-0.13351225852966309,-0.021231302991509438
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,3,0.12570881843566895,-0.00967409834265709
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,4,0.37001514434814453,-0.010137651115655899
w16,53,chain-937836-d1,1,one_shot,wrong,after_layer,5,0.6736066341400146,-0.00019646435976028442
w16,53,chain-1042565-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1042565-d1,1,one_shot,wrong,after_pra,0,0.23212945461273193,-0.005998864769935608
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,0,0.24948859214782715,-0.004307784140110016
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,1,-0.26891183853149414,-0.015329640358686447
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,2,-0.17351937294006348,-0.013121940195560455
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,3,-0.2129824161529541,-0.017092019319534302
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,4,-0.5514757633209229,-0.014556493610143661
w16,53,chain-1042565-d1,1,one_shot,wrong,after_layer,5,-0.38657617568969727,-0.007829585578292608
w16,53,chain-1147294-d2,2,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1147294-d2,2,one_shot,wrong,after_pra,0,-1.4142841696739197,-0.14663895964622498
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,0,-1.677844762802124,-0.20015348494052887
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,1,-1.3514838218688965,-0.12755734100937843
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,2,-1.4338641166687012,-0.11866812780499458
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,3,-1.2573182582855225,-0.0942530632019043
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,4,-1.490983009338379,-0.15828365087509155
w16,53,chain-1147294-d2,2,one_shot,wrong,after_layer,5,-1.0304350852966309,-0.1333322823047638
w16,53,chain-1252023-d4,4,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1252023-d4,4,one_shot,wrong,after_pra,0,-1.3655630350112915,-0.09047084301710129
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,0,-1.8117473125457764,-0.1403440237045288
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,1,-1.074164628982544,-0.04322802647948265
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,2,-0.9692034721374512,-0.03149011731147766
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,3,-1.4505946636199951,-0.02876577526330948
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,4,-2.3796627521514893,-0.022578769363462925
w16,53,chain-1252023-d4,4,one_shot,wrong,after_layer,5,-2.233955144882202,-0.018377384636551142
w16,53,chain-1356752-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1356752-d1,1,one_shot,wrong,after_pra,0,0.6801754236221313,0.02500968426465988
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,0,0.6499407291412354,0.011614479124546051
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,1,0.6037046909332275,0.031726837158203125
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,2,0.544363260269165,0.03148499131202698
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,3,0.7612936496734619,0.08486036211252213
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,4,1.2085905075073242,0.16935409605503082
w16,53,chain-1356752-d1,1,one_shot,wrong,after_layer,5,1.7762110233306885,0.18493185937404633
w16,53,chain-1461481-d2,2,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1461481-d2,2,one_shot,wrong,after_pra,0,0.9289200305938721,0.1075674518942833
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,0,0.6498501300811768,0.1155923530459404
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,1,1.2955644130706787,0.04127975553274155
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,2,0.8588082790374756,0.040529441088438034
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,3,0.9059536457061768,0.03873110190033913
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,4,0.5820236206054688,0.007875291630625725
w16,53,chain-1461481-d2,2,one_shot,wrong,after_layer,5,0.5003626346588135,0.0021077250130474567
w16,53,chain-1566210-d2,2,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1566210-d2,2,one_shot,wrong,after_pra,0,-0.15288281440734863,-0.028289377689361572
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,0,-0.032974958419799805,-0.01376892626285553
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,1,0.3202531337738037,0.0062694251537323
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,2,-0.29889726638793945,-0.02499602735042572
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,3,-0.31552815437316895,-0.022877521812915802
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,4,-0.46453380584716797,-0.012567281723022461
w16,53,chain-1566210-d2,2,one_shot,wrong,after_layer,5,0.04821467399597168,0.01951076090335846
w16,53,chain-1670939-d1,1,one_shot,wrong,input,-1,0.0,0.0
w16,53,chain-1670939-d1,1,one_shot,wrong,after_pra,0,-2.275913655757904,-0.14238916523754597
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,0,-2.662874221801758,-0.1782743576914072
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,1,-1.0340516567230225,-0.060646722093224525
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,2,-0.8492772579193115,-0.06054667383432388
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,3,-0.5839629173278809,-0.03401372209191322
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,4,-0.23775196075439453,-0.044633299112319946
w16,53,chain-1670939-d1,1,one_shot,wrong,after_layer,5,0.42711877822875977,0.006879657506942749
w16,53,chain-100004-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-100004-d1,1,one_shot,shuffle,after_pra,0,-0.79899001121521,-0.04553339257836342
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,0,-0.7905968427658081,-0.05011667311191559
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,1,-0.3421649932861328,-0.014484219253063202
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,2,0.01213836669921875,0.001440931111574173
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,3,0.11159157752990723,0.0016236230731010437
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,4,0.23392963409423828,0.0013605877757072449
w16,53,chain-100004-d1,1,one_shot,shuffle,after_layer,5,0.5049114227294922,0.001226313877850771
w16,53,chain-204733-d3,3,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-204733-d3,3,one_shot,shuffle,after_pra,0,0.6610276699066162,0.08660826086997986
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,0,0.3853342533111572,0.06793829798698425
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,1,0.21079659461975098,0.049786388874053955
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,2,0.46325230598449707,0.06808289885520935
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,3,0.39073872566223145,0.018830955028533936
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,4,-0.28235745429992676,-0.09731996059417725
w16,53,chain-204733-d3,3,one_shot,shuffle,after_layer,5,-1.4286634922027588,-0.2538149356842041
w16,53,chain-309462-d4,4,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-309462-d4,4,one_shot,shuffle,after_pra,0,-0.6886545419692993,-0.04754249006509781
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,0,-0.9717597961425781,-0.07439491152763367
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,1,-0.40093111991882324,-0.04323752224445343
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,2,-0.4081382751464844,-0.035421550273895264
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,3,-0.8677141666412354,-0.0416310578584671
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,4,-1.7116186618804932,-0.05206791311502457
w16,53,chain-309462-d4,4,one_shot,shuffle,after_layer,5,-2.1942451000213623,-0.06070941872894764
w16,53,chain-414191-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-414191-d2,2,one_shot,shuffle,after_pra,0,-0.18431204557418823,0.004478529095649719
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,0,-0.2917518615722656,-0.008340597152709961
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,1,-0.2448415756225586,-0.04054650664329529
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,2,-0.2048046588897705,-0.027066916227340698
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,3,-0.21924901008605957,-0.0406879186630249
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,4,-0.3191530704498291,-0.05589684844017029
w16,53,chain-414191-d2,2,one_shot,shuffle,after_layer,5,-0.14984416961669922,-0.05132918059825897
w16,53,chain-518920-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-518920-d1,1,one_shot,shuffle,after_pra,0,0.6755728125572205,0.02614527940750122
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,0,0.8190599679946899,0.0445103645324707
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,1,0.500983715057373,0.00684339739382267
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,2,0.36763572692871094,0.01093653216958046
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,3,0.5919585227966309,0.013456737622618675
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,4,0.1581108570098877,0.004384169355034828
w16,53,chain-518920-d1,1,one_shot,shuffle,after_layer,5,0.5742926597595215,0.0023205236066132784
w16,53,chain-623649-d1,1,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-623649-d1,1,one_shot,shuffle,after_pra,0,2.5907320976257324,0.3852333128452301
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,0,2.76528263092041,0.40483152121305466
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,1,2.478503704071045,0.19794081151485443
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,2,1.897094964981079,0.19067244976758957
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,3,2.120361566543579,0.1939999908208847
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,4,2.4241178035736084,0.12003754451870918
w16,53,chain-623649-d1,1,one_shot,shuffle,after_layer,5,2.896780490875244,0.07310419157147408
w16,53,chain-728378-d2,2,one_shot,shuffle,input,-1,0.0,0.0
w16,53,chain-728378-d2,2,one_shot,shuffle,after_pra,0,-1.2704414129257202,-0.06460170447826385
w16,53,chain-728378-d2,2,one_shot,shuffle,after_layer,0,-0.9544285535812378,-0.06557527184486389
