dataset,split,condition,memory,reducer,layer,look_behind,examples,evidence_recall,evidence_precision,any_evidence,chain_completion,mrr,normalized_entropy,top1_margin,score_concentration
2wikimultihopqa,validation,rank16_l27_late_top_mean_b2,rank16,late_top_mean,27,2,20,0.7575000000000001,0.95,1.0,0.9,0.975,0.740934394299984,0.4531835079193115,0.5559602722525596
2wikimultihopqa,validation,rank16_l27_late_top_mean_b4,rank16,late_top_mean,27,4,20,0.6675,0.85,1.0,0.85,0.975,0.7924758404493332,0.4362034797668457,0.5140650264918805
2wikimultihopqa,validation,rank16_l27_late_top_mean_b8,rank16,late_top_mean,27,8,20,0.635,0.8125,1.0,0.8,0.9666666666666666,0.816446277499199,0.37545208930969237,0.43773682583123447
2wikimultihopqa,validation,rank16_l27_mean_b1,rank16,mean,27,1,20,0.7658333333333334,0.9625,1.0,0.9,0.975,0.6055622145533561,0.45577378273010255,0.604344429075718
2wikimultihopqa,validation,rank16_l27_mean_b16,rank16,mean,27,16,20,0.5945833333333334,0.75,1.0,0.75,0.9416666666666667,0.8439639300107956,0.32839365005493165,0.3825249090790749
2wikimultihopqa,validation,rank16_l27_mean_b2,rank16,mean,27,2,20,0.7475,0.9375,1.0,0.85,0.975,0.7652688324451447,0.4385510444641113,0.5497888281941414
2wikimultihopqa,validation,rank16_l27_mean_b4,rank16,mean,27,4,20,0.6066666666666667,0.775,1.0,0.8,0.9666666666666666,0.8224248081445694,0.3512392044067383,0.49025459215044975
2wikimultihopqa,validation,rank16_l27_mean_b8,rank16,mean,27,8,20,0.5295833333333333,0.675,1.0,0.6,0.8583333333333334,0.8469029337167739,0.34361867904663085,0.38492333702743053
2wikimultihopqa,validation,rank16_l27_recency_b1,rank16,recency,27,1,20,0.7658333333333334,0.9625,1.0,0.9,0.975,0.6055622145533561,0.45577378273010255,0.604344429075718
2wikimultihopqa,validation,rank16_l27_recency_b16,rank16,recency,27,16,20,0.615,0.7875,1.0,0.8,0.9666666666666666,0.8202569127082825,0.35875415802001953,0.38017574679106475
2wikimultihopqa,validation,rank16_l27_recency_b2,rank16,recency,27,2,20,0.7575000000000001,0.95,1.0,0.9,0.975,0.7407910868525505,0.4444890975952148,0.5497888281941414
2wikimultihopqa,validation,rank16_l27_recency_b4,rank16,recency,27,4,20,0.6775,0.8625,1.0,0.85,0.975,0.7934570193290711,0.4194626808166504,0.48345134034752846
2wikimultihopqa,validation,rank16_l27_recency_b8,rank16,recency,27,8,20,0.615,0.7875,1.0,0.8,0.9666666666666666,0.8177243620157242,0.3592366218566895,0.4232974933460355
2wikimultihopqa,validation,rank16_l8_current_b1,rank16,current,8,1,20,0.4525,0.5875,0.95,0.5,0.725,0.8826728254556656,0.3324143409729004,0.4016651399433613
2wikimultihopqa,validation,rank16_l8_current_b4,rank16,current,8,4,20,0.4525,0.5875,0.95,0.5,0.725,0.8826728641986847,0.3324143409729004,0.4409839138388634
2wikimultihopqa,validation,rank16_l8_current_b8,rank16,current,8,8,20,0.4525,0.5875,0.95,0.5,0.725,0.8826728641986847,0.3324143409729004,0.2642935782670975
2wikimultihopqa,validation,rank16_l8_late_max_b1,rank16,late_max,8,1,20,0.3975,0.525,0.8,0.45,0.6916666666666667,0.8537016659975052,0.3971165657043457,0.46732006445527075
2wikimultihopqa,validation,rank16_l8_late_max_b4,rank16,late_max,8,4,20,0.41583333333333333,0.55,0.8,0.4,0.6875,0.8412709474563599,0.3335559368133545,0.4741398267447948
2wikimultihopqa,validation,rank16_l8_late_max_b8,rank16,late_max,8,8,20,0.4058333333333334,0.5375,0.8,0.35,0.6875,0.842730176448822,0.3397086143493652,0.29991911351680756
2wikimultihopqa,validation,rank8_centroid8_l27_current_b1,rank8_centroid8,current,27,1,20,0.7125,0.9,1.0,0.85,1.0,0.586508210003376,0.6814126968383789,0.7816456645727158
2wikimultihopqa,validation,rank8_centroid8_l27_current_b16,rank8_centroid8,current,27,16,20,0.7125,0.9,1.0,0.85,1.0,0.5865082189440727,0.6814124584197998,0.32021358124911786
2wikimultihopqa,validation,rank8_centroid8_l27_current_b2,rank8_centroid8,current,27,2,20,0.7125,0.9,1.0,0.85,1.0,0.5865082457661629,0.6814122676849366,0.7324449181556701
2wikimultihopqa,validation,rank8_centroid8_l27_current_b4,rank8_centroid8,current,27,4,20,0.7125,0.9,1.0,0.85,1.0,0.5865082189440727,0.6814124584197998,0.5224703960120678
2wikimultihopqa,validation,rank8_centroid8_l27_current_b8,rank8_centroid8,current,27,8,20,0.7125,0.9,1.0,0.85,1.0,0.5865082234144211,0.6814124584197998,0.40257344804704187
2wikimultihopqa,validation,rank8_centroid8_l27_late_max_b1,rank8_centroid8,late_max,27,1,20,0.7433333333333334,0.9375,1.0,0.95,1.0,0.38308269693516195,1.2654539585113525,0.7634732455015183
2wikimultihopqa,validation,rank8_centroid8_l27_late_max_b16,rank8_centroid8,late_max,27,16,20,0.6383333333333333,0.825,1.0,0.85,0.925,0.6629850625991821,0.6269558429718017,0.2770035471767187
2wikimultihopqa,validation,rank8_centroid8_l27_late_max_b2,rank8_centroid8,late_max,27,2,20,0.7208333333333333,0.9125,1.0,0.95,1.0,0.5221131667494774,0.9405411720275879,0.6942729666829109
2wikimultihopqa,validation,rank8_centroid8_l27_late_max_b4,rank8_centroid8,late_max,27,4,20,0.6858333333333333,0.875,1.0,0.95,1.0,0.616229435056448,0.694325590133667,0.5513718858361244
2wikimultihopqa,validation,rank8_centroid8_l27_late_max_b8,rank8_centroid8,late_max,27,8,20,0.6383333333333333,0.825,1.0,0.85,0.9375,0.6588579699397087,0.6230272769927978,0.3494316082447767
2wikimultihopqa,validation,rank8_centroid8_l27_late_top_mean_b1,rank8_centroid8,late_top_mean,27,1,20,0.7125,0.9,1.0,0.85,1.0,0.586508210003376,0.6814126968383789,0.7816456645727158
2wikimultihopqa,validation,rank8_centroid8_l27_late_top_mean_b16,rank8_centroid8,late_top_mean,27,16,20,0.6125,0.7875,1.0,0.75,0.8625,0.7945190370082855,0.3678601741790771,0.285473433509469
2wikimultihopqa,validation,rank8_centroid8_l27_late_top_mean_b2,rank8_centroid8,late_top_mean,27,2,20,0.6599999999999999,0.8375,1.0,0.85,0.975,0.7255853712558746,0.4835451364517212,0.6805452316999435
2wikimultihopqa,validation,rank8_centroid8_l27_late_top_mean_b4,rank8_centroid8,late_top_mean,27,4,20,0.635,0.8125,1.0,0.8,0.95,0.7716692924499512,0.3915506362915039,0.4921931393444538
2wikimultihopqa,validation,rank8_centroid8_l27_late_top_mean_b8,rank8_centroid8,late_top_mean,27,8,20,0.5900000000000001,0.7625,0.95,0.7,0.85,0.792387118935585,0.36878252029418945,0.34703573808073995
2wikimultihopqa,validation,rank8_centroid8_l27_mean_b1,rank8_centroid8,mean,27,1,20,0.7125,0.9,1.0,0.85,1.0,0.586508210003376,0.6814126968383789,0.7816456645727158
2wikimultihopqa,validation,rank8_centroid8_l27_mean_b16,rank8_centroid8,mean,27,16,20,0.5650000000000001,0.7375,1.0,0.65,0.8166666666666667,0.8132166206836701,0.38936853408813477,0.2726192556321621
2wikimultihopqa,validation,rank8_centroid8_l27_mean_b2,rank8_centroid8,mean,27,2,20,0.635,0.8125,1.0,0.8,0.975,0.7487566947937012,0.4757582426071167,0.6805452316999435
2wikimultihopqa,validation,rank8_centroid8_l27_mean_b4,rank8_centroid8,mean,27,4,20,0.5650000000000001,0.7375,0.95,0.7,0.825,0.7965250581502914,0.3786426067352295,0.49131951183080674
2wikimultihopqa,validation,rank8_centroid8_l27_mean_b8,rank8_centroid8,mean,27,8,20,0.5325,0.7,0.95,0.6,0.8,0.819953840970993,0.3642390727996826,0.31898739039897916
2wikimultihopqa,validation,rank8_centroid8_l27_recency_b1,rank8_centroid8,recency,27,1,20,0.7125,0.9,1.0,0.85,1.0,0.586508210003376,0.6814126968383789,0.7816456645727158
2wikimultihopqa,validation,rank8_centroid8_l27_recency_b16,rank8_centroid8,recency,27,16,20,0.575,0.75,0.95,0.75,0.85,0.7947154641151428,0.37818188667297364,0.28274200670421124
2wikimultihopqa,validation,rank8_centroid8_l27_recency_b2,rank8_centroid8,recency,27,2,20,0.6599999999999999,0.8375,1.0,0.85,0.975,0.7260568857192993,0.4952860355377197,0.6963951200246811
2wikimultihopqa,validation,rank8_centroid8_l27_recency_b4,rank8_centroid8,recency,27,4,20,0.6,0.775,1.0,0.75,0.925,0.7727204144001008,0.38852972984313966,0.5030371330678463
2wikimultihopqa,validation,rank8_centroid8_l27_recency_b8,rank8_centroid8,recency,27,8,20,0.575,0.75,0.95,0.7,0.85,0.7927664041519165,0.37968854904174804,0.3439484626054764
hotpotqa,test,native_mean_l27_current_b1,native_mean,current,27,1,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,1.0
hotpotqa,test,native_mean_l27_current_b16,native_mean,current,27,16,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,0.10576146189123392
hotpotqa,test,native_mean_l27_current_b2,native_mean,current,27,2,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,0.752542108297348
hotpotqa,test,native_mean_l27_current_b4,native_mean,current,27,4,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,0.41302705742418766
hotpotqa,test,native_mean_l27_current_b8,native_mean,current,27,8,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,0.21272259578108788
hotpotqa,test,native_mean_l27_late_max_b1,native_mean,late_max,27,1,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,1.0
hotpotqa,test,native_mean_l27_late_max_b16,native_mean,late_max,27,16,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.9921046532690525,0.10726618766784668,0.10507829021662474
hotpotqa,test,native_mean_l27_late_max_b2,native_mean,late_max,27,2,16,0.12351190476190477,0.125,0.4375,0.125,0.22395833333333334,0.991746075451374,0.09361439943313599,0.7426761798560619
hotpotqa,test,native_mean_l27_late_max_b4,native_mean,late_max,27,4,16,0.12351190476190477,0.125,0.4375,0.125,0.2864583333333333,0.9918123595416546,0.10663580894470215,0.4053041357547045
hotpotqa,test,native_mean_l27_late_max_b8,native_mean,late_max,27,8,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.9919378161430359,0.10752454400062561,0.20950047951191664
hotpotqa,test,native_mean_l27_late_top_mean_b1,native_mean,late_top_mean,27,1,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,1.0
hotpotqa,test,native_mean_l27_late_top_mean_b16,native_mean,late_top_mean,27,16,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.9921046532690525,0.10726618766784668,0.10507829021662474
hotpotqa,test,native_mean_l27_late_top_mean_b2,native_mean,late_top_mean,27,2,16,0.12351190476190477,0.125,0.4375,0.125,0.22395833333333334,0.991746075451374,0.09361439943313599,0.7426761798560619
hotpotqa,test,native_mean_l27_late_top_mean_b4,native_mean,late_top_mean,27,4,16,0.12351190476190477,0.125,0.4375,0.125,0.2864583333333333,0.9918123595416546,0.10663580894470215,0.4053041357547045
hotpotqa,test,native_mean_l27_late_top_mean_b8,native_mean,late_top_mean,27,8,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.9919378161430359,0.10752454400062561,0.20950047951191664
hotpotqa,test,native_mean_l27_mean_b1,native_mean,mean,27,1,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,1.0
hotpotqa,test,native_mean_l27_mean_b16,native_mean,mean,27,16,16,0.11458333333333333,0.109375,0.375,0.0625,0.19791666666666666,0.9928219094872475,0.10210886597633362,0.10402791062369943
hotpotqa,test,native_mean_l27_mean_b2,native_mean,mean,27,2,16,0.13601190476190475,0.140625,0.5,0.125,0.2708333333333333,0.9916067868471146,0.09554499387741089,0.7357348836958408
hotpotqa,test,native_mean_l27_mean_b4,native_mean,mean,27,4,16,0.13913690476190477,0.140625,0.4375,0.1875,0.28125,0.991586484014988,0.11615350842475891,0.4053041357547045
hotpotqa,test,native_mean_l27_mean_b8,native_mean,mean,27,8,16,0.12351190476190477,0.125,0.4375,0.125,0.2864583333333333,0.991952445358038,0.109581857919693,0.2101993327960372
hotpotqa,test,native_mean_l27_recency_b1,native_mean,recency,27,1,16,0.12351190476190477,0.125,0.4375,0.125,0.2708333333333333,0.9920261465013027,0.08279064297676086,1.0
hotpotqa,test,native_mean_l27_recency_b16,native_mean,recency,27,16,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.9921046383678913,0.10726618766784668,0.10507829021662474
hotpotqa,test,native_mean_l27_recency_b2,native_mean,recency,27,2,16,0.12351190476190477,0.125,0.4375,0.125,0.22395833333333334,0.9917460456490517,0.0936146080493927,0.7426761798560619
hotpotqa,test,native_mean_l27_recency_b4,native_mean,recency,27,4,16,0.12351190476190477,0.125,0.4375,0.125,0.2864583333333333,0.9918123334646225,0.10663574934005737,0.4053041357547045
hotpotqa,test,native_mean_l27_recency_b8,native_mean,recency,27,8,16,0.12351190476190477,0.125,0.4375,0.125,0.2552083333333333,0.991937804967165,0.10752472281455994,0.20950047951191664
hotpotqa,test,rank16_l0_current_b1,rank16,current,0,1,16,0.11205357142857143,0.125,0.4375,0.0625,0.20833333333333334,0.9399285912513733,0.313382625579834,0.3183063976466656
hotpotqa,test,rank16_l0_current_b4,rank16,current,0,4,16,0.11205357142857143,0.125,0.4375,0.0625,0.20833333333333334,0.9399285987019539,0.31338274478912354,0.15899212192744017
hotpotqa,test,rank16_l0_current_b8,rank16,current,0,8,16,0.11205357142857143,0.125,0.4375,0.0625,0.20833333333333334,0.9399285987019539,0.31338274478912354,0.18537765135988593
hotpotqa,test,rank16_l0_late_max_b1,rank16,late_max,0,1,16,0.08080357142857143,0.09375,0.375,0.0,0.21875,0.9318725802004337,0.17329859733581543,0.42327362857759
hotpotqa,test,rank16_l0_late_max_b4,rank16,late_max,0,4,16,0.10014880952380953,0.125,0.4375,0.0625,0.265625,0.8548150025308132,0.3249444365501404,0.2517369044944644
hotpotqa,test,rank16_l0_late_max_b8,rank16,late_max,0,8,16,0.10014880952380953,0.125,0.4375,0.0625,0.28125,0.8518769964575768,0.3302726745605469,0.21446247352287173
hotpotqa,test,rank16_l18_current_b1,rank16,current,18,1,16,0.10639880952380952,0.125,0.4375,0.0625,0.203125,0.8820142112672329,0.3893330693244934,0.4315122812986374
hotpotqa,test,rank16_l18_current_b4,rank16,current,18,4,16,0.10639880952380952,0.125,0.4375,0.0625,0.203125,0.8820141591131687,0.3893325924873352,0.41337020695209503
hotpotqa,test,rank16_l18_current_b8,rank16,current,18,8,16,0.10639880952380952,0.125,0.4375,0.0625,0.203125,0.8820141591131687,0.3893325924873352,0.28701404575258493
hotpotqa,test,rank16_l18_late_max_b1,rank16,late_max,18,1,16,0.06473214285714285,0.078125,0.25,0.0625,0.078125,0.8624852187931538,0.38827836513519287,0.5615321714431047
hotpotqa,test,rank16_l18_late_max_b4,rank16,late_max,18,4,16,0.06160714285714286,0.078125,0.25,0.0625,0.07291666666666666,0.9004597924649715,0.36350011825561523,0.5577256428077817
hotpotqa,test,rank16_l18_late_max_b8,rank16,late_max,18,8,16,0.06160714285714286,0.078125,0.25,0.0625,0.08333333333333333,0.8962527960538864,0.37974345684051514,0.3750296365469694
hotpotqa,test,rank16_l27_current_b1,rank16,current,27,1,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961371093988419,0.5238724946975708,0.5516131836920977
hotpotqa,test,rank16_l27_current_b16,rank16,current,27,16,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961372025310993,0.5238721370697021,0.33549844194203615
hotpotqa,test,rank16_l27_current_b2,rank16,current,27,2,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961372025310993,0.5238721370697021,0.49344300478696823
hotpotqa,test,rank16_l27_current_b4,rank16,current,27,4,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961372025310993,0.5238721370697021,0.42773627024143934
hotpotqa,test,rank16_l27_current_b8,rank16,current,27,8,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961372025310993,0.5238721370697021,0.4181133834645152
hotpotqa,test,rank16_l27_late_max_b1,rank16,late_max,27,1,16,0.071875,0.078125,0.3125,0.0,0.125,0.7795221172273159,0.36647236347198486,0.5976310838013887
hotpotqa,test,rank16_l27_late_max_b16,rank16,late_max,27,16,16,0.08928571428571429,0.109375,0.375,0.0625,0.10416666666666666,0.8520490080118179,0.3454529047012329,0.36497404519468546
hotpotqa,test,rank16_l27_late_max_b2,rank16,late_max,27,2,16,0.06517857142857143,0.078125,0.3125,0.0,0.09375,0.8240634240210056,0.375591516494751,0.5549839371815324
hotpotqa,test,rank16_l27_late_max_b4,rank16,late_max,27,4,16,0.06473214285714285,0.078125,0.3125,0.0625,0.08333333333333333,0.8369586020708084,0.3801180124282837,0.517609741538763
hotpotqa,test,rank16_l27_late_max_b8,rank16,late_max,27,8,16,0.08928571428571429,0.109375,0.375,0.0625,0.109375,0.8505149595439434,0.3431657552719116,0.4657631879672408
hotpotqa,test,rank16_l27_late_top_mean_b1,rank16,late_top_mean,27,1,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961371093988419,0.5238724946975708,0.5516131836920977
hotpotqa,test,rank16_l27_late_top_mean_b16,rank16,late_top_mean,27,16,16,0.12053571428571429,0.140625,0.4375,0.125,0.18229166666666666,0.8637510351836681,0.44206440448760986,0.3235612232238054
hotpotqa,test,rank16_l27_late_top_mean_b2,rank16,late_top_mean,27,2,16,0.10491071428571429,0.125,0.4375,0.0625,0.21354166666666666,0.83822937682271,0.4405874013900757,0.48841522820293903
hotpotqa,test,rank16_l27_late_top_mean_b4,rank16,late_top_mean,27,4,16,0.12053571428571429,0.140625,0.4375,0.125,0.19270833333333334,0.8496847189962864,0.4538630247116089,0.4139870721846819
hotpotqa,test,rank16_l27_late_top_mean_b8,rank16,late_top_mean,27,8,16,0.12053571428571429,0.140625,0.4375,0.125,0.17708333333333334,0.8622903823852539,0.436245322227478,0.4035148499533534
hotpotqa,test,rank16_l27_mean_b1,rank16,mean,27,1,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961371093988419,0.5238724946975708,0.5516131836920977
hotpotqa,test,rank16_l27_mean_b16,rank16,mean,27,16,16,0.11160714285714285,0.125,0.375,0.125,0.16145833333333334,0.8748562224209309,0.45712941884994507,0.3036274630576372
hotpotqa,test,rank16_l27_mean_b2,rank16,mean,27,2,16,0.10178571428571428,0.125,0.4375,0.0625,0.171875,0.841643575578928,0.46666669845581055,0.4813317768275738
hotpotqa,test,rank16_l27_mean_b4,rank16,mean,27,4,16,0.13303571428571428,0.15625,0.5,0.125,0.19791666666666666,0.8546800352632999,0.44489920139312744,0.4139870721846819
hotpotqa,test,rank16_l27_mean_b8,rank16,mean,27,8,16,0.14345238095238094,0.171875,0.5625,0.125,0.20833333333333334,0.8763124942779541,0.40000462532043457,0.38398891780525446
hotpotqa,test,rank16_l27_recency_b1,rank16,recency,27,1,16,0.12410714285714286,0.140625,0.4375,0.0625,0.19270833333333334,0.7961371093988419,0.5238724946975708,0.5516131836920977
hotpotqa,test,rank16_l27_recency_b16,rank16,recency,27,16,16,0.12053571428571429,0.140625,0.4375,0.125,0.16666666666666666,0.8614187650382519,0.44288015365600586,0.3235612232238054
hotpotqa,test,rank16_l27_recency_b2,rank16,recency,27,2,16,0.10178571428571428,0.125,0.4375,0.0625,0.20833333333333334,0.8356330618262291,0.4703308343887329,0.48841522820293903
hotpotqa,test,rank16_l27_recency_b4,rank16,recency,27,4,16,0.13303571428571428,0.15625,0.5,0.125,0.19270833333333334,0.8471161127090454,0.46766507625579834,0.4139870721846819
hotpotqa,test,rank16_l27_recency_b8,rank16,recency,27,8,16,0.13303571428571428,0.15625,0.5,0.125,0.18229166666666666,0.85994728282094,0.4387165307998657,0.397591439075768
hotpotqa,test,rank16_l8_current_b1,rank16,current,8,1,16,0.10327380952380952,0.125,0.4375,0.0625,0.21354166666666666,0.9180831760168076,0.34062761068344116,0.3941041473299265
hotpotqa,test,rank16_l8_current_b4,rank16,current,8,4,16,0.10327380952380952,0.125,0.4375,0.0625,0.21354166666666666,0.9180831536650658,0.34062767028808594,0.3452945677563548
hotpotqa,test,rank16_l8_current_b8,rank16,current,8,8,16,0.10327380952380952,0.125,0.4375,0.0625,0.21354166666666666,0.9180831536650658,0.34062767028808594,0.2576635112054646
hotpotqa,test,rank16_l8_late_max_b1,rank16,late_max,8,1,16,0.12113095238095238,0.15625,0.5,0.125,0.16145833333333331,0.9057695902884007,0.34967029094696045,0.5511908419430256
hotpotqa,test,rank16_l8_late_max_b4,rank16,late_max,8,4,16,0.11220238095238096,0.140625,0.5,0.0625,0.171875,0.8981907591223717,0.3835482597351074,0.48148323968052864
hotpotqa,test,rank16_l8_late_max_b8,rank16,late_max,8,8,16,0.09657738095238096,0.125,0.4375,0.0625,0.15625,0.8973122797906399,0.3818426728248596,0.33517685858532786
hotpotqa,test,rank8_centroid8_l27_current_b1,rank8_centroid8,current,27,1,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459424197674,1.019342064857483,0.65345199406147
hotpotqa,test,rank8_centroid8_l27_current_b16,rank8_centroid8,current,27,16,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459880545735,1.0193419456481934,0.45169074553996325
hotpotqa,test,rank8_centroid8_l27_current_b2,rank8_centroid8,current,27,2,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676460178568959,1.0193419456481934,0.6376623660326004
hotpotqa,test,rank8_centroid8_l27_current_b4,rank8_centroid8,current,27,4,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459880545735,1.0193419456481934,0.5511225797235966
hotpotqa,test,rank8_centroid8_l27_current_b8,rank8_centroid8,current,27,8,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459852606058,1.0193427801132202,0.534700408577919
hotpotqa,test,rank8_centroid8_l27_late_max_b1,rank8_centroid8,late_max,27,1,16,0.075,0.078125,0.25,0.0,0.17708333333333334,0.6732272356748581,0.7629071474075317,0.6498535424470901
hotpotqa,test,rank8_centroid8_l27_late_max_b16,rank8_centroid8,late_max,27,16,16,0.059375,0.0625,0.25,0.0,0.17708333333333334,0.765960693359375,0.6307251453399658,0.4690607190132141
hotpotqa,test,rank8_centroid8_l27_late_max_b2,rank8_centroid8,late_max,27,2,16,0.071875,0.078125,0.25,0.0,0.17708333333333334,0.7389363795518875,0.6805942058563232,0.6657596249133348
hotpotqa,test,rank8_centroid8_l27_late_max_b4,rank8_centroid8,late_max,27,4,16,0.071875,0.078125,0.25,0.0,0.17708333333333334,0.7537009529769421,0.647908091545105,0.5967441676184535
hotpotqa,test,rank8_centroid8_l27_late_max_b8,rank8_centroid8,late_max,27,8,16,0.071875,0.078125,0.25,0.0,0.17708333333333334,0.7657509855926037,0.6208869218826294,0.556162491440773
hotpotqa,test,rank8_centroid8_l27_late_top_mean_b1,rank8_centroid8,late_top_mean,27,1,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459424197674,1.019342064857483,0.65345199406147
hotpotqa,test,rank8_centroid8_l27_late_top_mean_b16,rank8_centroid8,late_top_mean,27,16,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.7477045021951199,0.8468830585479736,0.45169074553996325
hotpotqa,test,rank8_centroid8_l27_late_top_mean_b2,rank8_centroid8,late_top_mean,27,2,16,0.1130952380952381,0.125,0.4375,0.0625,0.22916666666666666,0.7231692168861628,0.8932932615280151,0.6376623660326004
hotpotqa,test,rank8_centroid8_l27_late_top_mean_b4,rank8_centroid8,late_top_mean,27,4,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.7350888717919588,0.867300271987915,0.5511225797235966
hotpotqa,test,rank8_centroid8_l27_late_top_mean_b8,rank8_centroid8,late_top_mean,27,8,16,0.0818452380952381,0.09375,0.375,0.0625,0.21875,0.7472388874739408,0.8476011753082275,0.534700408577919
hotpotqa,test,rank8_centroid8_l27_mean_b1,rank8_centroid8,mean,27,1,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459424197674,1.019342064857483,0.65345199406147
hotpotqa,test,rank8_centroid8_l27_mean_b16,rank8_centroid8,mean,27,16,16,0.0974702380952381,0.109375,0.375,0.0625,0.21354166666666666,0.7574926819652319,0.8330708146095276,0.45169074553996325
hotpotqa,test,rank8_centroid8_l27_mean_b2,rank8_centroid8,mean,27,2,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.7313419114798307,0.871903657913208,0.6376623660326004
hotpotqa,test,rank8_centroid8_l27_mean_b4,rank8_centroid8,mean,27,4,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.74509122595191,0.8466507196426392,0.5511225797235966
hotpotqa,test,rank8_centroid8_l27_mean_b8,rank8_centroid8,mean,27,8,16,0.0943452380952381,0.109375,0.4375,0.0625,0.234375,0.7648088522255421,0.8108879327774048,0.534700408577919
hotpotqa,test,rank8_centroid8_l27_recency_b1,rank8_centroid8,recency,27,1,16,0.1099702380952381,0.125,0.4375,0.0625,0.22395833333333334,0.6676459424197674,1.019342064857483,0.65345199406147
hotpotqa,test,rank8_centroid8_l27_recency_b16,rank8_centroid8,recency,27,16,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.746626254171133,0.8603646755218506,0.45169074553996325
hotpotqa,test,rank8_centroid8_l27_recency_b2,rank8_centroid8,recency,27,2,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.7223970368504524,0.8987123966217041,0.6376623660326004
hotpotqa,test,rank8_centroid8_l27_recency_b4,rank8_centroid8,recency,27,4,16,0.0818452380952381,0.09375,0.375,0.0625,0.21354166666666666,0.7338773086667061,0.8804585933685303,0.5511225797235966
hotpotqa,test,rank8_centroid8_l27_recency_b8,rank8_centroid8,recency,27,8,16,0.0943452380952381,0.109375,0.4375,0.0625,0.22916666666666666,0.7460449039936066,0.8612453937530518,0.534700408577919
hotpotqa,validation,native_mean_l27_current_b1,native_mean,current,27,1,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,1.0
hotpotqa,validation,native_mean_l27_current_b16,native_mean,current,27,16,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,0.11252379883080721
hotpotqa,validation,native_mean_l27_current_b2,native_mean,current,27,2,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,0.7636884227395058
hotpotqa,validation,native_mean_l27_current_b4,native_mean,current,27,4,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,0.43065862730145454
hotpotqa,validation,native_mean_l27_current_b8,native_mean,current,27,8,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,0.23142410814762115
hotpotqa,validation,native_mean_l27_late_max_b1,native_mean,late_max,27,1,8,0.046875,0.0625,0.25,0.0,0.1875,0.9930588975548744,0.07632720470428467,1.0
hotpotqa,validation,native_mean_l27_late_max_b16,native_mean,late_max,27,16,8,0.046875,0.0625,0.25,0.0,0.1875,0.9931168928742409,0.10204392671585083,0.10884052608162165
