query_id,split,family,hardness_level,query_style,language,policy,target_skill,rank,top1,recall_at_2,recall_at_4,recall_at_6,recall_at_8,recall_at_3,recall_at_5,reciprocal_rank
contract_consistency_review-validation,validation,document_analysis,H2,contextual,en,bm25,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-validation,validation,document_analysis,H2,contextual,en,auto_semantic,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-validation,validation,document_analysis,H2,contextual,en,embedding,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-validation,validation,document_analysis,H2,contextual,en,fused,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-test,test,document_analysis,H5,paraphrastic,en,bm25,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-test,test,document_analysis,H5,paraphrastic,en,auto_semantic,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-test,test,document_analysis,H5,paraphrastic,en,embedding,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
contract_consistency_review-test,test,document_analysis,H5,paraphrastic,en,fused,contract_consistency_review,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-validation,validation,document_analysis,H0,canonical,en,bm25,research_claim_extraction,2,0,1,1,1,1,1,1,0.5
research_claim_extraction-validation,validation,document_analysis,H0,canonical,en,auto_semantic,research_claim_extraction,4,0,0,1,1,1,0,1,0.25
research_claim_extraction-validation,validation,document_analysis,H0,canonical,en,embedding,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-validation,validation,document_analysis,H0,canonical,en,fused,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-test,test,document_analysis,H1,colloquial,en,bm25,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-test,test,document_analysis,H1,colloquial,en,auto_semantic,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-test,test,document_analysis,H1,colloquial,en,embedding,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
research_claim_extraction-test,test,document_analysis,H1,colloquial,en,fused,research_claim_extraction,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-validation,validation,communication,H1,paraphrastic,en,bm25,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-validation,validation,communication,H1,paraphrastic,en,auto_semantic,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-validation,validation,communication,H1,paraphrastic,en,embedding,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-validation,validation,communication,H1,paraphrastic,en,fused,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-test,test,communication,H2,goal_oriented,en,bm25,meeting_decision_audit,2,0,1,1,1,1,1,1,0.5
meeting_decision_audit-test,test,communication,H2,goal_oriented,en,auto_semantic,meeting_decision_audit,2,0,1,1,1,1,1,1,0.5
meeting_decision_audit-test,test,communication,H2,goal_oriented,en,embedding,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
meeting_decision_audit-test,test,communication,H2,goal_oriented,en,fused,meeting_decision_audit,1,1,1,1,1,1,1,1,1.0
support_case_handoff-validation,validation,communication,H2,colloquial,en,bm25,support_case_handoff,1,1,1,1,1,1,1,1,1.0
support_case_handoff-validation,validation,communication,H2,colloquial,en,auto_semantic,support_case_handoff,1,1,1,1,1,1,1,1,1.0
support_case_handoff-validation,validation,communication,H2,colloquial,en,embedding,support_case_handoff,1,1,1,1,1,1,1,1,1.0
support_case_handoff-validation,validation,communication,H2,colloquial,en,fused,support_case_handoff,1,1,1,1,1,1,1,1,1.0
support_case_handoff-test,test,communication,H3,contextual,en,bm25,support_case_handoff,3,0,0,1,1,1,1,1,0.3333333333333333
support_case_handoff-test,test,communication,H3,contextual,en,auto_semantic,support_case_handoff,3,0,0,1,1,1,1,1,0.3333333333333333
support_case_handoff-test,test,communication,H3,contextual,en,embedding,support_case_handoff,4,0,0,1,1,1,0,1,0.25
support_case_handoff-test,test,communication,H3,contextual,en,fused,support_case_handoff,3,0,0,1,1,1,1,1,0.3333333333333333
root_cause_hypothesis_review-validation,validation,engineering_diagnosis,H0,goal_oriented,en,bm25,root_cause_hypothesis_review,2,0,1,1,1,1,1,1,0.5
root_cause_hypothesis_review-validation,validation,engineering_diagnosis,H0,goal_oriented,en,auto_semantic,root_cause_hypothesis_review,19,0,0,0,0,0,0,0,0.05263157894736842
root_cause_hypothesis_review-validation,validation,engineering_diagnosis,H0,goal_oriented,en,embedding,root_cause_hypothesis_review,3,0,0,1,1,1,1,1,0.3333333333333333
root_cause_hypothesis_review-validation,validation,engineering_diagnosis,H0,goal_oriented,en,fused,root_cause_hypothesis_review,3,0,0,1,1,1,1,1,0.3333333333333333
root_cause_hypothesis_review-test,test,engineering_diagnosis,H4,canonical,en,bm25,root_cause_hypothesis_review,1,1,1,1,1,1,1,1,1.0
root_cause_hypothesis_review-test,test,engineering_diagnosis,H4,canonical,en,auto_semantic,root_cause_hypothesis_review,2,0,1,1,1,1,1,1,0.5
root_cause_hypothesis_review-test,test,engineering_diagnosis,H4,canonical,en,embedding,root_cause_hypothesis_review,1,1,1,1,1,1,1,1,1.0
root_cause_hypothesis_review-test,test,engineering_diagnosis,H4,canonical,en,fused,root_cause_hypothesis_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-validation,validation,data_governance,H1,contextual,en,bm25,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-validation,validation,data_governance,H1,contextual,en,auto_semantic,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-validation,validation,data_governance,H1,contextual,en,embedding,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-validation,validation,data_governance,H1,contextual,en,fused,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-test,test,data_governance,H5,paraphrastic,en,bm25,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-test,test,data_governance,H5,paraphrastic,en,auto_semantic,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-test,test,data_governance,H5,paraphrastic,en,embedding,data_contract_review,1,1,1,1,1,1,1,1,1.0
data_contract_review-test,test,data_governance,H5,paraphrastic,en,fused,data_contract_review,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-validation,validation,assurance,H2,canonical,en,bm25,threat_scenario_prioritization,3,0,0,1,1,1,1,1,0.3333333333333333
threat_scenario_prioritization-validation,validation,assurance,H2,canonical,en,auto_semantic,threat_scenario_prioritization,3,0,0,1,1,1,1,1,0.3333333333333333
threat_scenario_prioritization-validation,validation,assurance,H2,canonical,en,embedding,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-validation,validation,assurance,H2,canonical,en,fused,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-test,test,assurance,H1,colloquial,en,bm25,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-test,test,assurance,H1,colloquial,en,auto_semantic,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-test,test,assurance,H1,colloquial,en,embedding,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
threat_scenario_prioritization-test,test,assurance,H1,colloquial,en,fused,threat_scenario_prioritization,1,1,1,1,1,1,1,1,1.0
release_notes-validation,validation,delivery,H0,paraphrastic,en,bm25,release_notes,2,0,1,1,1,1,1,1,0.5
release_notes-validation,validation,delivery,H0,paraphrastic,en,auto_semantic,release_notes,5,0,0,0,1,1,0,1,0.2
release_notes-validation,validation,delivery,H0,paraphrastic,en,embedding,release_notes,3,0,0,1,1,1,1,1,0.3333333333333333
release_notes-validation,validation,delivery,H0,paraphrastic,en,fused,release_notes,2,0,1,1,1,1,1,1,0.5
release_notes-test,test,delivery,H2,goal_oriented,en,bm25,release_notes,8,0,0,0,0,1,0,0,0.125
release_notes-test,test,delivery,H2,goal_oriented,en,auto_semantic,release_notes,37,0,0,0,0,0,0,0,0.02702702702702703
release_notes-test,test,delivery,H2,goal_oriented,en,embedding,release_notes,2,0,1,1,1,1,1,1,0.5
release_notes-test,test,delivery,H2,goal_oriented,en,fused,release_notes,3,0,0,1,1,1,1,1,0.3333333333333333
migration_readiness_review-validation,validation,delivery,H1,colloquial,en,bm25,migration_readiness_review,7,0,0,0,0,1,0,0,0.14285714285714285
migration_readiness_review-validation,validation,delivery,H1,colloquial,en,auto_semantic,migration_readiness_review,13,0,0,0,0,0,0,0,0.07692307692307693
migration_readiness_review-validation,validation,delivery,H1,colloquial,en,embedding,migration_readiness_review,1,1,1,1,1,1,1,1,1.0
migration_readiness_review-validation,validation,delivery,H1,colloquial,en,fused,migration_readiness_review,1,1,1,1,1,1,1,1,1.0
migration_readiness_review-test,test,delivery,H3,contextual,en,bm25,migration_readiness_review,2,0,1,1,1,1,1,1,0.5
migration_readiness_review-test,test,delivery,H3,contextual,en,auto_semantic,migration_readiness_review,2,0,1,1,1,1,1,1,0.5
migration_readiness_review-test,test,delivery,H3,contextual,en,embedding,migration_readiness_review,1,1,1,1,1,1,1,1,1.0
migration_readiness_review-test,test,delivery,H3,contextual,en,fused,migration_readiness_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-validation,validation,design_review,H2,goal_oriented,en,bm25,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-validation,validation,design_review,H2,goal_oriented,en,auto_semantic,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-validation,validation,design_review,H2,goal_oriented,en,embedding,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-validation,validation,design_review,H2,goal_oriented,en,fused,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-test,test,design_review,H4,canonical,en,bm25,architecture_tradeoff_review,3,0,0,1,1,1,1,1,0.3333333333333333
architecture_tradeoff_review-test,test,design_review,H4,canonical,en,auto_semantic,architecture_tradeoff_review,2,0,1,1,1,1,1,1,0.5
architecture_tradeoff_review-test,test,design_review,H4,canonical,en,embedding,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
architecture_tradeoff_review-test,test,design_review,H4,canonical,en,fused,architecture_tradeoff_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-validation,validation,design_review,H0,contextual,en,bm25,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-validation,validation,design_review,H0,contextual,en,auto_semantic,ux_flow_review,2,0,1,1,1,1,1,1,0.5
ux_flow_review-validation,validation,design_review,H0,contextual,en,embedding,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-validation,validation,design_review,H0,contextual,en,fused,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-test,test,design_review,H5,paraphrastic,en,bm25,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-test,test,design_review,H5,paraphrastic,en,auto_semantic,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-test,test,design_review,H5,paraphrastic,en,embedding,ux_flow_review,1,1,1,1,1,1,1,1,1.0
ux_flow_review-test,test,design_review,H5,paraphrastic,en,fused,ux_flow_review,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-validation,validation,research_method,H1,canonical,en,bm25,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-validation,validation,research_method,H1,canonical,en,auto_semantic,experiment_failure_analysis,10,0,0,0,0,0,0,0,0.1
experiment_failure_analysis-validation,validation,research_method,H1,canonical,en,embedding,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-validation,validation,research_method,H1,canonical,en,fused,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-test,test,research_method,H1,colloquial,en,bm25,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-test,test,research_method,H1,colloquial,en,auto_semantic,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-test,test,research_method,H1,colloquial,en,embedding,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
experiment_failure_analysis-test,test,research_method,H1,colloquial,en,fused,experiment_failure_analysis,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-validation,validation,research_method,H2,paraphrastic,en,bm25,model_error_taxonomy,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-validation,validation,research_method,H2,paraphrastic,en,auto_semantic,model_error_taxonomy,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-validation,validation,research_method,H2,paraphrastic,en,embedding,model_error_taxonomy,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-validation,validation,research_method,H2,paraphrastic,en,fused,model_error_taxonomy,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-test,test,research_method,H2,goal_oriented,en,bm25,model_error_taxonomy,3,0,0,1,1,1,1,1,0.3333333333333333
model_error_taxonomy-test,test,research_method,H2,goal_oriented,en,auto_semantic,model_error_taxonomy,4,0,0,1,1,1,0,1,0.25
model_error_taxonomy-test,test,research_method,H2,goal_oriented,en,embedding,model_error_taxonomy,1,1,1,1,1,1,1,1,1.0
model_error_taxonomy-test,test,research_method,H2,goal_oriented,en,fused,model_error_taxonomy,2,0,1,1,1,1,1,1,0.5
systematic_review_protocol-validation,validation,research_workflow,H0,colloquial,en,bm25,systematic_review_protocol,1,1,1,1,1,1,1,1,1.0
systematic_review_protocol-validation,validation,research_workflow,H0,colloquial,en,auto_semantic,systematic_review_protocol,21,0,0,0,0,0,0,0,0.047619047619047616
systematic_review_protocol-validation,validation,research_workflow,H0,colloquial,en,embedding,systematic_review_protocol,1,1,1,1,1,1,1,1,1.0
systematic_review_protocol-validation,validation,research_workflow,H0,colloquial,en,fused,systematic_review_protocol,1,1,1,1,1,1,1,1,1.0
systematic_review_protocol-test,test,research_workflow,H3,contextual,en,bm25,systematic_review_protocol,1,1,1,1,1,1,1,1,1.0
systematic_review_protocol-test,test,research_workflow,H3,contextual,en,auto_semantic,systematic_review_protocol,1,1,1,1,1,1,1,1,1.0
systematic_review_protocol-test,test,research_workflow,H3,contextual,en,embedding,systematic_review_protocol,6,0,0,0,1,1,0,0,0.16666666666666666
systematic_review_protocol-test,test,research_workflow,H3,contextual,en,fused,systematic_review_protocol,3,0,0,1,1,1,1,1,0.3333333333333333
research_methodology_review-validation,validation,research_workflow,H1,goal_oriented,en,bm25,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-validation,validation,research_workflow,H1,goal_oriented,en,auto_semantic,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-validation,validation,research_workflow,H1,goal_oriented,en,embedding,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-validation,validation,research_workflow,H1,goal_oriented,en,fused,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-test,test,research_workflow,H4,canonical,en,bm25,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-test,test,research_workflow,H4,canonical,en,auto_semantic,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-test,test,research_workflow,H4,canonical,en,embedding,research_methodology_review,1,1,1,1,1,1,1,1,1.0
research_methodology_review-test,test,research_workflow,H4,canonical,en,fused,research_methodology_review,1,1,1,1,1,1,1,1,1.0
project_kickoff-validation,validation,people_process,H2,contextual,en,bm25,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-validation,validation,people_process,H2,contextual,en,auto_semantic,project_kickoff,2,0,1,1,1,1,1,1,0.5
project_kickoff-validation,validation,people_process,H2,contextual,en,embedding,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-validation,validation,people_process,H2,contextual,en,fused,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-test,test,people_process,H5,paraphrastic,en,bm25,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-test,test,people_process,H5,paraphrastic,en,auto_semantic,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-test,test,people_process,H5,paraphrastic,en,embedding,project_kickoff,1,1,1,1,1,1,1,1,1.0
project_kickoff-test,test,people_process,H5,paraphrastic,en,fused,project_kickoff,1,1,1,1,1,1,1,1,1.0
retrospective_facilitation-validation,validation,people_process,H0,canonical,en,bm25,retrospective_facilitation,1,1,1,1,1,1,1,1,1.0
retrospective_facilitation-validation,validation,people_process,H0,canonical,en,auto_semantic,retrospective_facilitation,3,0,0,1,1,1,1,1,0.3333333333333333
retrospective_facilitation-validation,validation,people_process,H0,canonical,en,embedding,retrospective_facilitation,1,1,1,1,1,1,1,1,1.0
retrospective_facilitation-validation,validation,people_process,H0,canonical,en,fused,retrospective_facilitation,1,1,1,1,1,1,1,1,1.0
retrospective_facilitation-test,test,people_process,H1,colloquial,en,bm25,retrospective_facilitation,2,0,1,1,1,1,1,1,0.5
retrospective_facilitation-test,test,people_process,H1,colloquial,en,auto_semantic,retrospective_facilitation,44,0,0,0,0,0,0,0,0.022727272727272728
retrospective_facilitation-test,test,people_process,H1,colloquial,en,embedding,retrospective_facilitation,2,0,1,1,1,1,1,1,0.5
retrospective_facilitation-test,test,people_process,H1,colloquial,en,fused,retrospective_facilitation,3,0,0,1,1,1,1,1,0.3333333333333333
vendor_assessment-validation,validation,assurance,H1,paraphrastic,en,bm25,vendor_assessment,1,1,1,1,1,1,1,1,1.0
vendor_assessment-validation,validation,assurance,H1,paraphrastic,en,auto_semantic,vendor_assessment,19,0,0,0,0,0,0,0,0.05263157894736842
vendor_assessment-validation,validation,assurance,H1,paraphrastic,en,embedding,vendor_assessment,5,0,0,0,1,1,0,1,0.2
vendor_assessment-validation,validation,assurance,H1,paraphrastic,en,fused,vendor_assessment,6,0,0,0,1,1,0,0,0.16666666666666666
vendor_assessment-test,test,assurance,H2,goal_oriented,en,bm25,vendor_assessment,1,1,1,1,1,1,1,1,1.0
vendor_assessment-test,test,assurance,H2,goal_oriented,en,auto_semantic,vendor_assessment,10,0,0,0,0,0,0,0,0.1
vendor_assessment-test,test,assurance,H2,goal_oriented,en,embedding,vendor_assessment,1,1,1,1,1,1,1,1,1.0
vendor_assessment-test,test,assurance,H2,goal_oriented,en,fused,vendor_assessment,1,1,1,1,1,1,1,1,1.0
api_migration_guide-validation,validation,delivery,H2,colloquial,en,bm25,api_migration_guide,3,0,0,1,1,1,1,1,0.3333333333333333
api_migration_guide-validation,validation,delivery,H2,colloquial,en,auto_semantic,api_migration_guide,10,0,0,0,0,0,0,0,0.1
api_migration_guide-validation,validation,delivery,H2,colloquial,en,embedding,api_migration_guide,1,1,1,1,1,1,1,1,1.0
api_migration_guide-validation,validation,delivery,H2,colloquial,en,fused,api_migration_guide,1,1,1,1,1,1,1,1,1.0
api_migration_guide-test,test,delivery,H3,contextual,en,bm25,api_migration_guide,1,1,1,1,1,1,1,1,1.0
api_migration_guide-test,test,delivery,H3,contextual,en,auto_semantic,api_migration_guide,4,0,0,1,1,1,0,1,0.25
api_migration_guide-test,test,delivery,H3,contextual,en,embedding,api_migration_guide,1,1,1,1,1,1,1,1,1.0
api_migration_guide-test,test,delivery,H3,contextual,en,fused,api_migration_guide,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-validation,validation,data_governance,H0,goal_oriented,en,bm25,evaluation_dataset_review,3,0,0,1,1,1,1,1,0.3333333333333333
evaluation_dataset_review-validation,validation,data_governance,H0,goal_oriented,en,auto_semantic,evaluation_dataset_review,3,0,0,1,1,1,1,1,0.3333333333333333
evaluation_dataset_review-validation,validation,data_governance,H0,goal_oriented,en,embedding,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-validation,validation,data_governance,H0,goal_oriented,en,fused,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-test,test,data_governance,H4,canonical,en,bm25,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-test,test,data_governance,H4,canonical,en,auto_semantic,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-test,test,data_governance,H4,canonical,en,embedding,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
evaluation_dataset_review-test,test,data_governance,H4,canonical,en,fused,evaluation_dataset_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-validation,validation,document_analysis,H1,contextual,en,bm25,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-validation,validation,document_analysis,H1,contextual,en,auto_semantic,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-validation,validation,document_analysis,H1,contextual,en,embedding,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-validation,validation,document_analysis,H1,contextual,en,fused,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-test,test,document_analysis,H5,paraphrastic,en,bm25,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-test,test,document_analysis,H5,paraphrastic,en,auto_semantic,research_literature_review,3,0,0,1,1,1,1,1,0.3333333333333333
research_literature_review-test,test,document_analysis,H5,paraphrastic,en,embedding,research_literature_review,1,1,1,1,1,1,1,1,1.0
research_literature_review-test,test,document_analysis,H5,paraphrastic,en,fused,research_literature_review,1,1,1,1,1,1,1,1,1.0
