any_evidence,budget,candidate_chunks,chain_completion,condition,dataset,depth,evidence_coverage,exact_evidence_identity,example_id,fraction,frontier_projection,gist_comparisons,materialized_kv_fraction,materialized_kv_tokens,routing_seconds,seed,unique_selected_chunks
0.0,3,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a8c8502554299585d9e36d0,0.05,memory,165,0.055204140310523286,96,0.014289799961261451,23,3
0.0,3,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a8c8502554299585d9e36d0,0.05,query,165,0.055204140310523286,96,0.013737100001890212,23,3
1.0,6,55,0.0,one_shot,hotpotqa,1,0.2,0.0,5a8c8502554299585d9e36d0,0.1,memory,55,0.11040828062104657,192,0.007069499988574535,23,6
1.0,6,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.1,memory,220,0.11040828062104657,192,0.020510599948465824,23,6
1.0,6,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.1,query,220,0.11040828062104657,192,0.024787700036540627,23,6
1.0,11,55,0.0,one_shot,hotpotqa,1,0.2,0.0,5a8c8502554299585d9e36d0,0.2,memory,55,0.2024151811385854,352,0.011619400000199676,23,11
1.0,11,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.2,memory,385,0.2024151811385854,352,0.04134659998817369,23,11
1.0,11,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.2,query,385,0.2024151811385854,352,0.035443900036625564,23,11
1.0,17,55,0.0,one_shot,hotpotqa,1,0.2,0.0,5a8c8502554299585d9e36d0,0.3,memory,55,0.312823461759632,544,0.018257200019434094,23,17
1.0,17,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.3,memory,550,0.312823461759632,544,0.060324500023853034,23,17
1.0,17,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2,0.0,5a8c8502554299585d9e36d0,0.3,query,550,0.300747556066705,523,0.0632760000298731,23,17
1.0,3,47,0.0,one_shot,hotpotqa,1,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.05,memory,47,0.06499661475964794,96,0.007013299968093634,23,3
1.0,3,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.05,memory,141,0.06499661475964794,96,0.017049399961251765,23,3
1.0,3,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.05,query,141,0.06499661475964794,96,0.01823829999193549,23,3
1.0,5,47,0.0,one_shot,hotpotqa,1,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.1,memory,47,0.1083276912660799,160,0.008922900015022606,23,5
1.0,5,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.1,memory,188,0.1083276912660799,160,0.02157370001077652,23,5
1.0,5,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.1,query,188,0.1083276912660799,160,0.019498599984217435,23,5
1.0,10,47,0.0,one_shot,hotpotqa,1,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.2,memory,47,0.2166553825321598,320,0.011982499971054494,23,10
1.0,10,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,0.2,memory,282,0.2166553825321598,320,0.03297900001052767,23,10
1.0,10,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.2,query,282,0.2166553825321598,320,0.03299069998320192,23,10
1.0,15,47,0.0,one_shot,hotpotqa,1,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.3,memory,47,0.32498307379823965,480,0.015460799972061068,23,15
1.0,15,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.3,memory,423,0.32498307379823965,480,0.05176150001352653,23,15
1.0,15,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2857142857142857,0.0,5a84c4bb5542991dd0999dec,0.3,query,423,0.32498307379823965,480,0.05559449997963384,23,15
1.0,3,50,1.0,one_shot,hotpotqa,1,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,0.05,memory,50,0.06102987921169739,96,0.008178199990652502,23,3
1.0,3,50,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.2857142857142857,0.0,5abbd4035542993f40c73bcb,0.05,memory,150,0.06102987921169739,96,0.01682349998736754,23,3
1.0,3,50,1.0,chunk_closure_query_frontier,hotpotqa,2,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,0.05,query,150,0.06102987921169739,96,0.013305899978149682,23,3
1.0,5,50,1.0,one_shot,hotpotqa,1,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,0.1,memory,50,0.101716465352829,160,0.0077620999654755,23,5
1.0,5,50,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.2857142857142857,0.0,5abbd4035542993f40c73bcb,0.1,memory,200,0.101716465352829,160,0.020549600012600422,23,5
1.0,5,50,1.0,chunk_closure_query_frontier,hotpotqa,2,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,0.1,query,200,0.101716465352829,160,0.022026299964636564,23,5
1.0,10,50,1.0,one_shot,hotpotqa,1,0.42857142857142855,0.0,5abbd4035542993f40c73bcb,0.2,memory,50,0.18626827717736807,293,0.010222700017038733,23,10
1.0,10,50,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.42857142857142855,0.0,5abbd4035542993f40c73bcb,0.2,memory,300,0.203432930705658,320,0.03798740002093837,23,10
1.0,10,50,1.0,chunk_closure_query_frontier,hotpotqa,2,0.42857142857142855,0.0,5abbd4035542993f40c73bcb,0.2,query,300,0.203432930705658,320,0.03185879997909069,23,10
1.0,15,50,1.0,one_shot,hotpotqa,1,0.8571428571428571,0.0,5abbd4035542993f40c73bcb,0.3,memory,50,0.28798474253019707,453,0.013305999978911132,23,15
1.0,15,50,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.5714285714285714,0.0,5abbd4035542993f40c73bcb,0.3,memory,450,0.30514939605848695,480,0.048921899986453354,23,15
1.0,15,50,1.0,chunk_closure_query_frontier,hotpotqa,2,0.7142857142857143,0.0,5abbd4035542993f40c73bcb,0.3,query,450,0.28798474253019707,453,0.05420620000222698,23,15
0.0,3,55,0.0,one_shot,hotpotqa,1,0.0,0.0,5ae6143f5542996de7b71b2d,0.05,memory,55,0.05476326297775243,96,0.007430500001646578,23,3
0.0,3,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.05,memory,165,0.05476326297775243,96,0.013974700006656349,23,3
0.0,3,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.05,query,165,0.05476326297775243,96,0.015504100010730326,23,3
0.0,6,55,0.0,one_shot,hotpotqa,1,0.0,0.0,5ae6143f5542996de7b71b2d,0.1,memory,55,0.10952652595550486,192,0.009053000016137958,23,6
0.0,6,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.1,memory,220,0.10952652595550486,192,0.018166599969845265,23,6
0.0,6,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.1,query,220,0.10952652595550486,192,0.018545900005847216,23,6
1.0,11,55,0.0,one_shot,hotpotqa,1,0.4,0.0,5ae6143f5542996de7b71b2d,0.2,memory,55,0.19680547632629777,345,0.01017870003124699,23,11
0.0,11,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.2,memory,385,0.20079863091842556,352,0.03615600004559383,23,11
0.0,11,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ae6143f5542996de7b71b2d,0.2,query,385,0.20079863091842556,352,0.041974399995524436,23,11
1.0,17,55,0.0,one_shot,hotpotqa,1,0.4,0.0,5ae6143f5542996de7b71b2d,0.3,memory,55,0.30633200228180263,537,0.012575400003697723,23,17
1.0,17,55,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.4,0.0,5ae6143f5542996de7b71b2d,0.3,memory,550,0.30633200228180263,537,0.06259549997048452,23,17
1.0,17,55,0.0,chunk_closure_query_frontier,hotpotqa,2,0.2,0.0,5ae6143f5542996de7b71b2d,0.3,query,550,0.30633200228180263,537,0.05451260000700131,23,17
0.0,2,29,0.0,one_shot,hotpotqa,1,0.0,0.0,5a7e513a5542994959419996,0.05,memory,29,0.06964091403699674,64,0.00510409998241812,23,2
0.0,2,29,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a7e513a5542994959419996,0.05,memory,58,0.05984766050054407,55,0.009789199975784868,23,2
0.0,2,29,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a7e513a5542994959419996,0.05,query,58,0.06964091403699674,64,0.007772100041620433,23,2
0.0,3,29,0.0,one_shot,hotpotqa,1,0.0,0.0,5a7e513a5542994959419996,0.1,memory,29,0.09466811751904244,87,0.007078599999658763,23,3
0.0,3,29,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a7e513a5542994959419996,0.1,memory,87,0.09466811751904244,87,0.013328199973329902,23,3
0.0,3,29,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a7e513a5542994959419996,0.1,query,87,0.09466811751904244,87,0.015509099990595132,23,3
1.0,6,29,1.0,one_shot,hotpotqa,1,0.75,0.0,5a7e513a5542994959419996,0.2,memory,29,0.19912948857453755,183,0.007209099945612252,23,6
0.0,6,29,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a7e513a5542994959419996,0.2,memory,116,0.19912948857453755,183,0.017017300007864833,23,6
1.0,6,29,1.0,chunk_closure_query_frontier,hotpotqa,2,0.75,0.0,5a7e513a5542994959419996,0.2,query,116,0.19912948857453755,183,0.02224349998869002,23,6
1.0,9,29,1.0,one_shot,hotpotqa,1,0.75,0.0,5a7e513a5542994959419996,0.3,memory,29,0.30359085963003263,279,0.009496400016359985,23,9
1.0,9,29,1.0,chunk_closure_memory_frontier,hotpotqa,2,0.5,0.0,5a7e513a5542994959419996,0.3,memory,174,0.30359085963003263,279,0.034748899983242154,23,9
1.0,9,29,1.0,chunk_closure_query_frontier,hotpotqa,2,1.0,1.0,5a7e513a5542994959419996,0.3,query,174,0.30359085963003263,279,0.04152009997051209,23,9
0.0,3,47,0.0,one_shot,hotpotqa,1,0.0,0.0,5a80d6be55429938b6142206,0.05,memory,47,0.06517311608961303,96,0.010122200008481741,23,3
0.0,3,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a80d6be55429938b6142206,0.05,memory,141,0.06517311608961303,96,0.022096899978350848,23,3
0.0,3,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a80d6be55429938b6142206,0.05,query,141,0.06517311608961303,96,0.018877600028645247,23,3
0.0,5,47,0.0,one_shot,hotpotqa,1,0.0,0.0,5a80d6be55429938b6142206,0.1,memory,47,0.10862186014935506,160,0.010618300002533942,23,5
0.0,5,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a80d6be55429938b6142206,0.1,memory,188,0.10862186014935506,160,0.0251443000161089,23,5
0.0,5,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a80d6be55429938b6142206,0.1,query,188,0.10862186014935506,160,0.022851499961689115,23,5
1.0,10,47,0.0,one_shot,hotpotqa,1,0.5,0.0,5a80d6be55429938b6142206,0.2,memory,47,0.19619823489477256,289,0.015306599962059408,23,10
1.0,10,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.25,0.0,5a80d6be55429938b6142206,0.2,memory,282,0.2172437202987101,320,0.04164760001003742,23,10
1.0,10,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.5,0.0,5a80d6be55429938b6142206,0.2,query,282,0.2172437202987101,320,0.03499939996981993,23,10
1.0,15,47,0.0,one_shot,hotpotqa,1,0.5,0.0,5a80d6be55429938b6142206,0.3,memory,47,0.3048200950441276,449,0.01328710000962019,23,15
1.0,15,47,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.5,0.0,5a80d6be55429938b6142206,0.3,memory,423,0.3048200950441276,449,0.060109500016551465,23,15
1.0,15,47,0.0,chunk_closure_query_frontier,hotpotqa,2,0.5,0.0,5a80d6be55429938b6142206,0.3,query,423,0.3048200950441276,449,0.0550101000117138,23,15
0.0,3,51,0.0,one_shot,hotpotqa,1,0.0,0.0,5ab88c075542991b5579efbe,0.05,memory,51,0.05896805896805897,96,0.008857199980411679,23,3
0.0,3,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.05,memory,153,0.05896805896805897,96,0.016656899999361485,23,3
0.0,3,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.05,query,153,0.05896805896805897,96,0.015670599997974932,23,3
0.0,6,51,0.0,one_shot,hotpotqa,1,0.0,0.0,5ab88c075542991b5579efbe,0.1,memory,51,0.11793611793611794,192,0.010356699989642948,23,6
0.0,6,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.1,memory,204,0.11793611793611794,192,0.022076399996876717,23,6
0.0,6,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.1,query,204,0.11793611793611794,192,0.01887400000123307,23,6
0.0,11,51,0.0,one_shot,hotpotqa,1,0.0,0.0,5ab88c075542991b5579efbe,0.2,memory,51,0.21621621621621623,352,0.010223700024653226,23,11
1.0,11,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.25,0.0,5ab88c075542991b5579efbe,0.2,memory,357,0.21621621621621623,352,0.0363064999692142,23,11
0.0,11,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.2,query,357,0.21621621621621623,352,0.03535819996614009,23,11
1.0,16,51,0.0,one_shot,hotpotqa,1,0.25,0.0,5ab88c075542991b5579efbe,0.3,memory,51,0.3144963144963145,512,0.013873499992769212,23,16
1.0,16,51,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.25,0.0,5ab88c075542991b5579efbe,0.3,memory,459,0.3144963144963145,512,0.06551570002920926,23,16
0.0,16,51,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5ab88c075542991b5579efbe,0.3,query,459,0.3144963144963145,512,0.06023310002638027,23,16
0.0,2,40,0.0,one_shot,hotpotqa,1,0.0,0.0,5a714b645542994082a3e78b,0.05,memory,40,0.05075337034099921,64,0.007528899994213134,23,2
0.0,2,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.05,memory,80,0.05075337034099921,64,0.01062620000448078,23,2
0.0,2,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.05,query,80,0.05075337034099921,64,0.011017000011634082,23,2
1.0,4,40,0.0,one_shot,hotpotqa,1,0.4,0.0,5a714b645542994082a3e78b,0.1,memory,40,0.10150674068199841,128,0.0070189000107347965,23,4
1.0,4,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.2,0.0,5a714b645542994082a3e78b,0.1,memory,120,0.10150674068199841,128,0.012704900000244379,23,4
0.0,4,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5a714b645542994082a3e78b,0.1,query,120,0.10150674068199841,128,0.014769700006581843,23,4
1.0,8,40,0.0,one_shot,hotpotqa,1,0.4,0.0,5a714b645542994082a3e78b,0.2,memory,40,0.20301348136399683,256,0.01055210002232343,23,8
1.0,8,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.2,memory,200,0.20301348136399683,256,0.023740800039377064,23,8
1.0,8,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.2,query,200,0.20301348136399683,256,0.028193200007081032,23,8
1.0,12,40,0.0,one_shot,hotpotqa,1,0.4,0.0,5a714b645542994082a3e78b,0.3,memory,40,0.3045202220459952,384,0.013907899963669479,23,12
1.0,12,40,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.3,memory,280,0.3045202220459952,384,0.041336099966429174,23,12
1.0,12,40,0.0,chunk_closure_query_frontier,hotpotqa,2,0.4,0.0,5a714b645542994082a3e78b,0.3,query,280,0.3045202220459952,384,0.03680579998763278,23,12
0.0,4,62,0.0,one_shot,hotpotqa,1,0.0,0.0,5abce85755429959677d6b3e,0.05,memory,62,0.0652395514780836,128,0.007160299981478602,23,4
0.0,4,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5abce85755429959677d6b3e,0.05,memory,186,0.0652395514780836,128,0.016033600026275963,23,4
0.0,4,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5abce85755429959677d6b3e,0.05,query,186,0.0652395514780836,128,0.017010900017339736,23,4
0.0,7,62,0.0,one_shot,hotpotqa,1,0.0,0.0,5abce85755429959677d6b3e,0.1,memory,62,0.11416921508664628,224,0.014308099984191358,23,7
0.0,7,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.0,0.0,5abce85755429959677d6b3e,0.1,memory,310,0.11416921508664628,224,0.03525910002645105,23,7
0.0,7,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.0,0.0,5abce85755429959677d6b3e,0.1,query,310,0.11416921508664628,224,0.028454900020733476,23,7
1.0,13,62,0.0,one_shot,hotpotqa,1,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.2,memory,62,0.21202854230377166,416,0.01428549998672679,23,13
1.0,13,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.2,memory,496,0.21202854230377166,416,0.04534329997841269,23,13
1.0,13,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.2,query,496,0.21202854230377166,416,0.048122000007424504,23,13
1.0,19,62,0.0,one_shot,hotpotqa,1,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.3,memory,62,0.30988786952089703,608,0.015466300013940781,23,19
1.0,19,62,0.0,chunk_closure_memory_frontier,hotpotqa,2,0.3333333333333333,0.0,5abce85755429959677d6b3e,0.3,memory,682,0.30988786952089703,608,0.07462740002665669,23,19
1.0,19,62,0.0,chunk_closure_query_frontier,hotpotqa,2,0.16666666666666666,0.0,5abce85755429959677d6b3e,0.3,query,682,0.30988786952089703,608,0.07413869997253641,23,19
1.0,9,176,1.0,one_shot,qasper,1,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,memory,176,0.05115452930728242,288,0.015390100015792996,23,9
1.0,9,176,1.0,chunk_closure_memory_frontier,qasper,2,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,memory,1056,0.05115452930728242,288,0.04245220002485439,23,9
1.0,9,176,1.0,chunk_closure_query_frontier,qasper,2,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.05,query,1056,0.05115452930728242,288,0.03139960003318265,23,9
1.0,18,176,1.0,one_shot,qasper,1,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,memory,176,0.10230905861456484,576,0.01635109999915585,23,18
1.0,18,176,1.0,chunk_closure_memory_frontier,qasper,2,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,memory,1760,0.10230905861456484,576,0.06760399998165667,23,18
1.0,18,176,1.0,chunk_closure_query_frontier,qasper,2,0.6666666666666666,0.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.1,query,1760,0.10230905861456484,576,0.05946140002924949,23,18
1.0,36,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,memory,176,0.20461811722912968,1152,0.024343900033272803,23,36
1.0,36,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,memory,3344,0.20461811722912968,1152,0.1584158999612555,23,36
1.0,36,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.2,query,3344,0.20461811722912968,1152,0.1823354999651201,23,36
1.0,53,176,1.0,one_shot,qasper,1,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,memory,176,0.30124333925399643,1696,0.04217050003353506,23,53
1.0,53,176,1.0,chunk_closure_memory_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,memory,4928,0.30124333925399643,1696,0.35631639999337494,23,53
1.0,53,176,1.0,chunk_closure_query_frontier,qasper,2,1.0,1.0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.3,query,4928,0.30124333925399643,1696,0.30146510002668947,23,53
1.0,6,112,1.0,one_shot,qasper,1,0.14285714285714285,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,memory,112,0.05385694249649369,192,0.009117500041611493,23,6
1.0,6,112,1.0,chunk_closure_memory_frontier,qasper,2,0.14285714285714285,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,memory,448,0.05385694249649369,192,0.01960160001181066,23,6
1.0,6,112,1.0,chunk_closure_query_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.05,query,448,0.05385694249649369,192,0.019474999979138374,23,6
1.0,12,112,1.0,one_shot,qasper,1,0.42857142857142855,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,memory,112,0.10771388499298738,384,0.014123699977062643,23,12
1.0,12,112,1.0,chunk_closure_memory_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,memory,784,0.10771388499298738,384,0.04455960000632331,23,12
1.0,12,112,1.0,chunk_closure_query_frontier,qasper,2,0.2857142857142857,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.1,query,784,0.10771388499298738,384,0.04552800004603341,23,12
1.0,23,112,1.0,one_shot,qasper,1,0.5714285714285714,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,memory,112,0.2064516129032258,736,0.02348189998883754,23,23
1.0,23,112,1.0,chunk_closure_memory_frontier,qasper,2,0.5714285714285714,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,memory,1456,0.2064516129032258,736,0.09683130000485107,23,23
1.0,23,112,1.0,chunk_closure_query_frontier,qasper,2,0.5714285714285714,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.2,query,1456,0.2064516129032258,736,0.09175239998148754,23,23
1.0,34,112,1.0,one_shot,qasper,1,0.7142857142857143,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,memory,112,0.3051893408134642,1088,0.024215799989178777,23,34
1.0,34,112,1.0,chunk_closure_memory_frontier,qasper,2,0.7142857142857143,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,memory,2016,0.3051893408134642,1088,0.1518299999879673,23,34
1.0,34,112,1.0,chunk_closure_query_frontier,qasper,2,0.8571428571428571,0.0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.3,query,2016,0.3051893408134642,1088,0.15069789998233318,23,34
0.0,9,161,0.0,one_shot,qasper,1,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,memory,161,0.055933190910856474,288,0.011794199992436916,23,9
0.0,9,161,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,memory,966,0.055933190910856474,288,0.03325749997748062,23,9
0.0,9,161,0.0,chunk_closure_query_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.05,query,966,0.055933190910856474,288,0.0307283999864012,23,9
1.0,17,161,1.0,one_shot,qasper,1,0.07692307692307693,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,memory,161,0.1056515828316178,544,0.015853899996727705,23,17
0.0,17,161,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,memory,1610,0.1056515828316178,544,0.06299830001080409,23,17
0.0,17,161,0.0,chunk_closure_query_frontier,qasper,2,0.0,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.1,query,1610,0.1056515828316178,544,0.055266200040932745,23,17
1.0,33,161,1.0,one_shot,qasper,1,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,memory,161,0.20508836667314043,1056,0.01949939999030903,23,33
1.0,33,161,1.0,chunk_closure_memory_frontier,qasper,2,0.15384615384615385,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,memory,2898,0.20508836667314043,1056,0.14426169998478144,23,33
1.0,33,161,1.0,chunk_closure_query_frontier,qasper,2,0.07692307692307693,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.2,query,2898,0.20508836667314043,1056,0.1419035000144504,23,33
1.0,49,161,1.0,one_shot,qasper,1,0.38461538461538464,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,memory,161,0.30452515051466306,1568,0.03068549995077774,23,49
1.0,49,161,1.0,chunk_closure_memory_frontier,qasper,2,0.23076923076923078,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,memory,4186,0.30452515051466306,1568,0.30137140001170337,23,49
1.0,49,161,1.0,chunk_closure_query_frontier,qasper,2,0.23076923076923078,0.0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.3,query,4186,0.30452515051466306,1568,0.3058539000339806,23,49
0.0,5,94,0.0,one_shot,qasper,1,0.0,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,memory,94,0.053351117039013005,160,0.008365400019101799,23,5
0.0,5,94,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,memory,376,0.053351117039013005,160,0.019160500029101968,23,5
0.0,5,94,0.0,chunk_closure_query_frontier,qasper,2,0.0,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.05,query,376,0.053351117039013005,160,0.024288999964483082,23,5
0.0,10,94,0.0,one_shot,qasper,1,0.0,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.1,memory,94,0.10670223407802601,320,0.011462699971161783,23,10
0.0,10,94,0.0,chunk_closure_memory_frontier,qasper,2,0.0,0.0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.1,memory,564,0.10670223407802601,320,0.03374660003464669,23,10
