seed,model_tier,heads,head_dim,policy,logical_native_ratio,query_position,source_last_position,assigned_last_position,effective_nearest_distance,score_rmse_vs_exact,output_rmse_vs_exact,top_token_agreement_vs_exact,git_sha
1,small,4,32,exact_logical,8,1536,31,31,1505,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,local_chunk,8,1536,31,1535,1,1.5175586938858032,0.2295261025428772,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,clipped,8,1536,31,1344,192,1.2772951126098633,0.3461414873600006,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,log_compressed,8,1536,31,774,762,1.2465537786483765,0.2638082802295685,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,bucketed,8,1536,31,-1536,3072,1.4039642810821533,0.25625112652778625,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,remote_past,8,1536,31,768,768,1.124541163444519,0.2646524906158447,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,exact_logical,16,3072,31,31,3041,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,local_chunk,16,3072,31,3071,1,1.5242525339126587,0.22299115359783173,0.25,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,clipped,16,3072,31,2880,192,2.030998706817627,0.4033907949924469,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,log_compressed,16,3072,31,2115,957,1.4862934350967407,0.24894188344478607,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,bucketed,16,3072,31,0,3072,1.1992934942245483,0.24248526990413666,0.25,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,remote_past,16,3072,31,2304,768,1.7799071073532104,0.34505078196525574,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,exact_logical,32,6144,31,31,6113,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,local_chunk,32,6144,31,6143,1,1.4608025550842285,0.27083277702331543,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,clipped,32,6144,31,5952,192,1.677649974822998,0.3752806484699249,0.25,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,log_compressed,32,6144,31,4993,1151,1.592344880104065,0.3182435929775238,0.25,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,bucketed,32,6144,31,-6144,12288,1.6388943195343018,0.3438851237297058,0.0,d36f6775270125cd198543b77dc114e6018ee67a
1,small,4,32,remote_past,32,6144,31,5376,768,1.5529104471206665,0.31482788920402527,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,1,192,31,191,1,1.4890482425689697,0.27653494477272034,0.25,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,1,192,31,0,192,0.9188064932823181,0.31900396943092346,0.25,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,2,384,31,31,353,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,2,384,31,383,1,1.1451349258422852,0.2966059148311615,0.25,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,2,384,31,192,192,1.600745677947998,0.41117435693740845,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,2,384,31,23,361,0.9019870758056641,0.24361975491046906,0.5,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,2,384,31,-384,768,1.2560224533081055,0.3512858748435974,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,2,384,31,-384,768,1.2560224533081055,0.3512858748435974,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,4,768,31,31,737,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,4,768,31,767,1,1.2499048709869385,0.24899694323539734,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,4,768,31,576,192,1.4508463144302368,0.3723541498184204,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,4,768,31,203,565,1.2431037425994873,0.24786576628684998,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,4,768,31,0,768,0.8826647400856018,0.26312944293022156,0.5,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,4,768,31,0,768,0.8826647400856018,0.26312944293022156,0.5,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,8,1536,31,31,1505,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,8,1536,31,1535,1,1.8465279340744019,0.36396461725234985,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,8,1536,31,1344,192,1.2931015491485596,0.38238877058029175,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,8,1536,31,774,762,1.2803232669830322,0.32059693336486816,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,8,1536,31,-1536,3072,1.738871455192566,0.29805535078048706,0.25,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,8,1536,31,768,768,1.2031539678573608,0.34337112307548523,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,16,3072,31,31,3041,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,16,3072,31,3071,1,1.4891841411590576,0.31094110012054443,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,16,3072,31,2880,192,2.1583406925201416,0.4545779824256897,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,16,3072,31,2115,957,1.7103606462478638,0.5215982794761658,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,16,3072,31,0,3072,0.8916800022125244,0.2375400960445404,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,16,3072,31,2304,768,1.882851481437683,0.37236782908439636,0.25,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,exact_logical,32,6144,31,31,6113,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,local_chunk,32,6144,31,6143,1,1.6056201457977295,0.3718338906764984,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,clipped,32,6144,31,5952,192,1.7139140367507935,0.4742211401462555,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,log_compressed,32,6144,31,4993,1151,1.6592133045196533,0.35602477192878723,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,bucketed,32,6144,31,-6144,12288,1.7611814737319946,0.37184515595436096,0.0,d36f6775270125cd198543b77dc114e6018ee67a
7,small,4,32,remote_past,32,6144,31,5376,768,1.6073051691055298,0.4223373830318451,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,1,192,31,191,1,1.1606370210647583,0.22963084280490875,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,1,192,31,0,192,0.7818794250488281,0.20243330299854279,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,2,384,31,31,353,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,2,384,31,383,1,0.9360381364822388,0.20396898686885834,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,2,384,31,192,192,1.1126121282577515,0.23282159864902496,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,2,384,31,23,361,0.5647361874580383,0.11624034494161606,0.75,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,2,384,31,-384,768,0.8609355688095093,0.19525250792503357,0.5,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,2,384,31,-384,768,0.8609355688095093,0.19525250792503357,0.5,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,4,768,31,31,737,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,4,768,31,767,1,1.1479244232177734,0.18585270643234253,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,4,768,31,576,192,1.2166508436203003,0.2231927216053009,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,4,768,31,203,565,0.9429906010627747,0.2564249634742737,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,4,768,31,0,768,0.7452542781829834,0.1669449359178543,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,4,768,31,0,768,0.7452542781829834,0.1669449359178543,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,8,1536,31,31,1505,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,8,1536,31,1535,1,1.5588454008102417,0.2799025774002075,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,8,1536,31,1344,192,1.27783203125,0.24051177501678467,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,8,1536,31,774,762,1.253528356552124,0.239851176738739,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,8,1536,31,-1536,3072,1.3668047189712524,0.30559951066970825,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,8,1536,31,768,768,1.1566141843795776,0.2162124216556549,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,16,3072,31,31,3041,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,16,3072,31,3071,1,1.3623472452163696,0.20301607251167297,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,16,3072,31,2880,192,1.5169041156768799,0.2641448676586151,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,16,3072,31,2115,957,1.3236311674118042,0.21994061768054962,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,16,3072,31,0,3072,0.7625054121017456,0.21213260293006897,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,16,3072,31,2304,768,1.412216067314148,0.2385048270225525,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,exact_logical,32,6144,31,31,6113,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,local_chunk,32,6144,31,6143,1,1.5160353183746338,0.2683400809764862,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,clipped,32,6144,31,5952,192,1.4938879013061523,0.26753219962120056,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,log_compressed,32,6144,31,4993,1151,1.318786859512329,0.215905100107193,0.0,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,bucketed,32,6144,31,-6144,12288,1.4812066555023193,0.2624575197696686,0.25,d36f6775270125cd198543b77dc114e6018ee67a
21,small,4,32,remote_past,32,6144,31,5376,768,1.3877193927764893,0.25482404232025146,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,1,192,31,191,1,1.3115328550338745,0.2749089002609253,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,1,192,31,0,192,1.0423262119293213,0.23597083985805511,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,2,384,31,31,353,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,2,384,31,383,1,0.8477941751480103,0.17275674641132355,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,2,384,31,192,192,1.3964390754699707,0.26860854029655457,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,2,384,31,23,361,0.8517443537712097,0.1784808188676834,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,2,384,31,-384,768,0.9093219637870789,0.19105979800224304,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,2,384,31,-384,768,0.9093219637870789,0.19105979800224304,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,4,768,31,31,737,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,4,768,31,767,1,0.8870617747306824,0.15679112076759338,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,4,768,31,576,192,1.2486048936843872,0.2502099275588989,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,4,768,31,203,565,1.241812825202942,0.23132939636707306,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,4,768,31,0,768,0.921639621257782,0.2177443653345108,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,4,768,31,0,768,0.921639621257782,0.2177443653345108,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,8,1536,31,31,1505,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,8,1536,31,1535,1,1.3243051767349243,0.22291746735572815,0.25,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,8,1536,31,1344,192,1.0756440162658691,0.19126887619495392,0.75,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,8,1536,31,774,762,1.0608386993408203,0.2589356303215027,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,8,1536,31,-1536,3072,1.3034229278564453,0.32472795248031616,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,8,1536,31,768,768,1.0333985090255737,0.2738419771194458,0.5,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,16,3072,31,31,3041,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,16,3072,31,3071,1,1.1223227977752686,0.21853968501091003,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,16,3072,31,2880,192,1.4861080646514893,0.25712355971336365,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,16,3072,31,2115,957,1.1495437622070312,0.21311119198799133,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,16,3072,31,0,3072,0.9997701048851013,0.21168959140777588,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,16,3072,31,2304,768,1.4009231328964233,0.2743983268737793,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,exact_logical,32,6144,31,31,6113,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,local_chunk,32,6144,31,6143,1,1.1720319986343384,0.22740872204303741,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,clipped,32,6144,31,5952,192,1.220388650894165,0.23864176869392395,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,log_compressed,32,6144,31,4993,1151,1.256449580192566,0.21920546889305115,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,bucketed,32,6144,31,-6144,12288,1.4297611713409424,0.24553173780441284,0.0,d36f6775270125cd198543b77dc114e6018ee67a
42,small,4,32,remote_past,32,6144,31,5376,768,1.1767497062683105,0.23611731827259064,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,1,192,31,191,1,1.3961719274520874,0.3579597771167755,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,1,192,31,0,192,1.030745267868042,0.2880755364894867,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,1,192,31,31,161,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,2,384,31,31,353,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,2,384,31,383,1,1.0855907201766968,0.2325761318206787,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,2,384,31,192,192,1.2355049848556519,0.21390876173973083,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,2,384,31,23,361,0.9156981110572815,0.21900680661201477,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,2,384,31,-384,768,1.1612237691879272,0.3322754502296448,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,2,384,31,-384,768,1.1612237691879272,0.3322754502296448,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,4,768,31,31,737,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,4,768,31,767,1,1.3744677305221558,0.3022725582122803,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,4,768,31,576,192,1.5866260528564453,0.3131633698940277,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,4,768,31,203,565,1.4156405925750732,0.2777950167655945,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,4,768,31,0,768,1.1377737522125244,0.31479412317276,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,4,768,31,0,768,1.1377737522125244,0.31479412317276,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,8,1536,31,31,1505,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,8,1536,31,1535,1,1.6166293621063232,0.41280293464660645,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,8,1536,31,1344,192,1.269577980041504,0.38651755452156067,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,8,1536,31,774,762,1.4654935598373413,0.34430691599845886,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,8,1536,31,-1536,3072,1.48495614528656,0.38529253005981445,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,8,1536,31,768,768,1.282731056213379,0.34748712182044983,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,16,3072,31,31,3041,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,16,3072,31,3071,1,1.3316080570220947,0.3013511300086975,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,16,3072,31,2880,192,1.620842695236206,0.2826297879219055,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,16,3072,31,2115,957,1.1995769739151,0.30637356638908386,0.5,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,16,3072,31,0,3072,1.0102767944335938,0.18315890431404114,0.25,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,16,3072,31,2304,768,1.3966010808944702,0.38739150762557983,0.5,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,exact_logical,32,6144,31,31,6113,0.0,0.0,1.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,local_chunk,32,6144,31,6143,1,1.5722136497497559,0.3208523690700531,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,clipped,32,6144,31,5952,192,1.3966158628463745,0.27480578422546387,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,log_compressed,32,6144,31,4993,1151,1.5831286907196045,0.333867609500885,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,bucketed,32,6144,31,-6144,12288,1.5427948236465454,0.29782459139823914,0.0,d36f6775270125cd198543b77dc114e6018ee67a
87,small,4,32,remote_past,32,6144,31,5376,768,1.4561216831207275,0.3851347267627716,0.0,d36f6775270125cd198543b77dc114e6018ee67a
