model,dataset,treatment,baseline,metric,pairs,mean_delta,bootstrap_ci95_low,bootstrap_ci95_high
smollm2_135m,qasper,semantic,disabled,f1,50,-0.05649017649017649,-0.0864963924963925,-0.027119769119769117
smollm2_135m,qasper,semantic,shuffled,gold_mean_token_logprob,50,0.07684408187866211,-0.04363092422485351,0.20232158660888672
smollm2_135m,qasper,semantic,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,semantic,shuffled,f1,50,-0.004415584415584415,-0.022525252525252525,0.012485292485292487
smollm2_135m,qasper,semantic,irrelevant,gold_mean_token_logprob,50,0.15570243835449218,0.045305824279785155,0.27216032028198245
smollm2_135m,qasper,semantic,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,semantic,irrelevant,f1,50,-0.025336219336219337,-0.050928404928404926,-0.0020952380952380945
smollm2_135m,qasper,semantic,empty,gold_mean_token_logprob,50,0.05611083984375,-0.05722709655761719,0.16860609054565429
smollm2_135m,qasper,semantic,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,semantic,empty,f1,50,-0.05649017649017649,-0.08463203463203463,-0.02768986568986569
smollm2_135m,qasper,exact,disabled,gold_mean_token_logprob,50,-0.09056419372558594,-0.20806184768676758,0.021628093719482423
smollm2_135m,qasper,exact,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,exact,disabled,f1,50,-0.060458430458430454,-0.08654834054834054,-0.03371095571095571
smollm2_135m,qasper,exact,shuffled,gold_mean_token_logprob,50,-0.06983095169067383,-0.1830262565612793,0.05479337692260742
smollm2_135m,qasper,exact,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,exact,shuffled,f1,50,-0.008383838383838384,-0.027373737373737373,0.00878787878787879
smollm2_135m,qasper,exact,irrelevant,gold_mean_token_logprob,50,0.00902740478515625,-0.09883996963500977,0.11616233825683593
smollm2_135m,qasper,exact,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,exact,irrelevant,f1,50,-0.029304473304473305,-0.0527940947940948,-0.007570873570873569
smollm2_135m,qasper,exact,empty,gold_mean_token_logprob,50,-0.09056419372558594,-0.2095663070678711,0.025518836975097655
smollm2_135m,qasper,exact,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,exact,empty,f1,50,-0.060458430458430454,-0.08805772005772006,-0.032997668997669
smollm2_135m,qasper,bm25,disabled,gold_mean_token_logprob,50,-0.061598320007324216,-0.14573156356811523,0.019355068206787108
smollm2_135m,qasper,bm25,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,bm25,disabled,f1,50,-0.0662020202020202,-0.09236075036075037,-0.04199134199134199
smollm2_135m,qasper,bm25,shuffled,gold_mean_token_logprob,50,-0.04086507797241211,-0.14332006454467774,0.0625054931640625
smollm2_135m,qasper,bm25,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,bm25,shuffled,f1,50,-0.014127428127428128,-0.0305982905982906,0.00014385614385614364
smollm2_135m,qasper,bm25,irrelevant,gold_mean_token_logprob,50,0.037993278503417965,-0.047736835479736325,0.122452392578125
smollm2_135m,qasper,bm25,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,bm25,irrelevant,f1,50,-0.03504806304806305,-0.05616450216450217,-0.01694083694083694
smollm2_135m,qasper,bm25,empty,gold_mean_token_logprob,50,-0.061598320007324216,-0.1461793899536133,0.02101634979248047
smollm2_135m,qasper,bm25,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,bm25,empty,f1,50,-0.0662020202020202,-0.09089177489177488,-0.04281673881673882
smollm2_135m,qasper,approximate,disabled,gold_mean_token_logprob,50,-0.007723884582519531,-0.13767066955566407,0.12300338745117187
smollm2_135m,qasper,approximate,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,approximate,disabled,f1,50,-0.062204462204462206,-0.09159218559218558,-0.03336907536907537
smollm2_135m,qasper,approximate,shuffled,gold_mean_token_logprob,50,0.013009357452392577,-0.10991634368896484,0.13710319519042968
smollm2_135m,qasper,approximate,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,approximate,shuffled,f1,50,-0.010129870129870131,-0.02858918858918859,0.007492507492507492
smollm2_135m,qasper,approximate,irrelevant,gold_mean_token_logprob,50,0.09186771392822266,-0.028234844207763673,0.2119694709777832
smollm2_135m,qasper,approximate,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,approximate,irrelevant,f1,50,-0.031050505050505047,-0.05638383838383838,-0.008376068376068375
smollm2_135m,qasper,approximate,empty,gold_mean_token_logprob,50,-0.007723884582519531,-0.14184047698974608,0.11007301330566406
smollm2_135m,qasper,approximate,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,approximate,empty,f1,50,-0.062204462204462206,-0.09187501387501387,-0.033212121212121214
smollm2_135m,qasper,hybrid,disabled,gold_mean_token_logprob,50,-0.017561073303222655,-0.14629341125488282,0.11030294418334961
smollm2_135m,qasper,hybrid,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,hybrid,disabled,f1,50,-0.05175757575757576,-0.08137373737373738,-0.02288023088023088
smollm2_135m,qasper,hybrid,shuffled,gold_mean_token_logprob,50,0.0031721687316894533,-0.13514535903930663,0.14227508544921874
smollm2_135m,qasper,hybrid,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,hybrid,shuffled,f1,50,0.00031701631701631705,-0.014080808080808083,0.014700854700854702
smollm2_135m,qasper,hybrid,irrelevant,gold_mean_token_logprob,50,0.08203052520751954,-0.031207256317138672,0.19254562377929688
smollm2_135m,qasper,hybrid,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,hybrid,irrelevant,f1,50,-0.020603618603618604,-0.04371228771228771,0.0019538239538239572
smollm2_135m,qasper,hybrid,empty,gold_mean_token_logprob,50,-0.017561073303222655,-0.1426634407043457,0.11051990509033204
smollm2_135m,qasper,hybrid,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,hybrid,empty,f1,50,-0.05175757575757576,-0.08008080808080809,-0.02328138528138528
smollm2_135m,qasper,adaptive,disabled,gold_mean_token_logprob,50,-0.05540019989013672,-0.18339950561523438,0.06755659103393555
smollm2_135m,qasper,adaptive,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,adaptive,disabled,f1,50,-0.0637917637917638,-0.09093795093795094,-0.039226107226107226
smollm2_135m,qasper,adaptive,shuffled,gold_mean_token_logprob,50,-0.03466695785522461,-0.1656317138671875,0.09207147598266602
smollm2_135m,qasper,adaptive,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,adaptive,shuffled,f1,50,-0.011717171717171716,-0.029292929292929294,0.0033799533799533797
smollm2_135m,qasper,adaptive,irrelevant,gold_mean_token_logprob,50,0.04419139862060547,-0.06723289489746094,0.14491443634033202
smollm2_135m,qasper,adaptive,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,adaptive,irrelevant,f1,50,-0.03263780663780663,-0.057682983682983684,-0.009975579975579973
smollm2_135m,qasper,adaptive,empty,gold_mean_token_logprob,50,-0.05540019989013672,-0.17936420440673828,0.06500516891479492
smollm2_135m,qasper,adaptive,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,adaptive,empty,f1,50,-0.0637917637917638,-0.09053391053391052,-0.038648018648018645
smollm2_135m,qasper,oracle,disabled,gold_mean_token_logprob,50,-0.008494529724121094,-0.07232048034667969,0.05330764770507813
smollm2_135m,qasper,oracle,disabled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,oracle,disabled,f1,50,-0.01998845598845599,-0.04837229437229437,0.006144300144300141
smollm2_135m,qasper,oracle,shuffled,gold_mean_token_logprob,50,0.012238712310791015,-0.07675262451171876,0.10538604736328125
smollm2_135m,qasper,oracle,shuffled,em,50,0.0,0.0,0.0
smollm2_135m,qasper,oracle,shuffled,f1,50,0.032086136086136086,0.007519591519591517,0.05832900432900432
smollm2_135m,qasper,oracle,irrelevant,gold_mean_token_logprob,50,0.09109706878662109,0.03291481018066406,0.14967784881591797
smollm2_135m,qasper,oracle,irrelevant,em,50,0.0,0.0,0.0
smollm2_135m,qasper,oracle,irrelevant,f1,50,0.011165501165501166,-0.010752136752136751,0.03421600621600621
smollm2_135m,qasper,oracle,empty,gold_mean_token_logprob,50,-0.008494529724121094,-0.07271125793457031,0.058508358001708984
smollm2_135m,qasper,oracle,empty,em,50,0.0,0.0,0.0
smollm2_135m,qasper,oracle,empty,f1,50,-0.01998845598845599,-0.04678787878787879,0.005922077922077922
