dataset,example_id,chunk_size,source_tokens,parent_count,local_count,native_dot_products,adjacency_build_seconds,feature_build_seconds,routing_search_cache_bytes,h2d_bytes,h2d_seconds,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes
musique,2hop__10620_49084,128,2163,17,68,74857104,0.3174769000033848,4.339012900018133,1156,13372064,0.004827300028409809,122460160,140509184
musique,2hop__10620_49084,256,2163,9,68,74857104,0.31765570002608,4.339012900018133,324,13372064,0.004010399978142232,121995264,140509184
musique,2hop__10620_79092,64,2774,44,87,123121216,0.5088611000101082,5.58704429998761,7744,17108376,0.00758139998652041,154990080,186646528
musique,2hop__10620_79092,128,2774,22,87,123121216,0.5087812999845482,5.58704429998761,1936,17108376,0.005851699970662594,154339328,186646528
musique,2hop__10620_79092,256,2774,11,87,123121216,0.5092472999822348,5.58704429998761,484,17108376,0.0076268999837338924,154329600,186646528
musique,2hop__106864_80460,64,2388,38,75,91240704,0.3823696000035852,4.916322499979287,5776,14748600,0.003761199943255633,135499264,150994944
musique,2hop__106864_80460,128,2388,19,75,91240704,0.3848062999895774,4.916322499979287,1444,14748600,0.004178300034254789,135502336,150994944
musique,2hop__106864_80460,256,2388,10,75,91240704,0.385437999968417,4.916322499979287,400,14748600,0.00475160003406927,135495168,150994944
musique,2hop__107185_64006,64,4225,67,133,285610000,1.1548423999920487,8.606452699983492,17956,26154184,0.009096499998122454,225810432,266338304
musique,2hop__107185_64006,128,4225,34,133,285610000,1.152293200022541,8.606452699983492,4624,26154184,0.010224999976344407,225822720,266338304
musique,2hop__107185_64006,256,4225,17,133,285610000,1.1537122000008821,8.606452699983492,1156,26154184,0.011278500023763627,225801216,266338304
musique,2hop__107238_64918,64,3510,55,110,197121600,0.8004770000115968,7.195523200032767,12100,21631280,0.006598100007977337,191207424,230686720
musique,2hop__107238_64918,128,3510,28,110,197121600,0.8022653000080027,7.195523200032767,3136,21631280,0.00821570004336536,191473664,226492416
musique,2hop__107238_64918,256,3510,14,110,197121600,0.8005154000129551,7.195523200032767,784,21631280,0.00808080000570044,191460352,226492416
musique,3hop1__102087_214799_259594,64,1939,31,61,60155536,0.25736410001991317,4.095513899985235,3844,11995528,0.005564299994148314,111838720,148897792
musique,3hop1__102087_214799_259594,128,1939,16,61,60155536,0.25813800003379583,4.095513899985235,1024,11995528,0.0036786000127904117,112300032,134217728
musique,3hop1__102087_214799_259594,256,1939,8,61,60155536,0.25806249998277053,4.095513899985235,256,11995528,0.0039638999733142555,112294912,134217728
musique,3hop1__102461_24918_24991,64,2760,44,87,121881600,0.5079745999537408,5.699070199974813,7744,17108376,0.005245800013653934,153286144,178257920
musique,3hop1__102461_24918_24991,128,2760,22,87,121881600,0.509345399972517,5.699070199974813,1936,17108376,0.00671459996374324,154340352,178257920
musique,3hop1__102461_24918_24991,256,2760,11,87,121881600,0.5077228000154719,5.699070199974813,484,17108376,0.005215499957557768,154330112,178257920
musique,3hop1__103180_214799_259594,64,2396,38,75,91853056,0.38446919998386875,4.919031099998392,5776,14748600,0.006222199997864664,134975488,171966464
musique,3hop1__103180_214799_259594,128,2396,19,75,91853056,0.38380820001475513,4.919031099998392,1444,14748600,0.0037128999829292297,134192640,150994944
musique,3hop1__103180_214799_259594,256,2396,10,75,91853056,0.3845242999959737,4.919031099998392,400,14748600,0.004127899999730289,134184960,150994944
musique,3hop1__103197_214799_259594,64,1964,31,62,61716736,0.26845570001751184,4.329718499968294,3844,12192176,0.003967099997680634,115395072,134217728
musique,3hop1__103197_214799_259594,128,1964,16,62,61716736,0.2665209000115283,4.329718499968294,1024,12192176,0.004561000037938356,115201024,134217728
musique,3hop1__103197_214799_259594,256,1964,8,62,61716736,0.26542390004033223,4.329718499968294,256,12192176,0.00428640004247427,115458048,134217728
musique,3hop1__103254_214799_259594,64,2041,32,64,66650896,0.28044810000574216,4.1980433000135235,4096,12585472,0.003356300003360957,115627520,134217728
musique,3hop1__103254_214799_259594,128,2041,16,64,66650896,0.2802019999944605,4.1980433000135235,1024,12585472,0.004036800004541874,115630592,134217728
musique,3hop1__103254_214799_259594,256,2041,8,64,66650896,0.2812017000396736,4.1980433000135235,256,12585472,0.0042894999496638775,115625472,134217728
musique,3hop1__103440_443779_52195,64,3038,48,95,147671104,0.6073592000175267,6.267963299993426,9216,18681560,0.00775170000270009,166018560,197132288
musique,3hop1__103440_443779_52195,128,3038,24,95,147671104,0.6007038000389002,6.267963299993426,2304,18681560,0.004662299994379282,166024704,197132288
musique,3hop1__103440_443779_52195,256,3038,12,95,147671104,0.6009237999678589,6.267963299993426,576,18681560,0.006326100032310933,166145024,188743680
musique,3hop2__101809_30152_20999,64,2879,45,90,132618256,0.5486602000310086,5.9024124999996275,8100,17698320,0.004785299999639392,160882688,184549376
musique,3hop2__101809_30152_20999,128,2879,23,90,132618256,0.547112800006289,5.9024124999996275,2116,17698320,0.007033000001683831,160887296,184549376
musique,3hop2__101809_30152_20999,256,2879,12,90,132618256,0.5477207999792881,5.9024124999996275,576,17698320,0.005586099985521287,160878080,184549376
musique,3hop2__101905_30152_20999,64,2644,42,83,111851776,0.4680885999696329,5.56936050002696,7056,16321784,0.005888400017283857,147709440,174063616
musique,3hop2__101905_30152_20999,128,2644,21,83,111851776,0.46823889994993806,5.56936050002696,1764,16321784,0.004128600005060434,147713024,174063616
musique,3hop2__101905_30152_20999,256,2644,11,83,111851776,0.4667429000255652,5.56936050002696,484,16321784,0.0064350999891757965,147704320,174063616
musique,3hop2__103871_20335_9331,64,3323,52,104,176677264,0.7172180999768898,6.863548699999228,10816,20451392,0.005791799980215728,180344320,213909504
musique,3hop2__103871_20335_9331,128,3323,26,104,176677264,0.7184683000086807,6.863548699999228,2704,20451392,0.009768899995833635,180878848,222298112
musique,3hop2__103871_20335_9331,256,3323,13,104,176677264,0.7173803999903612,6.863548699999228,676,20451392,0.005826700013130903,180864000,201326592
musique,3hop2__103889_30152_20999,64,3070,48,96,150798400,0.6184463999816217,6.34449330001371,9216,18878208,0.0065234999638050795,167087104,188743680
musique,3hop2__103889_30152_20999,128,3070,24,96,150798400,0.6163264000206254,6.34449330001371,2304,18878208,0.006519899994600564,167091200,188743680
musique,3hop2__103889_30152_20999,256,3070,12,96,150798400,0.6151952000218444,6.34449330001371,576,18878208,0.0067675000173039734,167080448,188743680
musique,3hop2__106842_30645_84681,64,2983,47,94,142372624,0.5923455000156537,6.258322199981194,8836,18484912,0.005757899954915047,166525952,188743680
musique,3hop2__106842_30645_84681,128,2983,24,94,142372624,0.5897690000128932,6.258322199981194,2304,18484912,0.0076357999932952225,166530048,188743680
musique,3hop2__106842_30645_84681,256,2983,12,94,142372624,0.5943777000065893,6.258322199981194,576,18484912,0.00614130002213642,166519808,188743680
musique,3hop2__11282_57233_56883,64,2695,43,85,116208400,0.48605300002964213,5.698829300003126,7396,16715080,0.006001500005368143,149056000,178257920
musique,3hop2__11282_57233_56883,128,2695,22,85,116208400,0.48769440001342446,5.698829300003126,1936,16715080,0.005205800000112504,149061632,178257920
musique,3hop2__11282_57233_56883,256,2695,11,85,116208400,0.4866576000349596,5.698829300003126,484,16715080,0.006097499979659915,149051904,178257920
musique,4hop1__105002_17130_70784_61381,64,2742,43,86,120297024,0.4991980000049807,5.74515870003961,7396,16911728,0.005587199993897229,152743936,178257920
musique,4hop1__105002_17130_70784_61381,128,2742,22,86,120297024,0.4993011999758892,5.74515870003961,1936,16911728,0.006888900010380894,152748544,178257920
musique,4hop1__105002_17130_70784_61381,256,2742,11,86,120297024,0.49778029997833073,5.74515870003961,484,16911728,0.004541900008916855,152739328,178257920
musique,4hop1__105401_17130_70784_61381,64,2986,47,94,142659136,0.5894061999861151,6.238846899999771,8836,18484912,0.007791300013195723,165607936,197132288
musique,4hop1__105401_17130_70784_61381,128,2986,24,94,142659136,0.5897634999710135,6.238846899999771,2304,18484912,0.0056458000326529145,165613056,197132288
musique,4hop1__105401_17130_70784_61381,256,2986,12,94,142659136,0.5915391999878921,6.238846899999771,576,18484912,0.006827800010796636,165864960,188743680
musique,4hop1__105401_17130_70784_79935,64,2867,45,90,131515024,0.5460706000449136,6.045644900004845,8100,17698320,0.0054175000404939055,160817152,184549376
musique,4hop1__105401_17130_70784_79935,128,2867,23,90,131515024,0.5466198999783956,6.045644900004845,2116,17698320,0.007522800005972385,160821760,184549376
musique,4hop1__105401_17130_70784_79935,256,2867,12,90,131515024,0.5464271999662742,6.045644900004845,576,17698320,0.0047352000256069005,160812544,184549376
musique,4hop1__105688_17130_70784_61381,64,3006,47,94,144576576,0.5924897000077181,6.419392000010703,8836,18484912,0.005883299978449941,165870592,188743680
musique,4hop1__105688_17130_70784_61381,128,3006,24,94,144576576,0.5901660999516025,6.419392000010703,2304,18484912,0.006633100041653961,165876736,188743680
musique,4hop1__105688_17130_70784_61381,256,3006,12,94,144576576,0.5888489999924786,6.419392000010703,576,18484912,0.0069491000031121075,165865472,188743680
musique,4hop1__105688_17130_70784_79935,64,2812,44,88,126517504,0.5181960000190884,5.978227999992669,7744,17305024,0.005260300007648766,156188672,178257920
musique,4hop1__105688_17130_70784_79935,128,2812,22,88,126517504,0.5198042999836616,5.978227999992669,1936,17305024,0.007422599999699742,156192256,178257920
musique,4hop1__105688_17130_70784_79935,256,2812,11,88,126517504,0.52050759998383,5.978227999992669,484,17305024,0.005378899979405105,156182528,178257920
musique,4hop1__105773_457883_650651_7262,64,2498,40,79,99840064,0.42281149997143075,5.459287300007418,6400,15535192,0.0072401000070385635,141797376,176160768
musique,4hop1__105773_457883_650651_7262,128,2498,20,79,99840064,0.420698200003244,5.459287300007418,1600,15535192,0.006034500023815781,140821504,155189248
musique,4hop1__105773_457883_650651_7262,256,2498,10,79,99840064,0.42183809995185584,5.459287300007418,400,15535192,0.004753999994136393,140812288,155189248
musique,4hop2__103790_14670_8987_8529,64,2716,43,85,118026496,0.487989799992647,5.9462969999876805,7396,16715080,0.006030699994880706,149056512,178257920
musique,4hop2__103790_14670_8987_8529,128,2716,22,85,118026496,0.4885299999732524,5.9462969999876805,1936,16715080,0.004199700022581965,149065216,178257920
musique,4hop2__103790_14670_8987_8529,256,2716,11,85,118026496,0.4866444999934174,5.9462969999876805,484,16715080,0.007236199977342039,149053440,186646528
musique,4hop2__103790_14670_8987_8974,64,2784,44,87,124010496,0.5093860999913886,5.975060200027656,7744,17108376,0.005685899988748133,154336256,186646528
musique,4hop2__103790_14670_8987_8974,128,2784,22,87,124010496,0.5089143000077456,5.975060200027656,1936,17108376,0.007433900027535856,154342400,178257920
musique,4hop2__103790_14670_8987_8974,256,2784,11,87,124010496,0.5095721000107005,5.975060200027656,484,17108376,0.0050138000515289605,154331136,178257920
musique,4hop2__103790_39078_8987_8529,64,2681,42,84,115004176,0.4809129000059329,5.731766199984122,7056,16518432,0.006343199987895787,147661824,182452224
musique,4hop2__103790_39078_8987_8529,128,2681,21,84,115004176,0.4792856999556534,5.731766199984122,1764,16518432,0.005986700009088963,147668480,182452224
musique,4hop2__103790_39078_8987_8529,256,2681,11,84,115004176,0.47711079998407513,5.731766199984122,484,16518432,0.0073222999926656485,147658240,182452224
musique,4hop2__105527_14670_8987_8529,64,2286,36,72,83612736,0.35228079999797046,5.005249099980574,5184,14158656,0.005543700011912733,129346048,146800640
musique,4hop2__105527_14670_8987_8529,128,2286,18,72,83612736,0.3510133000090718,5.005249099980574,1296,14158656,0.004220200004056096,129353728,144703488
musique,4hop2__105527_14670_8987_8529,256,2286,9,72,83612736,0.3509850000264123,5.005249099980574,324,14158656,0.003610899962950498,129344512,144703488
musique,4hop2__105527_14670_8987_8974,64,2136,34,67,72999936,0.30920869996771216,4.6849094000062905,4624,13175416,0.0048195000272244215,121457664,140509184
musique,4hop2__105527_14670_8987_8974,128,2136,17,67,72999936,0.3095170999877155,4.6849094000062905,1156,13175416,0.004297900013625622,121462272,140509184
musique,4hop2__105527_14670_8987_8974,256,2136,9,67,72999936,0.30911420000484213,4.6849094000062905,324,13175416,0.0041812999988906085,121454592,140509184
musique,4hop2__161324_14670_8987_8974,64,3123,49,98,156050064,0.6444990999880247,6.9630114999599755,9604,19271504,0.007612199988216162,171847168,197132288
musique,4hop2__161324_14670_8987_8974,128,3123,25,98,156050064,0.8547617000294849,6.9630114999599755,2500,19271504,0.023473700042814016,171855872,211812352
musique,4hop2__161324_14670_8987_8974,256,3123,13,98,156050064,0.6411571000353433,6.9630114999599755,676,19271504,0.006054700003005564,171843072,197132288
