dataset,example_id,partition,seed,scale,facet_count,mean_score,score_std,scale_max
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,71,2,20,-0.030704347416758537,0.13937075436115265,0.3354467749595642
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,71,4,18,-0.0317513570189476,0.13403229415416718,0.21750327944755554
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,71,8,14,-0.02418777160346508,0.12908321619033813,0.20119279623031616
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,71,16,6,-0.025641130283474922,0.1265011727809906,0.1379866749048233
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,11,global,1,0.12272072583436966,0.24791915714740753,0.3448127508163452
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,11,1,15,-0.11840924620628357,0.23232576251029968,0.5413041710853577
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,11,2,14,-0.1277129352092743,0.23996852338314056,0.4890662133693695
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,11,4,12,-0.13307134807109833,0.25082889199256897,0.42142534255981445
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,11,8,8,-0.13977791368961334,0.2623527944087982,0.40051791071891785
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,23,global,1,0.22463981807231903,0.23177169263362885,0.4857804477214813
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,23,1,15,0.07486748695373535,0.2290187031030655,0.5641534328460693
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,23,2,14,0.08344119787216187,0.24095256626605988,0.5646307468414307
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,23,4,12,0.1004323959350586,0.2564541697502136,0.4912137985229492
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,23,8,8,0.10279814898967743,0.2656766176223755,0.4664425849914551
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,37,global,1,-0.45593562722206116,0.1353677660226822,-0.19958508014678955
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,37,1,15,-0.28661125898361206,0.1434800922870636,0.06413261592388153
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,37,2,14,-0.31032440066337585,0.14110909402370453,0.007392130792140961
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,37,4,12,-0.3292820155620575,0.13962845504283905,-0.013828888535499573
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,37,8,8,-0.34027495980262756,0.1394936740398407,-0.038377515971660614
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,53,global,1,0.1593843400478363,0.19975274801254272,0.45349571108818054
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,53,1,15,-0.09044916927814484,0.21542619168758392,0.4409621059894562
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,53,2,14,-0.10519193112850189,0.22116443514823914,0.413265198469162
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,53,4,12,-0.11167949438095093,0.23069217801094055,0.3927180767059326
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,53,8,8,-0.11903552711009979,0.23965010046958923,0.35282737016677856
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,71,global,1,-0.26826196908950806,0.16054509580135345,-0.06892400234937668
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,71,1,15,0.015679245814681053,0.1547277867794037,0.4359913468360901
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,71,2,14,0.013022749684751034,0.14730791747570038,0.39786845445632935
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,71,4,12,0.0076296948827803135,0.1371203362941742,0.2808477282524109
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,71,8,8,0.004453790839761496,0.13037970662117004,0.2096913754940033
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,global,1,-0.0824054554104805,0.2386266589164734,0.2549383342266083
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,1,25,-0.1271299570798874,0.13935691118240356,0.18694745004177094
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,2,24,-0.14296743273735046,0.14355240762233734,0.16243207454681396
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,4,22,-0.15816666185855865,0.14006485044956207,0.1167154312133789
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,8,18,-0.18103644251823425,0.13189400732517242,0.07864856719970703
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,11,16,10,-0.21026237308979034,0.11503499001264572,0.03435274586081505
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,global,1,0.1997109204530716,0.2058555781841278,0.5009719133377075
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,1,25,0.043109193444252014,0.1492067128419876,0.42069292068481445
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,2,24,0.04583602026104927,0.1474611759185791,0.41525670886039734
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,4,22,0.05452856793999672,0.1387961506843567,0.43032199144363403
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,8,18,0.05732227861881256,0.1366947442293167,0.3980499505996704
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,23,16,10,0.06319718062877655,0.14832563698291779,0.39467135071754456
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,global,1,-0.4958169460296631,0.11010505259037018,-0.23923486471176147
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,1,25,-0.25807058811187744,0.12739692628383636,-0.0015584919601678848
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,2,24,-0.2825787365436554,0.12398155778646469,-0.021865960210561752
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,4,22,-0.3016528785228729,0.1173282340168953,-0.055650435388088226
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,8,18,-0.3162131607532501,0.10839863121509552,-0.06839700788259506
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,37,16,10,-0.3414226472377777,0.09765665978193283,-0.1072874516248703
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,global,1,-0.024631470441818237,0.1989501416683197,0.3282948136329651
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,1,25,-0.1805494874715805,0.1576763242483139,0.18633127212524414
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,2,24,-0.21069101989269257,0.15324650704860687,0.1392536163330078
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,4,22,-0.2366407811641693,0.14596527814865112,0.06735877692699432
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,8,18,-0.2631780207157135,0.14342723786830902,0.01404731348156929
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,53,16,10,-0.2987847924232483,0.1367572695016861,-0.07612381130456924
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,global,1,-0.2972809374332428,0.14562442898750305,-0.042758919298648834
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,1,25,-0.06931135058403015,0.12750090658664703,0.42676663398742676
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,2,24,-0.08053760975599289,0.11496370285749435,0.3528206944465637
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,4,22,-0.0910327136516571,0.09418494999408722,0.2274494171142578
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,8,18,-0.10135497152805328,0.08777051419019699,0.16106876730918884
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,71,16,10,-0.11126532405614853,0.08242475241422653,0.08063511550426483
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,global,1,0.014564675278961658,0.10982877016067505,0.15101301670074463
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,1,20,-0.24353235960006714,0.10402704030275345,-0.014103516936302185
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,2,19,-0.2627868354320526,0.10154741257429123,-0.07034428417682648
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,4,17,-0.27887070178985596,0.10005403310060501,-0.09586458653211594
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,8,13,-0.2959554195404053,0.0968928337097168,-0.11430757492780685
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,11,16,5,-0.3016565442085266,0.08637261390686035,-0.1893863081932068
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,global,1,0.257697731256485,0.06939443200826645,0.39806073904037476
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,1,20,0.07514695823192596,0.08961815387010574,0.314188688993454
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,2,19,0.08007718622684479,0.08500577509403229,0.3067302405834198
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,4,17,0.0844343975186348,0.08092869818210602,0.2669960558414459
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,8,13,0.08922421187162399,0.08042114973068237,0.22227692604064941
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,23,16,5,0.0890168845653534,0.07958537340164185,0.2140124887228012
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,global,1,-0.29861021041870117,0.07275896519422531,-0.22202998399734497
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,1,20,-0.1965102106332779,0.09331365674734116,0.03494872897863388
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,2,19,-0.21009701490402222,0.0877046287059784,-0.06423533707857132
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,4,17,-0.22134776413440704,0.08435767143964767,-0.11212659627199173
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,8,13,-0.2306780219078064,0.08026749640703201,-0.13165295124053955
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,37,16,5,-0.23792004585266113,0.07772272080183029,-0.1713341474533081
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,global,1,0.00866441149264574,0.10559197515249252,0.1355130672454834
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,1,20,-0.10860837996006012,0.11250236630439758,0.19704383611679077
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,2,19,-0.12399135529994965,0.09796179085969925,0.12564405798912048
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,4,17,-0.13222554326057434,0.08948415517807007,0.040879350155591965
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,8,13,-0.1428796947002411,0.0867498368024826,-0.027770549058914185
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,53,16,5,-0.14474262297153473,0.08803073316812515,-0.06266241520643234
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,global,1,0.08523847907781601,0.14848826825618744,0.23674677312374115
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,1,20,0.11875155568122864,0.10807361453771591,0.3657362461090088
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,2,19,0.12251964211463928,0.10470110923051834,0.38665395975112915
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,4,17,0.11970751732587814,0.09002906829118729,0.2985725402832031
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,8,13,0.1188507080078125,0.08553741127252579,0.2884383499622345
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,71,16,5,0.1277305632829666,0.08638487011194229,0.2561027705669403
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,11,global,1,0.0702407956123352,0.16585396230220795,0.23670703172683716
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,11,1,14,-0.0614992156624794,0.15797923505306244,0.22888270020484924
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,11,2,13,-0.06313269585371017,0.16135060787200928,0.21262452006340027
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,11,4,11,-0.05889667943120003,0.16393645107746124,0.21396484971046448
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,11,8,7,-0.05556401610374451,0.16703912615776062,0.1719471514225006
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,23,global,1,0.15810567140579224,0.11920968443155289,0.30877450108528137
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,23,1,14,0.18041953444480896,0.13472303748130798,0.40545767545700073
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,23,2,13,0.20451943576335907,0.12779884040355682,0.37425994873046875
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,23,4,11,0.21957501769065857,0.13331983983516693,0.3725002408027649
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,23,8,7,0.23119990527629852,0.13715903460979462,0.36624252796173096
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,37,global,1,-0.3979494571685791,0.1166241466999054,-0.2611091434955597
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,37,1,14,-0.16119767725467682,0.147613525390625,0.18275520205497742
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,37,2,13,-0.1695205420255661,0.14709660410881042,0.1424274891614914
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,37,4,11,-0.17484726011753082,0.12807214260101318,0.09160292148590088
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,37,8,7,-0.17273211479187012,0.10335066169500351,-0.0053368620574474335
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,53,global,1,0.11702245473861694,0.17924027144908905,0.2913603186607361
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,53,1,14,0.05062117055058479,0.1333310455083847,0.29497045278549194
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,53,2,13,0.05510411038994789,0.11134500056505203,0.23595626652240753
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,53,4,11,0.06236567720770836,0.1040450781583786,0.22577956318855286
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,53,8,7,0.07307995855808258,0.09419776499271393,0.21910911798477173
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,71,global,1,0.05115784332156181,0.09947700798511505,0.1786593198776245
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,71,1,14,0.14028002321720123,0.1364687830209732,0.4890870749950409
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,71,2,13,0.13971081376075745,0.10303270816802979,0.390652060508728
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,71,4,11,0.13924826681613922,0.08385218679904938,0.30833926796913147
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,71,8,7,0.13842423260211945,0.06366308778524399,0.2567720115184784
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,11,global,1,-0.10261818766593933,0.15313951671123505,0.15045954287052155
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,11,1,14,-0.3569033145904541,0.16041556000709534,0.09346002340316772
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,11,2,13,-0.38925254344940186,0.14050577580928802,-0.06398720294237137
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,11,4,11,-0.4346623718738556,0.11185108870267868,-0.2266983836889267
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,11,8,7,-0.4732268750667572,0.09332180768251419,-0.3008536994457245
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,23,global,1,0.18978485465049744,0.15661756694316864,0.41383641958236694
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,23,1,14,-0.09629987925291061,0.14379067718982697,0.21801820397377014
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,23,2,13,-0.10744022578001022,0.14353351294994354,0.180212140083313
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,23,4,11,-0.11414656043052673,0.14385144412517548,0.17899586260318756
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,23,8,7,-0.12475170195102692,0.14865735173225403,0.17778626084327698
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,37,global,1,-0.4541934132575989,0.12101931124925613,-0.27712953090667725
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,37,1,14,-0.35790950059890747,0.10300248861312866,-0.10361348092556
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,37,2,13,-0.37533891201019287,0.097224660217762,-0.1547626554965973
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,37,4,11,-0.3841029405593872,0.0895225927233696,-0.19608166813850403
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,37,8,7,-0.391509085893631,0.08737464249134064,-0.21299304068088531
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,53,global,1,-0.08817516267299652,0.09895996004343033,0.06397300213575363
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,53,1,14,-0.2014898955821991,0.10919206589460373,0.1598423719406128
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,53,2,13,-0.22183012962341309,0.09311151504516602,0.024823453277349472
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,53,4,11,-0.24355049431324005,0.08141940087080002,-0.06705815345048904
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,53,8,7,-0.2502937912940979,0.08296386152505875,-0.08721128851175308
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,71,global,1,-0.2241983264684677,0.16949182748794556,0.02374695986509323
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,71,1,14,0.004872956313192844,0.12430975586175919,0.2589538097381592
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,71,2,13,0.010031124576926231,0.11459935456514359,0.267890602350235
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,71,4,11,0.008047184906899929,0.10706808418035507,0.27332043647766113
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,71,8,7,-0.0032723471522331238,0.09964554011821747,0.1737990528345108
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,global,1,-0.23951862752437592,0.26335608959198,0.4191130995750427
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,1,22,-0.19184666872024536,0.2381466031074524,0.5779257416725159
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,2,21,-0.20299287140369415,0.23962505161762238,0.5672984719276428
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,4,19,-0.21653227508068085,0.23529569804668427,0.507940411567688
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,8,15,-0.23608197271823883,0.23420605063438416,0.4657009243965149
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,11,16,7,-0.25338509678840637,0.24269431829452515,0.39278411865234375
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,global,1,0.12073218077421188,0.2144586145877838,0.613309383392334
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,1,22,0.013114448636770248,0.20774568617343903,0.533352792263031
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,2,21,0.011634481139481068,0.21234971284866333,0.5066183805465698
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,4,19,0.01614113338291645,0.2136460542678833,0.4809071719646454
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,8,15,0.025320272892713547,0.21298226714134216,0.41973158717155457
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,23,16,7,0.025607680901885033,0.21832963824272156,0.38760560750961304
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,global,1,-0.5258941650390625,0.19350628554821014,-0.1283687949180603
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,1,22,-0.30963563919067383,0.1840924173593521,0.28072839975357056
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,2,21,-0.3328856825828552,0.18775665760040283,0.27399641275405884
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,4,19,-0.35218968987464905,0.19386740028858185,0.2752378284931183
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,8,15,-0.36778315901756287,0.1964183896780014,0.23977603018283844
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,37,16,7,-0.3851608633995056,0.20146745443344116,0.1386379599571228
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,global,1,-0.041161973029375076,0.1886289119720459,0.4048422873020172
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,1,22,-0.11780630797147751,0.18815043568611145,0.4857918322086334
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,2,21,-0.12546803057193756,0.19001206755638123,0.484052836894989
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,4,19,-0.13089856505393982,0.192603200674057,0.4511449337005615
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,8,15,-0.13014042377471924,0.18383504450321198,0.36746373772621155
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,53,16,7,-0.1470586508512497,0.18977351486682892,0.32202279567718506
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,global,1,-0.3372851610183716,0.2071940302848816,0.10648379474878311
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,1,22,0.03983186557888985,0.20176133513450623,0.5126045346260071
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,2,21,0.04284371808171272,0.20647203922271729,0.4840046167373657
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,4,19,0.04444984719157219,0.2117362767457962,0.4581097960472107
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,8,15,0.03630348667502403,0.1984560638666153,0.4462031126022339
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,71,16,7,0.04949212074279785,0.18307363986968994,0.3723488748073578
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,11,global,1,-0.3395434319972992,0.11538639664649963,-0.0949949398636818
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,11,1,14,-0.179713636636734,0.10671943426132202,0.11115727573633194
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,11,2,13,-0.19806620478630066,0.10335232317447662,0.11452776938676834
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,11,4,11,-0.21909372508525848,0.09379807859659195,0.07981228828430176
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,11,8,7,-0.2393357902765274,0.08933356404304504,0.007301274687051773
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,23,global,1,0.03389544412493706,0.15450260043144226,0.3024752140045166
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,23,1,14,0.04013558477163315,0.14302629232406616,0.44214433431625366
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,23,2,13,0.04170895367860794,0.13180604577064514,0.380918025970459
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,23,4,11,0.035213351249694824,0.11397054046392441,0.32556062936782837
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,23,8,7,0.030243612825870514,0.1131807416677475,0.2929360270500183
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,37,global,1,-0.5961912870407104,0.06881248205900192,-0.47540754079818726
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,37,1,14,-0.32038185000419617,0.0732726901769638,-0.17305217683315277
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,37,2,13,-0.34108564257621765,0.062321797013282776,-0.19414009153842926
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,37,4,11,-0.35618001222610474,0.05443828925490379,-0.22551500797271729
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,37,8,7,-0.3642362952232361,0.04198698699474335,-0.28073999285697937
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,53,global,1,-0.10548525303602219,0.11260385066270828,0.12205597758293152
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,53,1,14,-0.037041254341602325,0.14475111663341522,0.38546788692474365
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,53,2,13,-0.0327209047973156,0.1540280282497406,0.39521339535713196
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,53,4,11,-0.0162481851875782,0.14173054695129395,0.34516939520835876
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,53,8,7,0.016080930829048157,0.09775678813457489,0.2501028776168823
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,71,global,1,-0.3006361424922943,0.10174009203910828,-0.11977443099021912
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,71,1,14,-0.02924804389476776,0.1393938511610031,0.2433914691209793
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,71,2,13,-0.04307771474123001,0.1130431592464447,0.23249153792858124
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,71,4,11,-0.05628577619791031,0.08545422554016113,0.18426768481731415
2wikimultihopqa,00de046a0bb011ebab90acde48001122,validation,71,8,7,-0.06497464329004288,0.07645869255065918,0.11781972646713257
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,11,global,1,-0.13498441874980927,0.10973604023456573,0.0452054888010025
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,11,1,13,-0.03746196627616882,0.08693668991327286,0.16929998993873596
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,11,2,12,-0.0441833920776844,0.07559207826852798,0.14003223180770874
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,11,4,10,-0.04532676562666893,0.06666181236505508,0.10199720412492752
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,11,8,6,-0.04655689001083374,0.061503343284130096,0.10004568845033646
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,23,global,1,0.28700610995292664,0.1300150603055954,0.5054500699043274
2wikimultihopqa,00efceca0bb011ebab90acde48001122,validation,23,1,13,0.23466075956821442,0.12488724291324615,0.45738327503204346
