dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,root_mode,R_root,K,H,B,parent_count,oracle_parent_count,annotated_transition_count,preserved_transition_count,visited_count,nodes_expanded,peak_frontier,search_comparisons,duplicates,cycles,candidate_tensor_bytes,oracle_node_recall,later_evidence_recall,annotated_edge_recall,complete_graph,complete_native_path,extra_non_oracle_visited,branching_overhead,adjacency_build_seconds,search_seconds,total_routing_seconds,logical_reference_tokens,conceptual_active_parents,counterfactual_native_kv_tokens,active_kv_fraction,native_kv_tokens,materialization_performed,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence,minimum_recovery_depth
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,3,6,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0010721999569796026,0.06872469995869324,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,4,6,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0010725000174716115,0.06872500001918525,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,0,16,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.6900012269616127e-05,0.06766940001398325,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,1,16,15,2,0,0,3,2,2,2,1,0,80,1.0,1.0,1.0,1,1,1,1.0,0.06765250000171363,0.0005582000012509525,0.06821070000296459,937,3,192,0.20490928495197439,0,False,53,192,53,139,0.2760416666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,2,16,15,2,0,0,4,3,2,3,1,0,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0008777999901212752,0.06853029999183491,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,3,16,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0010400000028312206,0.06869250000454485,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,4,16,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0013550000148825347,0.06900750001659617,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,0,none,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.799996243789792e-05,0.06767049996415153,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,1,none,15,2,0,0,3,2,2,2,1,0,80,1.0,1.0,1.0,1,1,1,1.0,0.06765250000171363,0.000575499958358705,0.06822799996007234,937,3,192,0.20490928495197439,0,False,53,192,53,139,0.2760416666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,2,none,15,2,0,0,4,3,2,3,1,0,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0008409000001847744,0.06849340000189841,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,3,none,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0013978000497445464,0.06905030005145818,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,1,4,none,15,2,0,0,4,4,2,4,2,1,80,1.0,1.0,1.0,1,1,2,1.0,0.06765250000171363,0.0014090000186115503,0.06906150002032518,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,0,6,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7900019884109497e-05,0.06767040002159774,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,1,6,15,2,0,0,4,2,3,4,2,0,100,1.0,1.0,1.0,1,1,2,2.0,0.06765250000171363,0.0006667000125162303,0.06831920001422986,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,2,6,15,2,0,0,5,4,3,8,5,0,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0014341999776661396,0.06908669997937977,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,3,6,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0014261000324040651,0.0690786000341177,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,4,6,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0014162000152282417,0.06906870001694188,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,0,16,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.71000137925148e-05,0.06766960001550615,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,1,16,15,2,0,0,4,2,3,4,2,0,100,1.0,1.0,1.0,1,1,2,2.0,0.06765250000171363,0.0006543999770656228,0.06830689997877926,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,2,16,15,2,0,0,5,4,3,8,5,0,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0011863000108860433,0.06883880001259968,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,3,16,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0014208999928086996,0.06907339999452233,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,4,16,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.002262699999846518,0.06991520000156015,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,0,none,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7200014553964138e-05,0.0676697000162676,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,1,none,15,2,0,0,4,2,3,4,2,0,100,1.0,1.0,1.0,1,1,2,2.0,0.06765250000171363,0.0006581000052392483,0.06831060000695288,937,4,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,2,none,15,2,0,0,5,4,3,8,5,0,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.00118680001469329,0.06883930001640692,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,3,none,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.001637800014577806,0.06929030001629144,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,2,4,none,15,2,0,0,5,5,3,10,7,1,100,1.0,1.0,1.0,1,1,3,2.0,0.06765250000171363,0.0018933999817818403,0.06954589998349547,937,5,320,0.3415154749199573,0,False,53,320,53,267,0.165625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,0,6,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7899961676448584e-05,0.06767039996339008,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,1,6,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.0008527000318281353,0.06850520003354177,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,2,6,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.000982699973974377,0.06863519997568801,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,3,6,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.0008286000229418278,0.06848110002465546,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,4,6,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.0008242999901995063,0.06847679999191314,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,0,16,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.829996472224593e-05,0.06767079996643588,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,1,16,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.0008577000116929412,0.06851020001340657,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,2,16,15,2,0,0,7,6,5,24,19,0,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.0019514000159688294,0.06960390001768246,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,3,16,15,2,0,0,7,7,5,28,23,1,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.0027960000443272293,0.07044850004604086,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,4,16,15,2,0,0,7,7,5,28,23,1,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.0025323000154457986,0.07018480001715943,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,0,none,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.669995253905654e-05,0.06766919995425269,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,1,none,15,2,0,0,6,2,5,8,4,0,140,1.0,1.0,1.0,1,1,4,4.0,0.06765250000171363,0.0008503999561071396,0.06850289995782077,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,2,none,15,2,0,0,7,6,5,24,19,0,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.0026983999996446073,0.07035090000135824,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,3,none,15,2,0,0,7,7,5,28,23,1,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.00268770003458485,0.07034020003629848,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,4,4,none,15,2,0,0,7,7,5,28,23,1,140,1.0,1.0,1.0,1,1,5,4.0,0.06765250000171363,0.002188500016927719,0.06984100001864135,937,7,448,0.4781216648879402,0,False,53,448,53,395,0.11830357142857142,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,0,6,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.8600025214254856e-05,0.06767110002692789,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,1,6,15,2,0,0,6,2,5,12,4,0,180,1.0,1.0,1.0,1,1,4,6.0,0.06765250000171363,0.0013313000090420246,0.06898380001075566,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,2,6,15,2,0,0,6,2,5,12,4,0,180,1.0,1.0,1.0,1,1,4,6.0,0.06765250000171363,0.0012667000410147011,0.06891920004272833,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,3,6,15,2,0,0,6,2,5,12,4,0,180,1.0,1.0,1.0,1,1,4,6.0,0.06765250000171363,0.0009079999872483313,0.06856049998896196,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,4,6,15,2,0,0,6,2,5,12,4,0,180,1.0,1.0,1.0,1,1,4,6.0,0.06765250000171363,0.0009001999860629439,0.06855269998777658,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,0,16,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7899961676448584e-05,0.06767039996339008,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,1,16,15,2,0,0,8,2,7,12,6,0,180,1.0,1.0,1.0,1,1,6,6.0,0.06765250000171363,0.0010918999905698001,0.06874439999228343,937,8,512,0.5464247598719317,0,False,53,512,53,459,0.103515625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,2,16,15,2,0,0,11,8,7,48,39,1,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.0030230999691411853,0.07067559997085482,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,3,16,15,2,0,0,11,11,7,66,57,4,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.004657900019083172,0.0723104000207968,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,4,16,15,2,0,0,11,11,7,66,57,4,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.004458000010345131,0.07211050001205876,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,0,none,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7200014553964138e-05,0.0676697000162676,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,1,none,15,2,0,0,8,2,7,12,6,0,180,1.0,1.0,1.0,1,1,6,6.0,0.06765250000171363,0.0011243000044487417,0.06877680000616238,937,8,512,0.5464247598719317,0,False,53,512,53,459,0.103515625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,2,none,15,2,0,0,11,8,7,48,39,1,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.003020400006789714,0.07067290000850335,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,3,none,15,2,0,0,11,11,7,66,57,4,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.004042399988975376,0.07169489999068901,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,6,4,none,15,2,0,0,11,11,7,66,57,4,180,1.0,1.0,1.0,1,1,9,6.0,0.06765250000171363,0.005411200050730258,0.07306370005244389,937,11,704,0.7513340448239061,0,False,53,704,53,651,0.07528409090909091,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,0,6,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,2.169999061152339e-05,0.06767419999232516,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,1,6,15,2,0,0,6,2,5,16,6,0,220,1.0,1.0,1.0,1,1,4,8.0,0.06765250000171363,0.0015539999585598707,0.0692064999602735,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,2,6,15,2,0,0,6,2,5,16,6,0,220,1.0,1.0,1.0,1,1,4,8.0,0.06765250000171363,0.0011481000110507011,0.06880060001276433,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,3,6,15,2,0,0,6,2,5,16,6,0,220,1.0,1.0,1.0,1,1,4,8.0,0.06765250000171363,0.0010511000291444361,0.06870360003085807,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,4,6,15,2,0,0,6,2,5,16,6,0,220,1.0,1.0,1.0,1,1,4,8.0,0.06765250000171363,0.0010003000497817993,0.06865280005149543,937,6,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,0,16,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.7700018361210823e-05,0.06767020002007484,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,1,16,15,2,0,0,9,2,8,16,9,0,220,1.0,1.0,1.0,1,1,7,8.0,0.06765250000171363,0.0011544000008143485,0.06880690000252798,937,9,576,0.6147278548559232,0,False,53,576,53,523,0.0920138888888889,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,2,16,15,2,0,0,12,9,8,72,62,6,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.0035112000186927617,0.0711637000204064,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,3,16,15,2,0,0,12,12,8,96,86,12,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.005786900001112372,0.073439400002826,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,4,16,15,2,0,0,12,12,8,96,86,12,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.004363300045952201,0.07201580004766583,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,0,none,15,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06765250000171363,1.750001683831215e-05,0.06767000001855195,937,2,128,0.13660618996798293,0,False,53,128,53,75,0.4140625,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,1,none,15,2,0,0,9,2,8,16,9,0,220,1.0,1.0,1.0,1,1,7,8.0,0.06765250000171363,0.0011530000483617187,0.06880550005007535,937,9,576,0.6147278548559232,0,False,53,576,53,523,0.0920138888888889,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,2,none,15,2,0,0,12,9,8,72,62,6,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.003454199992120266,0.0711066999938339,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,3,none,15,2,0,0,12,12,8,96,86,12,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.0052479999721981585,0.07290049997391179,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,64,oracle_annotated_entry,2,8,4,none,15,2,0,0,12,12,8,96,86,12,220,1.0,1.0,1.0,1,1,10,8.0,0.06765250000171363,0.004601500055287033,0.07225400005700067,937,12,768,0.8196371398078975,0,False,53,768,53,715,0.06901041666666667,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,128,oracle_annotated_entry,2,1,0,6,8,2,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.06513299996731803,1.8200022168457508e-05,0.06515119998948649,937,2,256,0.27321237993596587,0,False,53,256,53,203,0.20703125,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,128,oracle_annotated_entry,2,1,1,6,8,2,0,0,3,2,2,2,1,0,52,1.0,1.0,1.0,1,1,1,1.0,0.06513299996731803,0.0005717999883927405,0.06570479995571077,937,3,384,0.40981856990394877,0,False,53,384,53,331,0.13802083333333334,1.0,True,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,comparison,1,independent,128,oracle_annotated_entry,2,1,2,6,8,2,0,0,4,3,2,3,1,0,52,1.0,1.0,1.0,1,1,2,1.0,0.06513299996731803,0.0008553999941796064,0.06598839996149763,937,4,512,0.5464247598719317,0,False,53,512,53,459,0.103515625,1.0,True,0
