dataset,delta_evidence_recall,example_id,m,mean_selected,method,method_selected,seed,selection_changed,split
synthetic_qk,-1.0,qk-64-3,2,4 3 2 9,random,4 10 8 2,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,2,4 3 2 9,random,4 1 15 14,53,1.0,synthetic
synthetic_qk,0.0,qk-64-3,2,4 3 2 9,random,2 4 10 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,4,4 3 2 9,last,4 2 5 12,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,4,4 3 2 9,farthest,4 5 15 1,0,1.0,synthetic
synthetic_qk,0.0,qk-64-3,4,4 3 2 9,greedy_oracle,3 4 1 15,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,4,4 3 2 9,random,4 12 5 13,11,1.0,synthetic
synthetic_qk,0.0,qk-64-3,4,4 3 2 9,random,4 3 7 13,23,1.0,synthetic
synthetic_qk,0.0,qk-64-3,4,4 3 2 9,random,4 8 3 7,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,4,4 3 2 9,random,4 2 15 8,53,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,4,4 3 2 9,random,4 2 0 10,71,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,last,4 2 5 6,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,farthest,4 10 15 11,0,1.0,synthetic
synthetic_qk,0.0,qk-64-3,8,4 3 2 9,greedy_oracle,3 4 15 1,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,random,4 7 5 9,11,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,random,4 1 8 13,23,1.0,synthetic
synthetic_qk,0.0,qk-64-3,8,4 3 2 9,random,4 5 8 3,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,random,4 9 14 5,53,1.0,synthetic
synthetic_qk,-1.0,qk-64-3,8,4 3 2 9,random,4 12 0 2,71,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,1,5 4 12 7,last,5 11 10 3,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,1,5 4 12 7,farthest,5 4 12 13,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,1,5 4 12 7,greedy_oracle,4 5 6 13,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,1,5 4 12 7,random,5 14 8 7,11,1.0,synthetic
synthetic_qk,0.0,qk-64-4,1,5 4 12 7,random,5 4 13 0,23,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,1,5 4 12 7,random,5 11 12 0,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,1,5 4 12 7,random,5 9 0 13,53,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,1,5 4 12 7,random,11 5 10 2,71,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,last,5 8 3 7,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,farthest,5 0 14 13,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,2,5 4 12 7,greedy_oracle,4 5 8 13,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,random,5 14 7 0,11,1.0,synthetic
synthetic_qk,0.0,qk-64-4,2,5 4 12 7,random,4 5 1 13,23,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,random,5 11 12 13,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,random,5 9 14 0,53,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,2,5 4 12 7,random,5 10 2 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,4,5 4 12 7,last,5 8 13 7,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,4,5 4 12 7,farthest,5 10 13 12,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,4,5 4 12 7,greedy_oracle,4 5 8 12,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,4,5 4 12 7,random,5 7 9 14,11,1.0,synthetic
synthetic_qk,0.0,qk-64-4,4,5 4 12 7,random,4 5 11 7,23,1.0,synthetic
synthetic_qk,0.0,qk-64-4,4,5 4 12 7,random,5 4 12 2,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,4,5 4 12 7,random,5 14 9 0,53,1.0,synthetic
synthetic_qk,0.0,qk-64-4,4,5 4 12 7,random,5 4 11 2,71,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,last,5 8 4 9,0,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,8,5 4 12 7,farthest,5 10 2 7,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,greedy_oracle,4 5 12 15,0,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,random,5 8 4 10,11,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,random,5 4 8 10,23,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,random,5 4 12 1,37,1.0,synthetic
synthetic_qk,-1.0,qk-64-4,8,5 4 12 7,random,5 2 14 9,53,1.0,synthetic
synthetic_qk,0.0,qk-64-4,8,5 4 12 7,random,5 4 11 12,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,1,1 0 3 9,last,1 14 4 9,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,1,1 0 3 9,farthest,1 0 4 11,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,1,1 0 3 9,greedy_oracle,0 1 9 2,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,1,1 0 3 9,random,1 12 4 2,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,1,1 0 3 9,random,10 15 13 7,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,1,1 0 3 9,random,1 6 5 11,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,1,1 0 3 9,random,1 12 5 9,53,1.0,synthetic
synthetic_qk,0.0,qk-128-0,1,1 0 3 9,random,12 1 0 4,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,last,1 13 14 9,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,farthest,1 12 11 2,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,2,1 0 3 9,greedy_oracle,0 1 9 2,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,random,1 2 4 8,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,random,1 13 10 15,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,random,1 11 12 6,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,random,1 14 5 12,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,2,1 0 3 9,random,1 8 13 12,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,4,1 0 3 9,last,1 14 5 3,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,4,1 0 3 9,farthest,1 5 12 8,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,4,1 0 3 9,greedy_oracle,0 1 2 9,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,4,1 0 3 9,random,1 4 14 10,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,4,1 0 3 9,random,1 13 5 9,23,1.0,synthetic
synthetic_qk,0.0,qk-128-0,4,1 0 3 9,random,1 11 0 13,37,1.0,synthetic
synthetic_qk,0.0,qk-128-0,4,1 0 3 9,random,1 0 11 12,53,1.0,synthetic
synthetic_qk,0.0,qk-128-0,4,1 0 3 9,random,1 13 3 0,71,1.0,synthetic
synthetic_qk,0.0,qk-128-0,8,1 0 3 9,last,1 14 10 0,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,8,1 0 3 9,farthest,1 5 14 11,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,8,1 0 3 9,greedy_oracle,0 1 5 3,0,1.0,synthetic
synthetic_qk,0.0,qk-128-0,8,1 0 3 9,random,1 0 14 9,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,8,1 0 3 9,random,1 13 12 9,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-0,8,1 0 3 9,random,1 10 15 11,37,1.0,synthetic
synthetic_qk,0.0,qk-128-0,8,1 0 3 9,random,1 0 12 11,53,1.0,synthetic
synthetic_qk,0.0,qk-128-0,8,1 0 3 9,random,1 6 13 0,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,last,2 15 9 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,farthest,2 4 12 15,0,1.0,synthetic
synthetic_qk,0.0,qk-128-1,1,2 1 4 8,greedy_oracle,1 2 4 7,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,random,12 2 11 15,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,random,2 12 15 8,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,random,2 4 8 0,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,random,2 10 3 15,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,1,2 1 4 8,random,2 13 7 5,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,last,2 15 9 6,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,farthest,2 4 6 5,0,1.0,synthetic
synthetic_qk,0.0,qk-128-1,2,2 1 4 8,greedy_oracle,1 2 4 9,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,random,2 9 0 15,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,random,2 15 12 8,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,random,2 10 4 3,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,random,2 3 10 12,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,2,2 1 4 8,random,2 7 4 5,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,last,2 9 7 0,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,farthest,2 13 10 3,0,1.0,synthetic
synthetic_qk,0.0,qk-128-1,4,2 1 4 8,greedy_oracle,1 2 4 9,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,random,2 15 9 12,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,random,2 12 3 7,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,random,2 10 4 0,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,random,2 3 14 12,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,4,2 1 4 8,random,2 5 7 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,last,2 7 9 4,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,farthest,2 4 11 9,0,1.0,synthetic
synthetic_qk,0.0,qk-128-1,8,2 1 4 8,greedy_oracle,1 2 4 12,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,random,2 9 7 15,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,random,2 12 7 15,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,random,2 10 7 0,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-1,8,2 1 4 8,random,2 14 3 13,53,1.0,synthetic
synthetic_qk,0.0,qk-128-1,8,2 1 4 8,random,2 1 7 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,last,3 0 1 5,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,farthest,3 10 0 9,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,1,3 1 7 2,greedy_oracle,2 3 8 7,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,1,3 1 7 2,random,3 8 2 5,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,random,3 10 14 6,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,random,3 0 12 14,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,random,3 15 7 8,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,1,3 1 7 2,random,3 0 9 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,last,3 5 10 13,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,farthest,3 1 7 4,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,2,3 1 7 2,greedy_oracle,2 3 7 8,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,random,3 4 7 9,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,random,3 12 10 6,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,random,3 14 12 10,37,1.0,synthetic
synthetic_qk,0.0,qk-128-2,2,3 1 7 2,random,3 2 10 15,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,2,3 1 7 2,random,3 0 13 9,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,last,3 5 1 4,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,farthest,3 4 7 10,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,4,3 1 7 2,greedy_oracle,2 3 7 10,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,random,3 13 7 4,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,random,3 14 6 12,23,1.0,synthetic
synthetic_qk,0.0,qk-128-2,4,3 1 7 2,random,3 2 10 12,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,random,3 0 10 15,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,4,3 1 7 2,random,3 0 13 9,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,8,3 1 7 2,last,3 13 0 4,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,8,3 1 7 2,farthest,3 2 5 10,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,8,3 1 7 2,greedy_oracle,2 3 10 1,0,1.0,synthetic
synthetic_qk,0.0,qk-128-2,8,3 1 7 2,random,3 2 13 8,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,8,3 1 7 2,random,3 13 14 10,23,1.0,synthetic
synthetic_qk,0.0,qk-128-2,8,3 1 7 2,random,3 2 4 13,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-2,8,3 1 7 2,random,3 10 0 15,53,1.0,synthetic
synthetic_qk,0.0,qk-128-2,8,3 1 7 2,random,3 2 0 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,last,4 6 0 2,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,farthest,4 2 9 10,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,1,4 3 2 12,greedy_oracle,3 4 13 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,random,14 7 2 4,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,random,13 4 12 5,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,random,4 7 8 13,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,1,4 3 2 12,random,4 6 1 2,53,1.0,synthetic
synthetic_qk,0.0,qk-128-3,1,4 3 2 12,random,14 12 4 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,2,4 3 2 12,last,4 6 0 14,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,2,4 3 2 12,farthest,4 9 7 3,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,2,4 3 2 12,greedy_oracle,3 4 13 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,2,4 3 2 12,random,14 4 2 5,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,2,4 3 2 12,random,4 8 14 13,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,2,4 3 2 12,random,4 8 9 11,37,1.0,synthetic
synthetic_qk,0.0,qk-128-3,2,4 3 2 12,random,4 3 2 6,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,2,4 3 2 12,random,4 12 14 10,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,4,4 3 2 12,last,4 13 0 6,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,4,4 3 2 12,farthest,4 7 11 3,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,4,4 3 2 12,greedy_oracle,3 4 13 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,4,4 3 2 12,random,4 2 14 5,11,1.0,synthetic
synthetic_qk,0.0,qk-128-3,4,4 3 2 12,random,4 14 13 3,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,4,4 3 2 12,random,4 7 6 5,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,4,4 3 2 12,random,4 2 14 8,53,1.0,synthetic
synthetic_qk,0.0,qk-128-3,4,4 3 2 12,random,4 3 8 10,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,8,4 3 2 12,last,4 13 14 0,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,8,4 3 2 12,farthest,4 5 7 0,0,1.0,synthetic
synthetic_qk,0.0,qk-128-3,8,4 3 2 12,greedy_oracle,3 4 13 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,8,4 3 2 12,random,4 2 7 14,11,1.0,synthetic
synthetic_qk,0.0,qk-128-3,8,4 3 2 12,random,4 3 2 8,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,8,4 3 2 12,random,4 6 7 5,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-3,8,4 3 2 12,random,4 13 7 8,53,1.0,synthetic
synthetic_qk,0.0,qk-128-3,8,4 3 2 12,random,4 3 14 10,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,1,5 4 7 9,last,13 5 12 7,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,1,5 4 7 9,farthest,5 7 9 2,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,1,5 4 7 9,greedy_oracle,4 5 2 1,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,1,5 4 7 9,random,4 5 9 3,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,1,5 4 7 9,random,5 6 7 1,23,1.0,synthetic
synthetic_qk,0.0,qk-128-4,1,5 4 7 9,random,5 13 8 4,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,1,5 4 7 9,random,5 10 13 6,53,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,1,5 4 7 9,random,5 10 13 2,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,2,5 4 7 9,last,5 13 12 7,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,2,5 4 7 9,farthest,5 6 4 14,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,2,5 4 7 9,greedy_oracle,4 5 2 10,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,2,5 4 7 9,random,5 3 4 12,11,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,2,5 4 7 9,random,5 9 7 13,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,2,5 4 7 9,random,5 8 14 13,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,2,5 4 7 9,random,5 10 13 12,53,1.0,synthetic
synthetic_qk,0.0,qk-128-4,2,5 4 7 9,random,4 5 13 10,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,4,5 4 7 9,last,5 13 12 7,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,4,5 4 7 9,farthest,5 14 3 6,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,4,5 4 7 9,greedy_oracle,4 5 2 10,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,4,5 4 7 9,random,5 3 13 15,11,1.0,synthetic
synthetic_qk,0.0,qk-128-4,4,5 4 7 9,random,5 4 7 1,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,4,5 4 7 9,random,5 13 8 9,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,4,5 4 7 9,random,5 10 12 0,53,1.0,synthetic
synthetic_qk,0.0,qk-128-4,4,5 4 7 9,random,5 4 1 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,8,5 4 7 9,last,5 13 9 3,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,8,5 4 7 9,farthest,5 1 9 2,0,1.0,synthetic
synthetic_qk,0.0,qk-128-4,8,5 4 7 9,greedy_oracle,4 5 7 13,0,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,8,5 4 7 9,random,5 2 3 7,11,1.0,synthetic
synthetic_qk,0.0,qk-128-4,8,5 4 7 9,random,5 4 14 7,23,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,8,5 4 7 9,random,5 13 8 2,37,1.0,synthetic
synthetic_qk,-1.0,qk-128-4,8,5 4 7 9,random,5 8 7 2,53,1.0,synthetic
synthetic_qk,0.0,qk-128-4,8,5 4 7 9,random,5 4 6 2,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,last,1 15 8 13,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,1,1 8 0 13,farthest,1 8 0 10,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,1,1 8 0 13,greedy_oracle,0 1 12 8,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,random,1 3 6 13,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,random,1 8 3 7,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,random,1 2 4 8,37,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,random,1 9 6 13,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,1,1 8 0 13,random,1 10 6 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,last,1 15 8 6,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,farthest,1 15 8 4,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,2,1 8 0 13,greedy_oracle,0 1 12 2,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,random,1 13 6 3,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,random,1 8 7 9,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,random,1 8 4 2,37,1.0,synthetic
synthetic_qk,0.0,qk-256-0,2,1 8 0 13,random,1 9 5 0,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,2,1 8 0 13,random,1 10 5 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,last,1 6 8 5,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,farthest,1 5 8 12,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,4,1 8 0 13,greedy_oracle,0 1 12 2,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,random,1 13 8 11,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,random,1 8 7 13,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,random,1 8 2 7,37,1.0,synthetic
synthetic_qk,0.0,qk-256-0,4,1 8 0 13,random,1 9 5 0,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,4,1 8 0 13,random,1 9 5 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,8,1 8 0 13,last,1 6 7 8,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,8,1 8 0 13,farthest,0 1 8 12,0,1.0,synthetic
synthetic_qk,0.0,qk-256-0,8,1 8 0 13,greedy_oracle,0 1 11 12,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,8,1 8 0 13,random,1 13 11 7,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,8,1 8 0 13,random,1 5 7 15,23,1.0,synthetic
synthetic_qk,0.0,qk-256-0,8,1 8 0 13,random,1 6 13 0,37,1.0,synthetic
synthetic_qk,0.0,qk-256-0,8,1 8 0 13,random,1 6 0 9,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-0,8,1 8 0 13,random,1 6 2 13,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,last,2 10 8 3,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,farthest,2 13 5 11,0,1.0,synthetic
synthetic_qk,0.0,qk-256-1,1,2 1 13 3,greedy_oracle,1 2 0 15,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,random,2 0 8 15,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,random,2 9 14 6,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,random,2 7 11 15,37,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,random,2 5 11 15,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,1,2 1 13 3,random,2 15 7 6,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,last,2 10 3 8,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,farthest,2 12 7 10,0,1.0,synthetic
synthetic_qk,0.0,qk-256-1,2,2 1 13 3,greedy_oracle,1 2 0 6,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,random,2 0 3 8,11,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,random,2 7 15 9,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,random,2 7 0 11,37,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,random,2 5 13 8,53,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,2,2 1 13 3,random,2 7 15 3,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,4,2 1 13 3,last,2 10 6 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,4,2 1 13 3,farthest,2 4 12 13,0,1.0,synthetic
synthetic_qk,0.0,qk-256-1,4,2 1 13 3,greedy_oracle,1 2 3 15,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,4,2 1 13 3,random,2 8 15 0,11,1.0,synthetic
synthetic_qk,0.0,qk-256-1,4,2 1 13 3,random,2 15 7 1,23,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,4,2 1 13 3,random,2 11 7 0,37,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,4,2 1 13 3,random,2 12 0 10,53,1.0,synthetic
synthetic_qk,0.0,qk-256-1,4,2 1 13 3,random,2 7 3 1,71,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,8,2 1 13 3,last,2 5 12 14,0,1.0,synthetic
synthetic_qk,-1.0,qk-256-1,8,2 1 13 3,farthest,2 5 12 13,0,1.0,synthetic
synthetic_qk,0.0,qk-256-1,8,2 1 13 3,greedy_oracle,1 2 6 7,0,1.0,synthetic
